Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_pulses_gg_ch4_ha
23,Belize,"Peas, dry",1971,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1972,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1973,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1974,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1975,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1976,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1977,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1978,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1979,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1980,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1981,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1982,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1983,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1984,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1985,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1986,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1987,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1988,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1989,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1990,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1991,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1992,NA,tonnes,Production,0.6,NA
23,Belize,"Peas, dry",1993,150,tonnes,Production,0.6,90
23,Belize,"Peas, dry",1994,726,tonnes,Production,0.6,435.6
23,Belize,"Peas, dry",1995,2057,tonnes,Production,0.6,1234.2
23,Belize,"Peas, dry",1996,1298,tonnes,Production,0.6,778.8
23,Belize,"Peas, dry",1997,1787,tonnes,Production,0.6,1072.2
23,Belize,"Peas, dry",1998,1183,tonnes,Production,0.6,709.8
23,Belize,"Peas, dry",1999,2186,tonnes,Production,0.6,1311.6
23,Belize,"Peas, dry",2000,2858,tonnes,Production,0.6,1714.8
23,Belize,"Peas, dry",2001,3265,tonnes,Production,0.6,1959
23,Belize,"Peas, dry",2002,3731,tonnes,Production,0.6,2238.6
23,Belize,"Peas, dry",2003,3131,tonnes,Production,0.6,1878.6
23,Belize,"Peas, dry",2004,2699,tonnes,Production,0.6,1619.4
23,Belize,"Peas, dry",2005,2290,tonnes,Production,0.6,1374
23,Belize,"Peas, dry",2006,2226,tonnes,Production,0.6,1335.6
23,Belize,"Peas, dry",2007,2466,tonnes,Production,0.6,1479.6
23,Belize,"Peas, dry",2008,3067,tonnes,Production,0.6,1840.2
23,Belize,"Peas, dry",2009,3673,tonnes,Production,0.6,2203.8
23,Belize,"Peas, dry",2010,2678,tonnes,Production,0.6,1606.8
23,Belize,"Peas, dry",2011,3185,tonnes,Production,0.6,1911
23,Belize,"Peas, dry",2012,2720,tonnes,Production,0.6,1632
23,Belize,"Peas, dry",2013,2924,tonnes,Production,0.6,1754.4
23,Belize,"Peas, dry",2014,2031,tonnes,Production,0.6,1218.6
23,Belize,"Peas, dry",2015,2703,tonnes,Production,0.6,1621.8
23,Belize,"Peas, dry",2016,4117,tonnes,Production,0.6,2470.2
23,Belize,"Peas, dry",2017,1670,tonnes,Production,0.6,1002
23,Belize,"Peas, dry",2018,1545,tonnes,Production,0.6,927
23,Belize,"Peas, dry",2019,2030,tonnes,Production,0.6,1218
40,Chile,"Peas, dry",1961,6838,tonnes,Production,0.6,4102.8
40,Chile,"Peas, dry",1962,6709,tonnes,Production,0.6,4025.4
40,Chile,"Peas, dry",1963,5996,tonnes,Production,0.6,3597.6
40,Chile,"Peas, dry",1964,3730,tonnes,Production,0.6,2238
40,Chile,"Peas, dry",1965,5274,tonnes,Production,0.6,3164.4
40,Chile,"Peas, dry",1966,13919,tonnes,Production,0.6,8351.4
40,Chile,"Peas, dry",1967,8900,tonnes,Production,0.6,5340
40,Chile,"Peas, dry",1968,11520,tonnes,Production,0.6,6912
40,Chile,"Peas, dry",1969,6672,tonnes,Production,0.6,4003.2
40,Chile,"Peas, dry",1970,7413,tonnes,Production,0.6,4447.8
40,Chile,"Peas, dry",1971,8512,tonnes,Production,0.6,5107.2
40,Chile,"Peas, dry",1972,10667,tonnes,Production,0.6,6400.2
40,Chile,"Peas, dry",1973,8841,tonnes,Production,0.6,5304.6
40,Chile,"Peas, dry",1974,12500,tonnes,Production,0.6,7500
40,Chile,"Peas, dry",1975,6234,tonnes,Production,0.6,3740.4
40,Chile,"Peas, dry",1976,7120,tonnes,Production,0.6,4272
40,Chile,"Peas, dry",1977,13710,tonnes,Production,0.6,8226
40,Chile,"Peas, dry",1978,15650,tonnes,Production,0.6,9390
40,Chile,"Peas, dry",1979,14580,tonnes,Production,0.6,8748
40,Chile,"Peas, dry",1980,13590,tonnes,Production,0.6,8154
40,Chile,"Peas, dry",1981,10960,tonnes,Production,0.6,6576
40,Chile,"Peas, dry",1982,7410,tonnes,Production,0.6,4446
40,Chile,"Peas, dry",1983,5694,tonnes,Production,0.6,3416.4
40,Chile,"Peas, dry",1984,6260,tonnes,Production,0.6,3756
40,Chile,"Peas, dry",1985,8587,tonnes,Production,0.6,5152.2
40,Chile,"Peas, dry",1986,4753,tonnes,Production,0.6,2851.8
40,Chile,"Peas, dry",1987,5230,tonnes,Production,0.6,3138
40,Chile,"Peas, dry",1988,4842,tonnes,Production,0.6,2905.2
40,Chile,"Peas, dry",1989,5825,tonnes,Production,0.6,3495
40,Chile,"Peas, dry",1990,6649,tonnes,Production,0.6,3989.4
40,Chile,"Peas, dry",1991,5346,tonnes,Production,0.6,3207.6
40,Chile,"Peas, dry",1992,7784,tonnes,Production,0.6,4670.4
40,Chile,"Peas, dry",1993,4906,tonnes,Production,0.6,2943.6
40,Chile,"Peas, dry",1994,4120,tonnes,Production,0.6,2472
40,Chile,"Peas, dry",1995,3500,tonnes,Production,0.6,2100
40,Chile,"Peas, dry",1996,3295,tonnes,Production,0.6,1977
40,Chile,"Peas, dry",1997,2254,tonnes,Production,0.6,1352.4
40,Chile,"Peas, dry",1998,3499,tonnes,Production,0.6,2099.4
40,Chile,"Peas, dry",1999,1154,tonnes,Production,0.6,692.4
40,Chile,"Peas, dry",2000,1805,tonnes,Production,0.6,1083
40,Chile,"Peas, dry",2001,2466,tonnes,Production,0.6,1479.6
40,Chile,"Peas, dry",2002,879,tonnes,Production,0.6,527.4
40,Chile,"Peas, dry",2003,1023,tonnes,Production,0.6,613.8
40,Chile,"Peas, dry",2004,1023,tonnes,Production,0.6,613.8
40,Chile,"Peas, dry",2005,1686,tonnes,Production,0.6,1011.6
40,Chile,"Peas, dry",2006,2134,tonnes,Production,0.6,1280.4
40,Chile,"Peas, dry",2007,1778,tonnes,Production,0.6,1066.8
40,Chile,"Peas, dry",2008,1778,tonnes,Production,0.6,1066.8
40,Chile,"Peas, dry",2009,3381,tonnes,Production,0.6,2028.6
40,Chile,"Peas, dry",2010,2290,tonnes,Production,0.6,1374
40,Chile,"Peas, dry",2011,2338,tonnes,Production,0.6,1402.8
40,Chile,"Peas, dry",2012,3023,tonnes,Production,0.6,1813.8
40,Chile,"Peas, dry",2013,859,tonnes,Production,0.6,515.4
40,Chile,"Peas, dry",2014,713,tonnes,Production,0.6,427.8
40,Chile,"Peas, dry",2015,254,tonnes,Production,0.6,152.4
40,Chile,"Peas, dry",2016,1508,tonnes,Production,0.6,904.8
40,Chile,"Peas, dry",2017,1252,tonnes,Production,0.6,751.2
40,Chile,"Peas, dry",2018,1105,tonnes,Production,0.6,663
40,Chile,"Peas, dry",2019,1123,tonnes,Production,0.6,673.8
40,Chile,Chick peas,1961,3579,tonnes,Production,0.67,2397.93
40,Chile,Chick peas,1962,3784,tonnes,Production,0.67,2535.28
40,Chile,Chick peas,1963,3228,tonnes,Production,0.67,2162.76
40,Chile,Chick peas,1964,3727,tonnes,Production,0.67,2497.09
40,Chile,Chick peas,1965,4998,tonnes,Production,0.67,3348.66
40,Chile,Chick peas,1966,4909,tonnes,Production,0.67,3289.03
40,Chile,Chick peas,1967,8000,tonnes,Production,0.67,5360
40,Chile,Chick peas,1968,7650,tonnes,Production,0.67,5125.5
40,Chile,Chick peas,1969,3478,tonnes,Production,0.67,2330.26
40,Chile,Chick peas,1970,5403,tonnes,Production,0.67,3620.01
40,Chile,Chick peas,1971,7166,tonnes,Production,0.67,4801.22
40,Chile,Chick peas,1972,9329,tonnes,Production,0.67,6250.43
40,Chile,Chick peas,1973,4112,tonnes,Production,0.67,2755.04
40,Chile,Chick peas,1974,4997,tonnes,Production,0.67,3347.99
40,Chile,Chick peas,1975,4930,tonnes,Production,0.67,3303.1
40,Chile,Chick peas,1976,2740,tonnes,Production,0.67,1835.8
40,Chile,Chick peas,1977,4990,tonnes,Production,0.67,3343.3
40,Chile,Chick peas,1978,5470,tonnes,Production,0.67,3664.9
40,Chile,Chick peas,1979,9380,tonnes,Production,0.67,6284.6
40,Chile,Chick peas,1980,11600,tonnes,Production,0.67,7772
40,Chile,Chick peas,1981,6430,tonnes,Production,0.67,4308.1
40,Chile,Chick peas,1982,4090,tonnes,Production,0.67,2740.3
40,Chile,Chick peas,1983,3231,tonnes,Production,0.67,2164.77
40,Chile,Chick peas,1984,6940,tonnes,Production,0.67,4649.8
40,Chile,Chick peas,1985,9207,tonnes,Production,0.67,6168.69
40,Chile,Chick peas,1986,8906,tonnes,Production,0.67,5967.02
40,Chile,Chick peas,1987,14835,tonnes,Production,0.67,9939.45
40,Chile,Chick peas,1988,7590,tonnes,Production,0.67,5085.3
40,Chile,Chick peas,1989,4158,tonnes,Production,0.67,2785.86
40,Chile,Chick peas,1990,6026,tonnes,Production,0.67,4037.42
40,Chile,Chick peas,1991,8778,tonnes,Production,0.67,5881.26
40,Chile,Chick peas,1992,18638,tonnes,Production,0.67,12487.46
40,Chile,Chick peas,1993,10767,tonnes,Production,0.67,7213.89
40,Chile,Chick peas,1994,10090,tonnes,Production,0.67,6760.3
40,Chile,Chick peas,1995,11371,tonnes,Production,0.67,7618.57
40,Chile,Chick peas,1996,10073,tonnes,Production,0.67,6748.91
40,Chile,Chick peas,1997,6373,tonnes,Production,0.67,4269.91
40,Chile,Chick peas,1998,3916,tonnes,Production,0.67,2623.72
40,Chile,Chick peas,1999,1776,tonnes,Production,0.67,1189.92
40,Chile,Chick peas,2000,3247,tonnes,Production,0.67,2175.49
40,Chile,Chick peas,2001,3689,tonnes,Production,0.67,2471.63
40,Chile,Chick peas,2002,3024,tonnes,Production,0.67,2026.08
40,Chile,Chick peas,2003,3085,tonnes,Production,0.67,2066.95
40,Chile,Chick peas,2004,2941,tonnes,Production,0.67,1970.47
40,Chile,Chick peas,2005,2919,tonnes,Production,0.67,1955.73
40,Chile,Chick peas,2006,3243,tonnes,Production,0.67,2172.81
40,Chile,Chick peas,2007,2667,tonnes,Production,0.67,1786.89
40,Chile,Chick peas,2008,2624,tonnes,Production,0.67,1758.08
40,Chile,Chick peas,2009,1923,tonnes,Production,0.67,1288.41
40,Chile,Chick peas,2010,2989,tonnes,Production,0.67,2002.63
40,Chile,Chick peas,2011,1715,tonnes,Production,0.67,1149.05
40,Chile,Chick peas,2012,1074,tonnes,Production,0.67,719.58
40,Chile,Chick peas,2013,2033,tonnes,Production,0.67,1362.11
40,Chile,Chick peas,2014,365,tonnes,Production,0.67,244.55
40,Chile,Chick peas,2015,137,tonnes,Production,0.67,91.79
40,Chile,Chick peas,2016,364,tonnes,Production,0.67,243.88
40,Chile,Chick peas,2017,245,tonnes,Production,0.67,164.15
40,Chile,Chick peas,2018,654,tonnes,Production,0.67,438.18
40,Chile,Chick peas,2019,284,tonnes,Production,0.67,190.28
40,Chile,Lentils,1961,15650,tonnes,Production,1.03,16119.5
40,Chile,Lentils,1962,12580,tonnes,Production,1.03,12957.4
40,Chile,Lentils,1963,12530,tonnes,Production,1.03,12905.9
40,Chile,Lentils,1964,15350,tonnes,Production,1.03,15810.5
40,Chile,Lentils,1965,9330,tonnes,Production,1.03,9609.9
40,Chile,Lentils,1966,4598,tonnes,Production,1.03,4735.94
40,Chile,Lentils,1967,3490,tonnes,Production,1.03,3594.7
40,Chile,Lentils,1968,4040,tonnes,Production,1.03,4161.2
40,Chile,Lentils,1969,7813,tonnes,Production,1.03,8047.39
40,Chile,Lentils,1970,11157,tonnes,Production,1.03,11491.71
40,Chile,Lentils,1971,11968,tonnes,Production,1.03,12327.04
40,Chile,Lentils,1972,10707,tonnes,Production,1.03,11028.21
40,Chile,Lentils,1973,9750,tonnes,Production,1.03,10042.5
40,Chile,Lentils,1974,12783,tonnes,Production,1.03,13166.49
40,Chile,Lentils,1975,12062,tonnes,Production,1.03,12423.86
40,Chile,Lentils,1976,13540,tonnes,Production,1.03,13946.2
40,Chile,Lentils,1977,23770,tonnes,Production,1.03,24483.1
40,Chile,Lentils,1978,18960,tonnes,Production,1.03,19528.8
40,Chile,Lentils,1979,31690,tonnes,Production,1.03,32640.7
40,Chile,Lentils,1980,26840,tonnes,Production,1.03,27645.2
40,Chile,Lentils,1981,17690,tonnes,Production,1.03,18220.7
40,Chile,Lentils,1982,15820,tonnes,Production,1.03,16294.6
40,Chile,Lentils,1983,13842,tonnes,Production,1.03,14257.26
40,Chile,Lentils,1984,16020,tonnes,Production,1.03,16500.6
40,Chile,Lentils,1985,24674,tonnes,Production,1.03,25414.22
40,Chile,Lentils,1986,29026,tonnes,Production,1.03,29896.78
40,Chile,Lentils,1987,24746,tonnes,Production,1.03,25488.38
40,Chile,Lentils,1988,20100,tonnes,Production,1.03,20703
40,Chile,Lentils,1989,7811,tonnes,Production,1.03,8045.33
40,Chile,Lentils,1990,8266,tonnes,Production,1.03,8513.98
40,Chile,Lentils,1991,11883,tonnes,Production,1.03,12239.49
40,Chile,Lentils,1992,15782,tonnes,Production,1.03,16255.46
40,Chile,Lentils,1993,9796,tonnes,Production,1.03,10089.88
40,Chile,Lentils,1994,8911,tonnes,Production,1.03,9178.33
40,Chile,Lentils,1995,8588,tonnes,Production,1.03,8845.64
40,Chile,Lentils,1996,9697,tonnes,Production,1.03,9987.91
40,Chile,Lentils,1997,5112,tonnes,Production,1.03,5265.36
40,Chile,Lentils,1998,3796,tonnes,Production,1.03,3909.88
40,Chile,Lentils,1999,2066,tonnes,Production,1.03,2127.98
40,Chile,Lentils,2000,1027,tonnes,Production,1.03,1057.81
40,Chile,Lentils,2001,1024,tonnes,Production,1.03,1054.72
40,Chile,Lentils,2002,632,tonnes,Production,1.03,650.96
40,Chile,Lentils,2003,701,tonnes,Production,1.03,722.03
40,Chile,Lentils,2004,791,tonnes,Production,1.03,814.73
40,Chile,Lentils,2005,1063,tonnes,Production,1.03,1094.89
40,Chile,Lentils,2006,713,tonnes,Production,1.03,734.39
40,Chile,Lentils,2007,728,tonnes,Production,1.03,749.84
40,Chile,Lentils,2008,631,tonnes,Production,1.03,649.93
40,Chile,Lentils,2009,564,tonnes,Production,1.03,580.92
40,Chile,Lentils,2010,719,tonnes,Production,1.03,740.57
40,Chile,Lentils,2011,900,tonnes,Production,1.03,927
40,Chile,Lentils,2012,718,tonnes,Production,1.03,739.54
40,Chile,Lentils,2013,695,tonnes,Production,1.03,715.85
40,Chile,Lentils,2014,557,tonnes,Production,1.03,573.71
40,Chile,Lentils,2015,398,tonnes,Production,1.03,409.94
40,Chile,Lentils,2016,788,tonnes,Production,1.03,811.64
40,Chile,Lentils,2017,1153,tonnes,Production,1.03,1187.59
40,Chile,Lentils,2018,1849,tonnes,Production,1.03,1904.47
40,Chile,Lentils,2019,1400,tonnes,Production,1.03,1442
44,Colombia,"Peas, dry",1961,23100,tonnes,Production,0.6,13860
44,Colombia,"Peas, dry",1962,23600,tonnes,Production,0.6,14160
44,Colombia,"Peas, dry",1963,24000,tonnes,Production,0.6,14400
44,Colombia,"Peas, dry",1964,24700,tonnes,Production,0.6,14820
44,Colombia,"Peas, dry",1965,25400,tonnes,Production,0.6,15240
44,Colombia,"Peas, dry",1966,26100,tonnes,Production,0.6,15660
44,Colombia,"Peas, dry",1967,27200,tonnes,Production,0.6,16320
44,Colombia,"Peas, dry",1968,28000,tonnes,Production,0.6,16800
44,Colombia,"Peas, dry",1969,29000,tonnes,Production,0.6,17400
44,Colombia,"Peas, dry",1970,30000,tonnes,Production,0.6,18000
44,Colombia,"Peas, dry",1971,31500,tonnes,Production,0.6,18900
44,Colombia,"Peas, dry",1972,33100,tonnes,Production,0.6,19860
44,Colombia,"Peas, dry",1973,33000,tonnes,Production,0.6,19800
44,Colombia,"Peas, dry",1974,33000,tonnes,Production,0.6,19800
44,Colombia,"Peas, dry",1975,29000,tonnes,Production,0.6,17400
44,Colombia,"Peas, dry",1976,30000,tonnes,Production,0.6,18000
44,Colombia,"Peas, dry",1977,26500,tonnes,Production,0.6,15900
44,Colombia,"Peas, dry",1978,30000,tonnes,Production,0.6,18000
44,Colombia,"Peas, dry",1979,32000,tonnes,Production,0.6,19200
44,Colombia,"Peas, dry",1980,33000,tonnes,Production,0.6,19800
44,Colombia,"Peas, dry",1981,34000,tonnes,Production,0.6,20400
44,Colombia,"Peas, dry",1982,34000,tonnes,Production,0.6,20400
44,Colombia,"Peas, dry",1983,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1984,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1985,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1986,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1987,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1988,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1989,31500,tonnes,Production,0.6,18900
44,Colombia,"Peas, dry",1990,33375,tonnes,Production,0.6,20025
44,Colombia,"Peas, dry",1991,43545,tonnes,Production,0.6,26127
44,Colombia,"Peas, dry",1992,35000,tonnes,Production,0.6,21000
44,Colombia,"Peas, dry",1993,20000,tonnes,Production,0.6,12000
44,Colombia,"Peas, dry",1994,10000,tonnes,Production,0.6,6000
44,Colombia,"Peas, dry",1995,0,tonnes,Production,0.6,0
44,Colombia,"Peas, dry",1996,14530,tonnes,Production,0.6,8718
44,Colombia,"Peas, dry",1997,30278,tonnes,Production,0.6,18166.8
44,Colombia,"Peas, dry",1998,23679,tonnes,Production,0.6,14207.4
44,Colombia,"Peas, dry",1999,26900,tonnes,Production,0.6,16140
44,Colombia,"Peas, dry",2000,27378,tonnes,Production,0.6,16426.8
44,Colombia,"Peas, dry",2001,30397,tonnes,Production,0.6,18238.2
44,Colombia,"Peas, dry",2002,34113,tonnes,Production,0.6,20467.8
44,Colombia,"Peas, dry",2003,39252,tonnes,Production,0.6,23551.2
44,Colombia,"Peas, dry",2004,37016,tonnes,Production,0.6,22209.6
44,Colombia,"Peas, dry",2005,38688,tonnes,Production,0.6,23212.8
44,Colombia,"Peas, dry",2006,38063,tonnes,Production,0.6,22837.8
44,Colombia,"Peas, dry",2007,45725,tonnes,Production,0.6,27435
44,Colombia,"Peas, dry",2008,54182,tonnes,Production,0.6,32509.2
44,Colombia,"Peas, dry",2009,50088,tonnes,Production,0.6,30052.8
44,Colombia,"Peas, dry",2010,47185,tonnes,Production,0.6,28311
44,Colombia,"Peas, dry",2011,43607,tonnes,Production,0.6,26164.2
44,Colombia,"Peas, dry",2012,56987,tonnes,Production,0.6,34192.2
44,Colombia,"Peas, dry",2013,54585,tonnes,Production,0.6,32751
44,Colombia,"Peas, dry",2014,52360,tonnes,Production,0.6,31416
44,Colombia,"Peas, dry",2015,53790,tonnes,Production,0.6,32274
44,Colombia,"Peas, dry",2016,59365,tonnes,Production,0.6,35619
44,Colombia,"Peas, dry",2017,182076,tonnes,Production,0.6,109245.6
44,Colombia,"Peas, dry",2018,119140,tonnes,Production,0.6,71484
44,Colombia,"Peas, dry",2019,151138,tonnes,Production,0.6,90682.8
44,Colombia,Chick peas,1961,13400,tonnes,Production,0.67,8978
44,Colombia,Chick peas,1962,13700,tonnes,Production,0.67,9179
44,Colombia,Chick peas,1963,13900,tonnes,Production,0.67,9313
44,Colombia,Chick peas,1964,14300,tonnes,Production,0.67,9581
44,Colombia,Chick peas,1965,14600,tonnes,Production,0.67,9782
44,Colombia,Chick peas,1966,14000,tonnes,Production,0.67,9380
44,Colombia,Chick peas,1967,15000,tonnes,Production,0.67,10050
44,Colombia,Chick peas,1968,15000,tonnes,Production,0.67,10050
44,Colombia,Chick peas,1969,16000,tonnes,Production,0.67,10720
44,Colombia,Chick peas,1970,17000,tonnes,Production,0.67,11390
44,Colombia,Chick peas,1971,15000,tonnes,Production,0.67,10050
44,Colombia,Chick peas,1972,15000,tonnes,Production,0.67,10050
44,Colombia,Chick peas,1973,13000,tonnes,Production,0.67,8710
44,Colombia,Chick peas,1974,14000,tonnes,Production,0.67,9380
44,Colombia,Chick peas,1975,12000,tonnes,Production,0.67,8040
44,Colombia,Chick peas,1976,12000,tonnes,Production,0.67,8040
44,Colombia,Chick peas,1977,8000,tonnes,Production,0.67,5360
44,Colombia,Chick peas,1978,12000,tonnes,Production,0.67,8040
44,Colombia,Chick peas,1979,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1980,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1981,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1982,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1983,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1984,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1985,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1986,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1987,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1988,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1989,11000,tonnes,Production,0.67,7370
44,Colombia,Chick peas,1990,13878,tonnes,Production,0.67,9298.26
44,Colombia,Chick peas,1991,8807,tonnes,Production,0.67,5900.69
44,Colombia,Chick peas,1992,9463,tonnes,Production,0.67,6340.21
44,Colombia,Chick peas,1993,10000,tonnes,Production,0.67,6700
44,Colombia,Chick peas,1994,5000,tonnes,Production,0.67,3350
44,Colombia,Chick peas,1995,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,1996,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,1997,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,1998,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,1999,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2000,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2001,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2002,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2003,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2004,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2005,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2006,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2007,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2008,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2009,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2010,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2011,NA,tonnes,Production,0.67,NA
44,Colombia,Chick peas,2012,54,tonnes,Production,0.67,36.18
44,Colombia,Chick peas,2013,87,tonnes,Production,0.67,58.29
44,Colombia,Chick peas,2014,75,tonnes,Production,0.67,50.25
44,Colombia,Chick peas,2015,120,tonnes,Production,0.67,80.4
44,Colombia,Chick peas,2016,158,tonnes,Production,0.67,105.86
44,Colombia,Chick peas,2017,250,tonnes,Production,0.67,167.5
44,Colombia,Chick peas,2018,256,tonnes,Production,0.67,171.52
44,Colombia,Chick peas,2019,82,tonnes,Production,0.67,54.94
44,Colombia,Lentils,1961,8900,tonnes,Production,1.03,9167
44,Colombia,Lentils,1962,9100,tonnes,Production,1.03,9373
44,Colombia,Lentils,1963,9300,tonnes,Production,1.03,9579
44,Colombia,Lentils,1964,9500,tonnes,Production,1.03,9785
44,Colombia,Lentils,1965,9900,tonnes,Production,1.03,10197
44,Colombia,Lentils,1966,11000,tonnes,Production,1.03,11330
44,Colombia,Lentils,1967,12000,tonnes,Production,1.03,12360
44,Colombia,Lentils,1968,13000,tonnes,Production,1.03,13390
44,Colombia,Lentils,1969,13000,tonnes,Production,1.03,13390
44,Colombia,Lentils,1970,14000,tonnes,Production,1.03,14420
44,Colombia,Lentils,1971,12000,tonnes,Production,1.03,12360
44,Colombia,Lentils,1972,10000,tonnes,Production,1.03,10300
44,Colombia,Lentils,1973,8000,tonnes,Production,1.03,8240
44,Colombia,Lentils,1974,8400,tonnes,Production,1.03,8652
44,Colombia,Lentils,1975,9000,tonnes,Production,1.03,9270
44,Colombia,Lentils,1976,10000,tonnes,Production,1.03,10300
44,Colombia,Lentils,1977,9000,tonnes,Production,1.03,9270
44,Colombia,Lentils,1978,7000,tonnes,Production,1.03,7210
44,Colombia,Lentils,1979,7000,tonnes,Production,1.03,7210
44,Colombia,Lentils,1980,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1981,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1982,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1983,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1984,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1985,6500,tonnes,Production,1.03,6695
44,Colombia,Lentils,1986,6800,tonnes,Production,1.03,7004
44,Colombia,Lentils,1987,6500,tonnes,Production,1.03,6695
44,Colombia,Lentils,1988,6500,tonnes,Production,1.03,6695
44,Colombia,Lentils,1989,6700,tonnes,Production,1.03,6901
44,Colombia,Lentils,1990,6800,tonnes,Production,1.03,7004
44,Colombia,Lentils,1991,6394,tonnes,Production,1.03,6585.82
44,Colombia,Lentils,1992,6000,tonnes,Production,1.03,6180
44,Colombia,Lentils,1993,5000,tonnes,Production,1.03,5150
44,Colombia,Lentils,1994,4000,tonnes,Production,1.03,4120
44,Colombia,Lentils,1995,3000,tonnes,Production,1.03,3090
44,Colombia,Lentils,1996,1000,tonnes,Production,1.03,1030
44,Colombia,Lentils,1997,1000,tonnes,Production,1.03,1030
44,Colombia,Lentils,1998,948,tonnes,Production,1.03,976.44
44,Colombia,Lentils,1999,1106,tonnes,Production,1.03,1139.18
44,Colombia,Lentils,2000,1094,tonnes,Production,1.03,1126.82
44,Colombia,Lentils,2001,1071,tonnes,Production,1.03,1103.13
44,Colombia,Lentils,2002,1050,tonnes,Production,1.03,1081.5
44,Colombia,Lentils,2003,1070,tonnes,Production,1.03,1102.1
44,Colombia,Lentils,2004,1090,tonnes,Production,1.03,1122.7
44,Colombia,Lentils,2005,1100,tonnes,Production,1.03,1133
44,Colombia,Lentils,2006,1118,tonnes,Production,1.03,1151.54
44,Colombia,Lentils,2007,1136,tonnes,Production,1.03,1170.08
44,Colombia,Lentils,2008,1154,tonnes,Production,1.03,1188.62
44,Colombia,Lentils,2009,1172,tonnes,Production,1.03,1207.16
44,Colombia,Lentils,2010,1200,tonnes,Production,1.03,1236
44,Colombia,Lentils,2011,1215,tonnes,Production,1.03,1251.45
44,Colombia,Lentils,2012,1250,tonnes,Production,1.03,1287.5
44,Colombia,Lentils,2013,1250,tonnes,Production,1.03,1287.5
44,Colombia,Lentils,2014,1259,tonnes,Production,1.03,1296.77
44,Colombia,Lentils,2015,1407,tonnes,Production,1.03,1449.21
