Area Code (FAO),Nation,Item,Year,yf_agrc_fibers_tonne_ha,Unit,Element
21,Brazil,"Tobacco, unmanufactured",1994,16226,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",1995,15540,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",1996,15023,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",1997,17658,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",1998,14288,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",1999,18429,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2000,18673,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2001,18790,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2002,19481,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2003,16713,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2004,19930,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2005,18013,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2006,18164,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2007,19776,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2008,19692,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2009,19509,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2010,17521,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2011,20945,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2012,19759,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2013,20991,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2014,20739,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2015,21370,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2016,17994,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2017,22128,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2018,21230,hg/ha,Yield
21,Brazil,"Tobacco, unmanufactured",2019,21275,hg/ha,Yield
40,Chile,Flax fibre and tow,1961,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1962,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1963,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1964,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1965,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1966,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1967,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1968,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1969,5000,hg/ha,Yield
40,Chile,Flax fibre and tow,1970,8824,hg/ha,Yield
40,Chile,Flax fibre and tow,1971,9333,hg/ha,Yield
40,Chile,Flax fibre and tow,1972,8000,hg/ha,Yield
40,Chile,Flax fibre and tow,1973,7857,hg/ha,Yield
40,Chile,Flax fibre and tow,1974,8667,hg/ha,Yield
40,Chile,Flax fibre and tow,1975,9444,hg/ha,Yield
40,Chile,Flax fibre and tow,1976,10526,hg/ha,Yield
40,Chile,Flax fibre and tow,1977,10526,hg/ha,Yield
40,Chile,Flax fibre and tow,1978,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1979,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1980,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1981,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1982,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1983,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1984,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1985,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1986,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1987,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1988,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1989,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,1990,9952,hg/ha,Yield
40,Chile,Flax fibre and tow,1991,9604,hg/ha,Yield
40,Chile,Flax fibre and tow,1992,9635,hg/ha,Yield
40,Chile,Flax fibre and tow,1993,9674,hg/ha,Yield
40,Chile,Flax fibre and tow,1994,9716,hg/ha,Yield
40,Chile,Flax fibre and tow,1995,9749,hg/ha,Yield
40,Chile,Flax fibre and tow,1996,9791,hg/ha,Yield
40,Chile,Flax fibre and tow,1997,9824,hg/ha,Yield
40,Chile,Flax fibre and tow,1998,9807,hg/ha,Yield
40,Chile,Flax fibre and tow,1999,9851,hg/ha,Yield
40,Chile,Flax fibre and tow,2000,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2001,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2002,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2003,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2004,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2005,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2006,10000,hg/ha,Yield
40,Chile,Flax fibre and tow,2007,10231,hg/ha,Yield
40,Chile,Flax fibre and tow,2008,10293,hg/ha,Yield
40,Chile,Flax fibre and tow,2009,10400,hg/ha,Yield
40,Chile,Flax fibre and tow,2010,10502,hg/ha,Yield
40,Chile,Flax fibre and tow,2011,10623,hg/ha,Yield
40,Chile,Flax fibre and tow,2012,10728,hg/ha,Yield
40,Chile,Flax fibre and tow,2013,11538,hg/ha,Yield
40,Chile,Flax fibre and tow,2014,11254,hg/ha,Yield
40,Chile,Flax fibre and tow,2015,10960,hg/ha,Yield
40,Chile,Flax fibre and tow,2016,11064,hg/ha,Yield
40,Chile,Flax fibre and tow,2017,11138,hg/ha,Yield
40,Chile,Flax fibre and tow,2018,11209,hg/ha,Yield
40,Chile,Flax fibre and tow,2019,11283,hg/ha,Yield
40,Chile,Hemp tow waste,1961,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1962,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1963,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1964,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1965,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1966,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1967,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1968,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1969,10556,hg/ha,Yield
40,Chile,Hemp tow waste,1970,9730,hg/ha,Yield
40,Chile,Hemp tow waste,1971,10286,hg/ha,Yield
40,Chile,Hemp tow waste,1972,10000,hg/ha,Yield
40,Chile,Hemp tow waste,1973,9375,hg/ha,Yield
40,Chile,Hemp tow waste,1974,9143,hg/ha,Yield
40,Chile,Hemp tow waste,1975,9474,hg/ha,Yield
40,Chile,Hemp tow waste,1976,9500,hg/ha,Yield
40,Chile,Hemp tow waste,1977,10000,hg/ha,Yield
40,Chile,Hemp tow waste,1978,9459,hg/ha,Yield
40,Chile,Hemp tow waste,1979,9459,hg/ha,Yield
40,Chile,Hemp tow waste,1980,9474,hg/ha,Yield
40,Chile,Hemp tow waste,1981,9474,hg/ha,Yield
40,Chile,Hemp tow waste,1982,9474,hg/ha,Yield
40,Chile,Hemp tow waste,1983,9487,hg/ha,Yield
40,Chile,Hemp tow waste,1984,9500,hg/ha,Yield
40,Chile,Hemp tow waste,1985,9500,hg/ha,Yield
40,Chile,Hemp tow waste,1986,9500,hg/ha,Yield
40,Chile,Hemp tow waste,1987,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1988,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1989,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1990,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1991,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1992,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1993,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1994,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1995,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1996,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1997,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1998,9524,hg/ha,Yield
40,Chile,Hemp tow waste,1999,9524,hg/ha,Yield
40,Chile,Hemp tow waste,2000,9525,hg/ha,Yield
40,Chile,Hemp tow waste,2001,9523,hg/ha,Yield
40,Chile,Hemp tow waste,2002,9500,hg/ha,Yield
40,Chile,Hemp tow waste,2003,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2004,9560,hg/ha,Yield
40,Chile,Hemp tow waste,2005,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2006,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2007,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2008,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2009,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2010,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2011,9533,hg/ha,Yield
40,Chile,Hemp tow waste,2012,9494,hg/ha,Yield
40,Chile,Hemp tow waste,2013,9444,hg/ha,Yield
40,Chile,Hemp tow waste,2014,9454,hg/ha,Yield
40,Chile,Hemp tow waste,2015,9515,hg/ha,Yield
40,Chile,Hemp tow waste,2016,9510,hg/ha,Yield
40,Chile,Hemp tow waste,2017,9510,hg/ha,Yield
40,Chile,Hemp tow waste,2018,9508,hg/ha,Yield
40,Chile,Hemp tow waste,2019,9507,hg/ha,Yield
40,Chile,Hempseed,1961,8333,hg/ha,Yield
40,Chile,Hempseed,1962,8333,hg/ha,Yield
40,Chile,Hempseed,1963,8333,hg/ha,Yield
40,Chile,Hempseed,1964,8333,hg/ha,Yield
40,Chile,Hempseed,1965,8333,hg/ha,Yield
40,Chile,Hempseed,1966,8333,hg/ha,Yield
40,Chile,Hempseed,1967,8333,hg/ha,Yield
40,Chile,Hempseed,1968,8333,hg/ha,Yield
40,Chile,Hempseed,1969,8889,hg/ha,Yield
40,Chile,Hempseed,1970,8929,hg/ha,Yield
40,Chile,Hempseed,1971,8929,hg/ha,Yield
40,Chile,Hempseed,1972,10000,hg/ha,Yield
40,Chile,Hempseed,1973,10667,hg/ha,Yield
40,Chile,Hempseed,1974,10667,hg/ha,Yield
40,Chile,Hempseed,1975,10625,hg/ha,Yield
40,Chile,Hempseed,1976,10667,hg/ha,Yield
40,Chile,Hempseed,1977,11000,hg/ha,Yield
40,Chile,Hempseed,1978,11000,hg/ha,Yield
40,Chile,Hempseed,1979,11000,hg/ha,Yield
40,Chile,Hempseed,1980,11000,hg/ha,Yield
40,Chile,Hempseed,1981,11000,hg/ha,Yield
40,Chile,Hempseed,1982,11000,hg/ha,Yield
40,Chile,Hempseed,1983,11000,hg/ha,Yield
40,Chile,Hempseed,1984,11000,hg/ha,Yield
40,Chile,Hempseed,1985,11000,hg/ha,Yield
40,Chile,Hempseed,1986,11000,hg/ha,Yield
40,Chile,Hempseed,1987,11000,hg/ha,Yield
40,Chile,Hempseed,1988,11000,hg/ha,Yield
40,Chile,Hempseed,1989,11000,hg/ha,Yield
40,Chile,Hempseed,1990,11046,hg/ha,Yield
40,Chile,Hempseed,1991,8904,hg/ha,Yield
40,Chile,Hempseed,1992,8995,hg/ha,Yield
40,Chile,Hempseed,1993,9093,hg/ha,Yield
40,Chile,Hempseed,1994,9176,hg/ha,Yield
40,Chile,Hempseed,1995,9279,hg/ha,Yield
40,Chile,Hempseed,1996,9372,hg/ha,Yield
40,Chile,Hempseed,1997,9466,hg/ha,Yield
40,Chile,Hempseed,1998,9934,hg/ha,Yield
40,Chile,Hempseed,1999,9963,hg/ha,Yield
40,Chile,Hempseed,2000,10000,hg/ha,Yield
40,Chile,Hempseed,2001,10000,hg/ha,Yield
40,Chile,Hempseed,2002,10000,hg/ha,Yield
40,Chile,Hempseed,2003,10000,hg/ha,Yield
40,Chile,Hempseed,2004,10000,hg/ha,Yield
40,Chile,Hempseed,2005,10000,hg/ha,Yield
40,Chile,Hempseed,2006,9543,hg/ha,Yield
40,Chile,Hempseed,2007,9216,hg/ha,Yield
40,Chile,Hempseed,2008,8647,hg/ha,Yield
40,Chile,Hempseed,2009,8227,hg/ha,Yield
40,Chile,Hempseed,2010,7808,hg/ha,Yield
40,Chile,Hempseed,2011,7407,hg/ha,Yield
40,Chile,Hempseed,2012,6591,hg/ha,Yield
40,Chile,Hempseed,2013,6591,hg/ha,Yield
40,Chile,Hempseed,2014,6509,hg/ha,Yield
40,Chile,Hempseed,2015,6082,hg/ha,Yield
40,Chile,Hempseed,2016,5679,hg/ha,Yield
40,Chile,Hempseed,2017,5331,hg/ha,Yield
40,Chile,Hempseed,2018,4980,hg/ha,Yield
40,Chile,Hempseed,2019,4631,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1961,22898,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1962,24567,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1963,19767,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1964,33762,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1965,36263,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1966,20542,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1967,36710,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1968,33035,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1969,31328,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1970,28289,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1971,26384,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1972,18218,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1973,16132,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1974,21388,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1975,18883,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1976,20615,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1977,22102,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1978,22014,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1979,25186,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1980,66476,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1981,26238,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1982,28941,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1983,30964,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1984,32501,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1985,27950,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1986,29844,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1987,29859,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1988,32783,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1989,30477,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1990,32170,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1991,32715,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1992,31485,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1993,31448,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1994,30842,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1995,31549,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1996,34116,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1997,31763,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1998,27774,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",1999,29778,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2000,29991,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2001,29422,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2002,30731,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2003,28567,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2004,31384,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2005,31877,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2006,30141,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2007,30475,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2008,30915,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2009,34056,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2010,31686,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2011,32504,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2012,32504,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2013,34213,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2014,30809,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2015,32502,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2016,31478,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2017,29882,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2018,31199,hg/ha,Yield
40,Chile,"Tobacco, unmanufactured",2019,30726,hg/ha,Yield
44,Colombia,Seed cotton,1961,14533,hg/ha,Yield
44,Colombia,Seed cotton,1962,13550,hg/ha,Yield
44,Colombia,Seed cotton,1963,14316,hg/ha,Yield
44,Colombia,Seed cotton,1964,12880,hg/ha,Yield
44,Colombia,Seed cotton,1965,12250,hg/ha,Yield
44,Colombia,Seed cotton,1966,12683,hg/ha,Yield
44,Colombia,Seed cotton,1967,15203,hg/ha,Yield
44,Colombia,Seed cotton,1968,16784,hg/ha,Yield
44,Colombia,Seed cotton,1969,15123,hg/ha,Yield
44,Colombia,Seed cotton,1970,14097,hg/ha,Yield
44,Colombia,Seed cotton,1971,14721,hg/ha,Yield
44,Colombia,Seed cotton,1972,16945,hg/ha,Yield
44,Colombia,Seed cotton,1973,13349,hg/ha,Yield
44,Colombia,Seed cotton,1974,16265,hg/ha,Yield
44,Colombia,Seed cotton,1975,14282,hg/ha,Yield
44,Colombia,Seed cotton,1976,14307,hg/ha,Yield
44,Colombia,Seed cotton,1977,12739,hg/ha,Yield
44,Colombia,Seed cotton,1978,10073,hg/ha,Yield
44,Colombia,Seed cotton,1979,15099,hg/ha,Yield
44,Colombia,Seed cotton,1980,16284,hg/ha,Yield
44,Colombia,Seed cotton,1981,16594,hg/ha,Yield
44,Colombia,Seed cotton,1982,15484,hg/ha,Yield
44,Colombia,Seed cotton,1983,17001,hg/ha,Yield
44,Colombia,Seed cotton,1984,17276,hg/ha,Yield
44,Colombia,Seed cotton,1985,17321,hg/ha,Yield
44,Colombia,Seed cotton,1986,17811,hg/ha,Yield
44,Colombia,Seed cotton,1987,18396,hg/ha,Yield
44,Colombia,Seed cotton,1988,16408,hg/ha,Yield
44,Colombia,Seed cotton,1989,15757,hg/ha,Yield
44,Colombia,Seed cotton,1990,15666,hg/ha,Yield
44,Colombia,Seed cotton,1991,16489,hg/ha,Yield
44,Colombia,Seed cotton,1992,15365,hg/ha,Yield
44,Colombia,Seed cotton,1993,15687,hg/ha,Yield
44,Colombia,Seed cotton,1994,20084,hg/ha,Yield
44,Colombia,Seed cotton,1995,17776,hg/ha,Yield
44,Colombia,Seed cotton,1996,17643,hg/ha,Yield
44,Colombia,Seed cotton,1997,17787,hg/ha,Yield
44,Colombia,Seed cotton,1998,20367,hg/ha,Yield
44,Colombia,Seed cotton,1999,21323,hg/ha,Yield
44,Colombia,Seed cotton,2000,23039,hg/ha,Yield
44,Colombia,Seed cotton,2001,21366,hg/ha,Yield
44,Colombia,Seed cotton,2002,21021,hg/ha,Yield
44,Colombia,Seed cotton,2003,20809,hg/ha,Yield
44,Colombia,Seed cotton,2004,23353,hg/ha,Yield
44,Colombia,Seed cotton,2005,19662,hg/ha,Yield
44,Colombia,Seed cotton,2006,19336,hg/ha,Yield
44,Colombia,Seed cotton,2007,23041,hg/ha,Yield
44,Colombia,Seed cotton,2008,17418,hg/ha,Yield
44,Colombia,Seed cotton,2009,17716,hg/ha,Yield
44,Colombia,Seed cotton,2010,20109,hg/ha,Yield
44,Colombia,Seed cotton,2011,21762,hg/ha,Yield
44,Colombia,Seed cotton,2012,21134,hg/ha,Yield
44,Colombia,Seed cotton,2013,20922,hg/ha,Yield
44,Colombia,Seed cotton,2014,24913,hg/ha,Yield
44,Colombia,Seed cotton,2015,33474,hg/ha,Yield
44,Colombia,Seed cotton,2016,38504,hg/ha,Yield
44,Colombia,Seed cotton,2017,21320,hg/ha,Yield
44,Colombia,Seed cotton,2018,25412,hg/ha,Yield
44,Colombia,Seed cotton,2019,32820,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1961,20603,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1962,20147,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1963,19034,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1964,19037,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1965,15792,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1966,16389,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1967,18478,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1968,18455,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1969,18542,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1970,18502,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1971,17087,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1972,13726,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1973,15153,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1974,16118,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1975,16891,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1976,17927,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1977,17364,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1978,15666,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1979,19226,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1980,15930,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1981,16744,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1982,15761,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1983,16597,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1984,16375,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1985,15476,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1986,15447,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1987,16495,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1988,16682,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1989,16420,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1990,16569,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1991,15172,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1992,18010,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1993,17933,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1994,18475,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1995,19147,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1996,18361,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1997,17120,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1998,17497,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",1999,18951,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2000,18899,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2001,19553,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2002,19595,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2003,21361,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2004,20150,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2005,19874,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2006,19248,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2007,16741,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2008,14787,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2009,11502,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2010,10540,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2011,17459,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2012,17719,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2013,18706,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2014,18498,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2015,17294,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2016,17294,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2017,19570,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2018,18347,hg/ha,Yield
44,Colombia,"Tobacco, unmanufactured",2019,19154,hg/ha,Yield
48,Costa Rica,Seed cotton,1961,15905,hg/ha,Yield
48,Costa Rica,Seed cotton,1962,16235,hg/ha,Yield
48,Costa Rica,Seed cotton,1963,16102,hg/ha,Yield
48,Costa Rica,Seed cotton,1964,16216,hg/ha,Yield
48,Costa Rica,Seed cotton,1965,16259,hg/ha,Yield
48,Costa Rica,Seed cotton,1966,16250,hg/ha,Yield
48,Costa Rica,Seed cotton,1967,16218,hg/ha,Yield
48,Costa Rica,Seed cotton,1968,16207,hg/ha,Yield
48,Costa Rica,Seed cotton,1969,16327,hg/ha,Yield
48,Costa Rica,Seed cotton,1970,16667,hg/ha,Yield
48,Costa Rica,Seed cotton,1971,16346,hg/ha,Yield
48,Costa Rica,Seed cotton,1972,17619,hg/ha,Yield
48,Costa Rica,Seed cotton,1973,16575,hg/ha,Yield
48,Costa Rica,Seed cotton,1974,16667,hg/ha,Yield
48,Costa Rica,Seed cotton,1975,15345,hg/ha,Yield
48,Costa Rica,Seed cotton,1976,17704,hg/ha,Yield
48,Costa Rica,Seed cotton,1977,15604,hg/ha,Yield
48,Costa Rica,Seed cotton,1978,7725,hg/ha,Yield
48,Costa Rica,Seed cotton,1979,9345,hg/ha,Yield
48,Costa Rica,Seed cotton,1980,15792,hg/ha,Yield
48,Costa Rica,Seed cotton,1981,18420,hg/ha,Yield
48,Costa Rica,Seed cotton,1982,12450,hg/ha,Yield
48,Costa Rica,Seed cotton,1983,14998,hg/ha,Yield
48,Costa Rica,Seed cotton,1984,16805,hg/ha,Yield
48,Costa Rica,Seed cotton,1985,22597,hg/ha,Yield
48,Costa Rica,Seed cotton,1986,16195,hg/ha,Yield
48,Costa Rica,Seed cotton,1987,12274,hg/ha,Yield
48,Costa Rica,Seed cotton,1988,29776,hg/ha,Yield
48,Costa Rica,Seed cotton,1989,8762,hg/ha,Yield
48,Costa Rica,Seed cotton,1990,10837,hg/ha,Yield
48,Costa Rica,Seed cotton,1991,14360,hg/ha,Yield
48,Costa Rica,Seed cotton,1992,11756,hg/ha,Yield
48,Costa Rica,Seed cotton,1993,9603,hg/ha,Yield
48,Costa Rica,Seed cotton,1994,10000,hg/ha,Yield
48,Costa Rica,Seed cotton,1995,10063,hg/ha,Yield
48,Costa Rica,Seed cotton,1996,9813,hg/ha,Yield
48,Costa Rica,Seed cotton,1997,9000,hg/ha,Yield
48,Costa Rica,Seed cotton,1998,9000,hg/ha,Yield
48,Costa Rica,Seed cotton,1999,8710,hg/ha,Yield
48,Costa Rica,Seed cotton,2000,8833,hg/ha,Yield
48,Costa Rica,Seed cotton,2001,8667,hg/ha,Yield
48,Costa Rica,Seed cotton,2002,8500,hg/ha,Yield
48,Costa Rica,Seed cotton,2003,8367,hg/ha,Yield
48,Costa Rica,Seed cotton,2004,8233,hg/ha,Yield
48,Costa Rica,Seed cotton,2005,7663,hg/ha,Yield
48,Costa Rica,Seed cotton,2006,7663,hg/ha,Yield
48,Costa Rica,Seed cotton,2007,7670,hg/ha,Yield
48,Costa Rica,Seed cotton,2008,7671,hg/ha,Yield
