Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_tubers_gg_ch4_ha
44,Colombia,Potatoes,2017,3706563,tonnes,Production,0.2,741312.6
44,Colombia,Potatoes,2018,3018999,tonnes,Production,0.2,603799.8
44,Colombia,Potatoes,2019,3123804,tonnes,Production,0.2,624760.8
48,Costa Rica,Potatoes,1961,15803,tonnes,Production,0.2,3160.6
48,Costa Rica,Potatoes,1962,16680,tonnes,Production,0.2,3336
48,Costa Rica,Potatoes,1963,16979,tonnes,Production,0.2,3395.8
48,Costa Rica,Potatoes,1964,17629,tonnes,Production,0.2,3525.8
48,Costa Rica,Potatoes,1965,18599,tonnes,Production,0.2,3719.8
48,Costa Rica,Potatoes,1966,19453,tonnes,Production,0.2,3890.6
48,Costa Rica,Potatoes,1967,19782,tonnes,Production,0.2,3956.4
48,Costa Rica,Potatoes,1968,20700,tonnes,Production,0.2,4140
48,Costa Rica,Potatoes,1969,19269,tonnes,Production,0.2,3853.8
48,Costa Rica,Potatoes,1970,16052,tonnes,Production,0.2,3210.4
48,Costa Rica,Potatoes,1971,17357,tonnes,Production,0.2,3471.4
48,Costa Rica,Potatoes,1972,22022,tonnes,Production,0.2,4404.4
48,Costa Rica,Potatoes,1973,23240,tonnes,Production,0.2,4648
48,Costa Rica,Potatoes,1974,23556,tonnes,Production,0.2,4711.2
48,Costa Rica,Potatoes,1975,24094,tonnes,Production,0.2,4818.8
48,Costa Rica,Potatoes,1976,24721,tonnes,Production,0.2,4944.2
48,Costa Rica,Potatoes,1977,25363,tonnes,Production,0.2,5072.6
48,Costa Rica,Potatoes,1978,25973,tonnes,Production,0.2,5194.6
48,Costa Rica,Potatoes,1979,26777,tonnes,Production,0.2,5355.4
48,Costa Rica,Potatoes,1980,27419,tonnes,Production,0.2,5483.8
48,Costa Rica,Potatoes,1981,28000,tonnes,Production,0.2,5600
48,Costa Rica,Potatoes,1982,28800,tonnes,Production,0.2,5760
48,Costa Rica,Potatoes,1983,42000,tonnes,Production,0.2,8400
48,Costa Rica,Potatoes,1984,29682,tonnes,Production,0.2,5936.4
48,Costa Rica,Potatoes,1985,38720,tonnes,Production,0.2,7744
48,Costa Rica,Potatoes,1986,43150,tonnes,Production,0.2,8630
48,Costa Rica,Potatoes,1987,40000,tonnes,Production,0.2,8000
48,Costa Rica,Potatoes,1988,50000,tonnes,Production,0.2,10000
48,Costa Rica,Potatoes,1989,66737,tonnes,Production,0.2,13347.4
48,Costa Rica,Potatoes,1990,49500,tonnes,Production,0.2,9900
48,Costa Rica,Potatoes,1991,54487,tonnes,Production,0.2,10897.4
48,Costa Rica,Potatoes,1992,64678,tonnes,Production,0.2,12935.6
48,Costa Rica,Potatoes,1993,52661,tonnes,Production,0.2,10532.2
48,Costa Rica,Potatoes,1994,43235,tonnes,Production,0.2,8647
48,Costa Rica,Potatoes,1995,43606,tonnes,Production,0.2,8721.2
48,Costa Rica,Potatoes,1996,55124,tonnes,Production,0.2,11024.8
48,Costa Rica,Potatoes,1997,53814,tonnes,Production,0.2,10762.8
48,Costa Rica,Potatoes,1998,79495,tonnes,Production,0.2,15899
48,Costa Rica,Potatoes,1999,68854,tonnes,Production,0.2,13770.8
48,Costa Rica,Potatoes,2000,77959,tonnes,Production,0.2,15591.8
48,Costa Rica,Potatoes,2001,89198,tonnes,Production,0.2,17839.6
48,Costa Rica,Potatoes,2002,86785,tonnes,Production,0.2,17357
48,Costa Rica,Potatoes,2003,80806,tonnes,Production,0.2,16161.2
48,Costa Rica,Potatoes,2004,76435,tonnes,Production,0.2,15287
48,Costa Rica,Potatoes,2005,74881,tonnes,Production,0.2,14976.2
48,Costa Rica,Potatoes,2006,55781,tonnes,Production,0.2,11156.2
48,Costa Rica,Potatoes,2007,66050,tonnes,Production,0.2,13210
48,Costa Rica,Potatoes,2008,66126,tonnes,Production,0.2,13225.2
48,Costa Rica,Potatoes,2009,74608,tonnes,Production,0.2,14921.6
48,Costa Rica,Potatoes,2010,55711,tonnes,Production,0.2,11142.2
48,Costa Rica,Potatoes,2011,59958,tonnes,Production,0.2,11991.6
48,Costa Rica,Potatoes,2012,69316,tonnes,Production,0.2,13863.2
48,Costa Rica,Potatoes,2013,52923,tonnes,Production,0.2,10584.6
48,Costa Rica,Potatoes,2014,76749,tonnes,Production,0.2,15349.8
48,Costa Rica,Potatoes,2015,90576,tonnes,Production,0.2,18115.2
48,Costa Rica,Potatoes,2016,97979,tonnes,Production,0.2,19595.8
48,Costa Rica,Potatoes,2017,89620,tonnes,Production,0.2,17924
48,Costa Rica,Potatoes,2018,93567,tonnes,Production,0.2,18713.4
48,Costa Rica,Potatoes,2019,83811,tonnes,Production,0.2,16762.2
56,Dominican Republic,Potatoes,1961,6391,tonnes,Production,0.2,1278.2
56,Dominican Republic,Potatoes,1962,8061,tonnes,Production,0.2,1612.2
56,Dominican Republic,Potatoes,1963,7581,tonnes,Production,0.2,1516.2
56,Dominican Republic,Potatoes,1964,15436,tonnes,Production,0.2,3087.2
56,Dominican Republic,Potatoes,1965,15873,tonnes,Production,0.2,3174.6
56,Dominican Republic,Potatoes,1966,18141,tonnes,Production,0.2,3628.2
56,Dominican Republic,Potatoes,1967,20408,tonnes,Production,0.2,4081.6
56,Dominican Republic,Potatoes,1968,19600,tonnes,Production,0.2,3920
56,Dominican Republic,Potatoes,1969,22700,tonnes,Production,0.2,4540
56,Dominican Republic,Potatoes,1970,23000,tonnes,Production,0.2,4600
56,Dominican Republic,Potatoes,1971,24000,tonnes,Production,0.2,4800
56,Dominican Republic,Potatoes,1972,25000,tonnes,Production,0.2,5000
56,Dominican Republic,Potatoes,1973,29100,tonnes,Production,0.2,5820
56,Dominican Republic,Potatoes,1974,29600,tonnes,Production,0.2,5920
56,Dominican Republic,Potatoes,1975,27362,tonnes,Production,0.2,5472.4
56,Dominican Republic,Potatoes,1976,22086,tonnes,Production,0.2,4417.2
56,Dominican Republic,Potatoes,1977,12245,tonnes,Production,0.2,2449
56,Dominican Republic,Potatoes,1978,11655,tonnes,Production,0.2,2331
56,Dominican Republic,Potatoes,1979,10886,tonnes,Production,0.2,2177.2
56,Dominican Republic,Potatoes,1980,14058,tonnes,Production,0.2,2811.6
56,Dominican Republic,Potatoes,1981,11101,tonnes,Production,0.2,2220.2
56,Dominican Republic,Potatoes,1982,12426,tonnes,Production,0.2,2485.2
56,Dominican Republic,Potatoes,1983,17641,tonnes,Production,0.2,3528.2
56,Dominican Republic,Potatoes,1984,12789,tonnes,Production,0.2,2557.8
56,Dominican Republic,Potatoes,1985,10992,tonnes,Production,0.2,2198.4
56,Dominican Republic,Potatoes,1986,13334,tonnes,Production,0.2,2666.8
56,Dominican Republic,Potatoes,1987,27415,tonnes,Production,0.2,5483
56,Dominican Republic,Potatoes,1988,27643,tonnes,Production,0.2,5528.6
56,Dominican Republic,Potatoes,1989,35537,tonnes,Production,0.2,7107.4
56,Dominican Republic,Potatoes,1990,30426,tonnes,Production,0.2,6085.2
56,Dominican Republic,Potatoes,1991,29630,tonnes,Production,0.2,5926
56,Dominican Republic,Potatoes,1992,34633,tonnes,Production,0.2,6926.6
56,Dominican Republic,Potatoes,1993,20792,tonnes,Production,0.2,4158.4
56,Dominican Republic,Potatoes,1994,23316,tonnes,Production,0.2,4663.2
56,Dominican Republic,Potatoes,1995,36474,tonnes,Production,0.2,7294.8
56,Dominican Republic,Potatoes,1996,23368,tonnes,Production,0.2,4673.6
56,Dominican Republic,Potatoes,1997,22248,tonnes,Production,0.2,4449.6
56,Dominican Republic,Potatoes,1998,17026,tonnes,Production,0.2,3405.2
56,Dominican Republic,Potatoes,1999,29322,tonnes,Production,0.2,5864.4
56,Dominican Republic,Potatoes,2000,24893,tonnes,Production,0.2,4978.6
56,Dominican Republic,Potatoes,2001,64705,tonnes,Production,0.2,12941
56,Dominican Republic,Potatoes,2002,48580,tonnes,Production,0.2,9716
56,Dominican Republic,Potatoes,2003,49285,tonnes,Production,0.2,9857
56,Dominican Republic,Potatoes,2004,36800,tonnes,Production,0.2,7360
56,Dominican Republic,Potatoes,2005,47575,tonnes,Production,0.2,9515
56,Dominican Republic,Potatoes,2006,42337,tonnes,Production,0.2,8467.4
56,Dominican Republic,Potatoes,2007,41794,tonnes,Production,0.2,8358.8
56,Dominican Republic,Potatoes,2008,34126,tonnes,Production,0.2,6825.2
56,Dominican Republic,Potatoes,2009,43480,tonnes,Production,0.2,8696
56,Dominican Republic,Potatoes,2010,52381,tonnes,Production,0.2,10476.2
56,Dominican Republic,Potatoes,2011,53567,tonnes,Production,0.2,10713.4
56,Dominican Republic,Potatoes,2012,60610,tonnes,Production,0.2,12122
56,Dominican Republic,Potatoes,2013,64716,tonnes,Production,0.2,12943.2
56,Dominican Republic,Potatoes,2014,67195,tonnes,Production,0.2,13439
56,Dominican Republic,Potatoes,2015,72861,tonnes,Production,0.2,14572.2
56,Dominican Republic,Potatoes,2016,84127,tonnes,Production,0.2,16825.4
56,Dominican Republic,Potatoes,2017,84162,tonnes,Production,0.2,16832.4
56,Dominican Republic,Potatoes,2018,88557,tonnes,Production,0.2,17711.4
56,Dominican Republic,Potatoes,2019,93654,tonnes,Production,0.2,18730.8
58,Ecuador,Potatoes,1961,270847,tonnes,Production,0.2,54169.4
58,Ecuador,Potatoes,1962,305330,tonnes,Production,0.2,61066
58,Ecuador,Potatoes,1963,274957,tonnes,Production,0.2,54991.4
58,Ecuador,Potatoes,1964,323903,tonnes,Production,0.2,64780.6
58,Ecuador,Potatoes,1965,395608,tonnes,Production,0.2,79121.6
58,Ecuador,Potatoes,1966,347040,tonnes,Production,0.2,69408
58,Ecuador,Potatoes,1967,398586,tonnes,Production,0.2,79717.2
58,Ecuador,Potatoes,1968,510873,tonnes,Production,0.2,102174.6
58,Ecuador,Potatoes,1969,456686,tonnes,Production,0.2,91337.2
58,Ecuador,Potatoes,1970,541794,tonnes,Production,0.2,108358.8
58,Ecuador,Potatoes,1971,680740,tonnes,Production,0.2,136148
58,Ecuador,Potatoes,1972,473348,tonnes,Production,0.2,94669.6
58,Ecuador,Potatoes,1973,539198,tonnes,Production,0.2,107839.6
58,Ecuador,Potatoes,1974,503340,tonnes,Production,0.2,100668
58,Ecuador,Potatoes,1975,499371,tonnes,Production,0.2,99874.2
58,Ecuador,Potatoes,1976,499000,tonnes,Production,0.2,99800
58,Ecuador,Potatoes,1977,417000,tonnes,Production,0.2,83400
58,Ecuador,Potatoes,1978,343195,tonnes,Production,0.2,68639
58,Ecuador,Potatoes,1979,254507,tonnes,Production,0.2,50901.4
58,Ecuador,Potatoes,1980,323222,tonnes,Production,0.2,64644.4
58,Ecuador,Potatoes,1981,391589,tonnes,Production,0.2,78317.8
58,Ecuador,Potatoes,1982,416417,tonnes,Production,0.2,83283.4
58,Ecuador,Potatoes,1983,314011,tonnes,Production,0.2,62802.2
58,Ecuador,Potatoes,1984,389565,tonnes,Production,0.2,77913
58,Ecuador,Potatoes,1985,423186,tonnes,Production,0.2,84637.2
58,Ecuador,Potatoes,1986,388660,tonnes,Production,0.2,77732
58,Ecuador,Potatoes,1987,353920,tonnes,Production,0.2,70784
58,Ecuador,Potatoes,1988,338206,tonnes,Production,0.2,67641.2
58,Ecuador,Potatoes,1989,362228,tonnes,Production,0.2,72445.6
58,Ecuador,Potatoes,1990,368605,tonnes,Production,0.2,73721
58,Ecuador,Potatoes,1991,214519,tonnes,Production,0.2,42903.8
58,Ecuador,Potatoes,1992,497034,tonnes,Production,0.2,99406.8
58,Ecuador,Potatoes,1993,428442,tonnes,Production,0.2,85688.4
58,Ecuador,Potatoes,1994,531496,tonnes,Production,0.2,106299.2
58,Ecuador,Potatoes,1995,473204,tonnes,Production,0.2,94640.8
58,Ecuador,Potatoes,1996,547857,tonnes,Production,0.2,109571.4
58,Ecuador,Potatoes,1997,590726,tonnes,Production,0.2,118145.2
58,Ecuador,Potatoes,1998,534105,tonnes,Production,0.2,106821
58,Ecuador,Potatoes,1999,562657,tonnes,Production,0.2,112531.4
58,Ecuador,Potatoes,2000,239715,tonnes,Production,0.2,47943
58,Ecuador,Potatoes,2001,441413,tonnes,Production,0.2,88282.6
58,Ecuador,Potatoes,2002,257433,tonnes,Production,0.2,51486.6
58,Ecuador,Potatoes,2003,381748,tonnes,Production,0.2,76349.6
58,Ecuador,Potatoes,2004,413367,tonnes,Production,0.2,82673.4
58,Ecuador,Potatoes,2005,338965,tonnes,Production,0.2,67793
58,Ecuador,Potatoes,2006,360793,tonnes,Production,0.2,72158.6
58,Ecuador,Potatoes,2007,317221,tonnes,Production,0.2,63444.2
58,Ecuador,Potatoes,2008,266722,tonnes,Production,0.2,53344.4
58,Ecuador,Potatoes,2009,286790,tonnes,Production,0.2,57358
58,Ecuador,Potatoes,2010,386799,tonnes,Production,0.2,77359.8
58,Ecuador,Potatoes,2011,339038,tonnes,Production,0.2,67807.6
58,Ecuador,Potatoes,2012,285101,tonnes,Production,0.2,57020.2
58,Ecuador,Potatoes,2013,345922,tonnes,Production,0.2,69184.4
58,Ecuador,Potatoes,2014,421061,tonnes,Production,0.2,84212.2
58,Ecuador,Potatoes,2015,397521,tonnes,Production,0.2,79504.2
58,Ecuador,Potatoes,2016,422589,tonnes,Production,0.2,84517.8
58,Ecuador,Potatoes,2017,377243,tonnes,Production,0.2,75448.6
58,Ecuador,Potatoes,2018,269201,tonnes,Production,0.2,53840.2
58,Ecuador,Potatoes,2019,275346,tonnes,Production,0.2,55069.2
60,El Salvador,Potatoes,1961,3600,tonnes,Production,0.2,720
60,El Salvador,Potatoes,1962,3800,tonnes,Production,0.2,760
60,El Salvador,Potatoes,1963,4000,tonnes,Production,0.2,800
60,El Salvador,Potatoes,1964,4200,tonnes,Production,0.2,840
60,El Salvador,Potatoes,1965,4600,tonnes,Production,0.2,920
60,El Salvador,Potatoes,1966,4900,tonnes,Production,0.2,980
60,El Salvador,Potatoes,1967,4100,tonnes,Production,0.2,820
60,El Salvador,Potatoes,1968,3600,tonnes,Production,0.2,720
60,El Salvador,Potatoes,1969,3500,tonnes,Production,0.2,700
60,El Salvador,Potatoes,1970,2800,tonnes,Production,0.2,560
60,El Salvador,Potatoes,1971,3269,tonnes,Production,0.2,653.8
60,El Salvador,Potatoes,1972,5490,tonnes,Production,0.2,1098
60,El Salvador,Potatoes,1973,10400,tonnes,Production,0.2,2080
60,El Salvador,Potatoes,1974,11267,tonnes,Production,0.2,2253.4
60,El Salvador,Potatoes,1975,6534,tonnes,Production,0.2,1306.8
60,El Salvador,Potatoes,1976,3843,tonnes,Production,0.2,768.6
60,El Salvador,Potatoes,1977,1654,tonnes,Production,0.2,330.8
60,El Salvador,Potatoes,1978,4090,tonnes,Production,0.2,818
60,El Salvador,Potatoes,1979,3832,tonnes,Production,0.2,766.4
60,El Salvador,Potatoes,1980,6086,tonnes,Production,0.2,1217.2
60,El Salvador,Potatoes,1981,5000,tonnes,Production,0.2,1000
60,El Salvador,Potatoes,1982,4000,tonnes,Production,0.2,800
60,El Salvador,Potatoes,1983,3000,tonnes,Production,0.2,600
60,El Salvador,Potatoes,1984,2717,tonnes,Production,0.2,543.4
60,El Salvador,Potatoes,1985,2523,tonnes,Production,0.2,504.6
60,El Salvador,Potatoes,1986,2426,tonnes,Production,0.2,485.2
60,El Salvador,Potatoes,1987,2375,tonnes,Production,0.2,475
60,El Salvador,Potatoes,1988,2375,tonnes,Production,0.2,475
60,El Salvador,Potatoes,1989,7850,tonnes,Production,0.2,1570
60,El Salvador,Potatoes,1990,7000,tonnes,Production,0.2,1400
60,El Salvador,Potatoes,1991,7500,tonnes,Production,0.2,1500
60,El Salvador,Potatoes,1992,7800,tonnes,Production,0.2,1560
60,El Salvador,Potatoes,1993,7500,tonnes,Production,0.2,1500
60,El Salvador,Potatoes,1994,7600,tonnes,Production,0.2,1520
60,El Salvador,Potatoes,1995,7700,tonnes,Production,0.2,1540
60,El Salvador,Potatoes,1996,7750,tonnes,Production,0.2,1550
60,El Salvador,Potatoes,1997,7800,tonnes,Production,0.2,1560
60,El Salvador,Potatoes,1998,12070,tonnes,Production,0.2,2414
60,El Salvador,Potatoes,1999,13984,tonnes,Production,0.2,2796.8
60,El Salvador,Potatoes,2000,16184,tonnes,Production,0.2,3236.8
60,El Salvador,Potatoes,2001,16896,tonnes,Production,0.2,3379.2
60,El Salvador,Potatoes,2002,17701,tonnes,Production,0.2,3540.2
60,El Salvador,Potatoes,2003,12727,tonnes,Production,0.2,2545.4
60,El Salvador,Potatoes,2004,4043,tonnes,Production,0.2,808.6
60,El Salvador,Potatoes,2005,3628,tonnes,Production,0.2,725.6
60,El Salvador,Potatoes,2006,5116,tonnes,Production,0.2,1023.2
60,El Salvador,Potatoes,2007,5178,tonnes,Production,0.2,1035.6
60,El Salvador,Potatoes,2008,5748,tonnes,Production,0.2,1149.6
60,El Salvador,Potatoes,2009,5326,tonnes,Production,0.2,1065.2
60,El Salvador,Potatoes,2010,5326,tonnes,Production,0.2,1065.2
60,El Salvador,Potatoes,2011,3730,tonnes,Production,0.2,746
60,El Salvador,Potatoes,2012,5234,tonnes,Production,0.2,1046.8
60,El Salvador,Potatoes,2013,12611,tonnes,Production,0.2,2522.2
60,El Salvador,Potatoes,2014,6642,tonnes,Production,0.2,1328.4
60,El Salvador,Potatoes,2015,7127,tonnes,Production,0.2,1425.4
60,El Salvador,Potatoes,2016,13304,tonnes,Production,0.2,2660.8
60,El Salvador,Potatoes,2017,10595,tonnes,Production,0.2,2119
60,El Salvador,Potatoes,2018,10597,tonnes,Production,0.2,2119.4
60,El Salvador,Potatoes,2019,9602,tonnes,Production,0.2,1920.4
89,Guatemala,Potatoes,1961,16493,tonnes,Production,0.2,3298.6
89,Guatemala,Potatoes,1962,14100,tonnes,Production,0.2,2820
89,Guatemala,Potatoes,1963,14400,tonnes,Production,0.2,2880
89,Guatemala,Potatoes,1964,20700,tonnes,Production,0.2,4140
89,Guatemala,Potatoes,1965,23175,tonnes,Production,0.2,4635
89,Guatemala,Potatoes,1966,20000,tonnes,Production,0.2,4000
89,Guatemala,Potatoes,1967,20000,tonnes,Production,0.2,4000
89,Guatemala,Potatoes,1968,24400,tonnes,Production,0.2,4880
89,Guatemala,Potatoes,1969,27000,tonnes,Production,0.2,5400
89,Guatemala,Potatoes,1970,30000,tonnes,Production,0.2,6000
89,Guatemala,Potatoes,1971,27600,tonnes,Production,0.2,5520
89,Guatemala,Potatoes,1972,21280,tonnes,Production,0.2,4256
89,Guatemala,Potatoes,1973,23966,tonnes,Production,0.2,4793.2
89,Guatemala,Potatoes,1974,39320,tonnes,Production,0.2,7864
89,Guatemala,Potatoes,1975,45600,tonnes,Production,0.2,9120
89,Guatemala,Potatoes,1976,53400,tonnes,Production,0.2,10680
89,Guatemala,Potatoes,1977,63185,tonnes,Production,0.2,12637
89,Guatemala,Potatoes,1978,61350,tonnes,Production,0.2,12270
89,Guatemala,Potatoes,1979,50600,tonnes,Production,0.2,10120
89,Guatemala,Potatoes,1980,32656,tonnes,Production,0.2,6531.2
89,Guatemala,Potatoes,1981,50000,tonnes,Production,0.2,10000
89,Guatemala,Potatoes,1982,50000,tonnes,Production,0.2,10000
89,Guatemala,Potatoes,1983,53300,tonnes,Production,0.2,10660
89,Guatemala,Potatoes,1984,55100,tonnes,Production,0.2,11020
89,Guatemala,Potatoes,1985,62400,tonnes,Production,0.2,12480
89,Guatemala,Potatoes,1986,64487,tonnes,Production,0.2,12897.4
89,Guatemala,Potatoes,1987,68477,tonnes,Production,0.2,13695.4
89,Guatemala,Potatoes,1988,43000,tonnes,Production,0.2,8600
89,Guatemala,Potatoes,1989,134090,tonnes,Production,0.2,26818
89,Guatemala,Potatoes,1990,172762,tonnes,Production,0.2,34552.4
89,Guatemala,Potatoes,1991,156492,tonnes,Production,0.2,31298.4
89,Guatemala,Potatoes,1992,184547,tonnes,Production,0.2,36909.4
89,Guatemala,Potatoes,1993,185472,tonnes,Production,0.2,37094.4
89,Guatemala,Potatoes,1994,188048,tonnes,Production,0.2,37609.6
89,Guatemala,Potatoes,1995,191268,tonnes,Production,0.2,38253.6
89,Guatemala,Potatoes,1996,193697,tonnes,Production,0.2,38739.4
89,Guatemala,Potatoes,1997,197570,tonnes,Production,0.2,39514
89,Guatemala,Potatoes,1998,201521,tonnes,Production,0.2,40304.2
89,Guatemala,Potatoes,1999,206661,tonnes,Production,0.2,41332.2
89,Guatemala,Potatoes,2000,216994,tonnes,Production,0.2,43398.8
89,Guatemala,Potatoes,2001,355458,tonnes,Production,0.2,71091.6
89,Guatemala,Potatoes,2002,352654,tonnes,Production,0.2,70530.8
89,Guatemala,Potatoes,2003,363137,tonnes,Production,0.2,72627.4
89,Guatemala,Potatoes,2004,411512,tonnes,Production,0.2,82302.4
89,Guatemala,Potatoes,2005,432128,tonnes,Production,0.2,86425.6
89,Guatemala,Potatoes,2006,439127,tonnes,Production,0.2,87825.4
89,Guatemala,Potatoes,2007,451669,tonnes,Production,0.2,90333.8
89,Guatemala,Potatoes,2008,449800,tonnes,Production,0.2,89960
89,Guatemala,Potatoes,2009,467713,tonnes,Production,0.2,93542.6
89,Guatemala,Potatoes,2010,481856,tonnes,Production,0.2,96371.2
89,Guatemala,Potatoes,2011,492007,tonnes,Production,0.2,98401.4
89,Guatemala,Potatoes,2012,507506,tonnes,Production,0.2,101501.2
89,Guatemala,Potatoes,2013,515580,tonnes,Production,0.2,103116
89,Guatemala,Potatoes,2014,523251,tonnes,Production,0.2,104650.2
89,Guatemala,Potatoes,2015,534785,tonnes,Production,0.2,106957
89,Guatemala,Potatoes,2016,538532,tonnes,Production,0.2,107706.4
89,Guatemala,Potatoes,2017,551122,tonnes,Production,0.2,110224.4
89,Guatemala,Potatoes,2018,560655,tonnes,Production,0.2,112131
89,Guatemala,Potatoes,2019,570895,tonnes,Production,0.2,114179
93,Haiti,Potatoes,1961,2000,tonnes,Production,0.2,400
93,Haiti,Potatoes,1962,3000,tonnes,Production,0.2,600
93,Haiti,Potatoes,1963,4000,tonnes,Production,0.2,800
93,Haiti,Potatoes,1964,5000,tonnes,Production,0.2,1000
93,Haiti,Potatoes,1965,6000,tonnes,Production,0.2,1200
93,Haiti,Potatoes,1966,6400,tonnes,Production,0.2,1280
93,Haiti,Potatoes,1967,6500,tonnes,Production,0.2,1300
93,Haiti,Potatoes,1968,6600,tonnes,Production,0.2,1320
93,Haiti,Potatoes,1969,7400,tonnes,Production,0.2,1480
93,Haiti,Potatoes,1970,6600,tonnes,Production,0.2,1320
93,Haiti,Potatoes,1971,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1972,7200,tonnes,Production,0.2,1440
93,Haiti,Potatoes,1973,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1974,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1975,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1976,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1977,8000,tonnes,Production,0.2,1600
93,Haiti,Potatoes,1978,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1979,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,1980,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1981,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1982,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1983,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1984,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1985,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,1986,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,1987,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,1988,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,1989,9000,tonnes,Production,0.2,1800
93,Haiti,Potatoes,1990,6788,tonnes,Production,0.2,1357.6
93,Haiti,Potatoes,1991,8500,tonnes,Production,0.2,1700
93,Haiti,Potatoes,1992,8000,tonnes,Production,0.2,1600
93,Haiti,Potatoes,1993,7500,tonnes,Production,0.2,1500
93,Haiti,Potatoes,1994,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1995,7602,tonnes,Production,0.2,1520.4
93,Haiti,Potatoes,1996,7000,tonnes,Production,0.2,1400
93,Haiti,Potatoes,1997,8803,tonnes,Production,0.2,1760.6
93,Haiti,Potatoes,1998,10800,tonnes,Production,0.2,2160
93,Haiti,Potatoes,1999,11000,tonnes,Production,0.2,2200
93,Haiti,Potatoes,2000,9600,tonnes,Production,0.2,1920
93,Haiti,Potatoes,2001,11000,tonnes,Production,0.2,2200
93,Haiti,Potatoes,2002,10200,tonnes,Production,0.2,2040
93,Haiti,Potatoes,2003,10500,tonnes,Production,0.2,2100
93,Haiti,Potatoes,2004,11500,tonnes,Production,0.2,2300
93,Haiti,Potatoes,2005,13000,tonnes,Production,0.2,2600
93,Haiti,Potatoes,2006,13000,tonnes,Production,0.2,2600
93,Haiti,Potatoes,2007,14500,tonnes,Production,0.2,2900
93,Haiti,Potatoes,2008,15000,tonnes,Production,0.2,3000
93,Haiti,Potatoes,2009,10000,tonnes,Production,0.2,2000
93,Haiti,Potatoes,2010,25000,tonnes,Production,0.2,5000
93,Haiti,Potatoes,2011,24866,tonnes,Production,0.2,4973.2
93,Haiti,Potatoes,2012,28223,tonnes,Production,0.2,5644.6
93,Haiti,Potatoes,2013,44409,tonnes,Production,0.2,8881.8
93,Haiti,Potatoes,2014,32597,tonnes,Production,0.2,6519.4
93,Haiti,Potatoes,2015,33095,tonnes,Production,0.2,6619
93,Haiti,Potatoes,2016,37116,tonnes,Production,0.2,7423.2
93,Haiti,Potatoes,2017,40602,tonnes,Production,0.2,8120.4
93,Haiti,Potatoes,2018,42832,tonnes,Production,0.2,8566.4
93,Haiti,Potatoes,2019,44982,tonnes,Production,0.2,8996.4
95,Honduras,Potatoes,1961,2179,tonnes,Production,0.2,435.8
95,Honduras,Potatoes,1962,1833,tonnes,Production,0.2,366.6
95,Honduras,Potatoes,1963,2328,tonnes,Production,0.2,465.6
95,Honduras,Potatoes,1964,1951,tonnes,Production,0.2,390.2
95,Honduras,Potatoes,1965,2355,tonnes,Production,0.2,471
95,Honduras,Potatoes,1966,3423,tonnes,Production,0.2,684.6
95,Honduras,Potatoes,1967,2707,tonnes,Production,0.2,541.4
95,Honduras,Potatoes,1968,3628,tonnes,Production,0.2,725.6
95,Honduras,Potatoes,1969,3731,tonnes,Production,0.2,746.2
95,Honduras,Potatoes,1970,3833,tonnes,Production,0.2,766.6
95,Honduras,Potatoes,1971,3936,tonnes,Production,0.2,787.2
95,Honduras,Potatoes,1972,4038,tonnes,Production,0.2,807.6
95,Honduras,Potatoes,1973,3752,tonnes,Production,0.2,750.4
95,Honduras,Potatoes,1974,3923,tonnes,Production,0.2,784.6
95,Honduras,Potatoes,1975,4102,tonnes,Production,0.2,820.4
95,Honduras,Potatoes,1976,4289,tonnes,Production,0.2,857.8
95,Honduras,Potatoes,1977,4484,tonnes,Production,0.2,896.8
95,Honduras,Potatoes,1978,5835,tonnes,Production,0.2,1167
95,Honduras,Potatoes,1979,6323,tonnes,Production,0.2,1264.6
95,Honduras,Potatoes,1980,8100,tonnes,Production,0.2,1620
95,Honduras,Potatoes,1981,8300,tonnes,Production,0.2,1660
95,Honduras,Potatoes,1982,8900,tonnes,Production,0.2,1780
95,Honduras,Potatoes,1983,9500,tonnes,Production,0.2,1900
95,Honduras,Potatoes,1984,10600,tonnes,Production,0.2,2120
95,Honduras,Potatoes,1985,11200,tonnes,Production,0.2,2240
95,Honduras,Potatoes,1986,11800,tonnes,Production,0.2,2360
95,Honduras,Potatoes,1987,12000,tonnes,Production,0.2,2400
