Area Code (FAO),Nation,Item,Year,frac_area_cropland_cereals,Unit,Element
48,Costa Rica,Cropland,1990,510,1000 ha,Area
48,Costa Rica,Cropland,1991,515,1000 ha,Area
48,Costa Rica,Cropland,1992,510,1000 ha,Area
48,Costa Rica,Cropland,1993,500,1000 ha,Area
48,Costa Rica,Cropland,1994,520,1000 ha,Area
48,Costa Rica,Cropland,1995,510,1000 ha,Area
48,Costa Rica,Cropland,1996,495,1000 ha,Area
48,Costa Rica,Cropland,1997,490,1000 ha,Area
48,Costa Rica,Cropland,1998,490,1000 ha,Area
48,Costa Rica,Cropland,1999,500,1000 ha,Area
48,Costa Rica,Cropland,2000,490,1000 ha,Area
48,Costa Rica,Cropland,2001,490,1000 ha,Area
48,Costa Rica,Cropland,2002,490,1000 ha,Area
48,Costa Rica,Cropland,2003,500,1000 ha,Area
48,Costa Rica,Cropland,2004,500,1000 ha,Area
48,Costa Rica,Cropland,2005,490,1000 ha,Area
48,Costa Rica,Cropland,2006,505,1000 ha,Area
48,Costa Rica,Cropland,2007,500,1000 ha,Area
48,Costa Rica,Cropland,2008,500,1000 ha,Area
48,Costa Rica,Cropland,2009,530,1000 ha,Area
48,Costa Rica,Cropland,2010,540,1000 ha,Area
48,Costa Rica,Cropland,2011,547,1000 ha,Area
48,Costa Rica,Cropland,2012,547,1000 ha,Area
48,Costa Rica,Cropland,2013,551,1000 ha,Area
48,Costa Rica,Cropland,2014,544,1000 ha,Area
48,Costa Rica,Cropland,2015,558.5,1000 ha,Area
48,Costa Rica,Cropland,2016,577.5,1000 ha,Area
48,Costa Rica,Cropland,2017,579.5,1000 ha,Area
48,Costa Rica,Cropland,2018,582.5,1000 ha,Area
48,Costa Rica,Cropland,2019,575.5,1000 ha,Area
56,Dominican Republic,Cropland,1961,990,1000 ha,Area
56,Dominican Republic,Cropland,1962,1005,1000 ha,Area
56,Dominican Republic,Cropland,1963,1020,1000 ha,Area
56,Dominican Republic,Cropland,1964,1035,1000 ha,Area
56,Dominican Republic,Cropland,1965,1050,1000 ha,Area
56,Dominican Republic,Cropland,1966,1065,1000 ha,Area
56,Dominican Republic,Cropland,1967,1080,1000 ha,Area
56,Dominican Republic,Cropland,1968,1090,1000 ha,Area
56,Dominican Republic,Cropland,1969,1130,1000 ha,Area
56,Dominican Republic,Cropland,1970,1135,1000 ha,Area
56,Dominican Republic,Cropland,1971,1144,1000 ha,Area
56,Dominican Republic,Cropland,1972,1170,1000 ha,Area
56,Dominican Republic,Cropland,1973,1205,1000 ha,Area
56,Dominican Republic,Cropland,1974,1225,1000 ha,Area
56,Dominican Republic,Cropland,1975,1255,1000 ha,Area
56,Dominican Republic,Cropland,1976,1310,1000 ha,Area
56,Dominican Republic,Cropland,1977,1340,1000 ha,Area
56,Dominican Republic,Cropland,1978,1365,1000 ha,Area
56,Dominican Republic,Cropland,1979,1390,1000 ha,Area
56,Dominican Republic,Cropland,1980,1420,1000 ha,Area
56,Dominican Republic,Cropland,1981,1425,1000 ha,Area
56,Dominican Republic,Cropland,1982,1430,1000 ha,Area
56,Dominican Republic,Cropland,1983,1430,1000 ha,Area
56,Dominican Republic,Cropland,1984,1430,1000 ha,Area
56,Dominican Republic,Cropland,1985,1430,1000 ha,Area
56,Dominican Republic,Cropland,1986,1437,1000 ha,Area
56,Dominican Republic,Cropland,1987,1437,1000 ha,Area
56,Dominican Republic,Cropland,1988,1437,1000 ha,Area
56,Dominican Republic,Cropland,1989,1441,1000 ha,Area
56,Dominican Republic,Cropland,1990,1346,1000 ha,Area
56,Dominican Republic,Cropland,1991,1346,1000 ha,Area
56,Dominican Republic,Cropland,1992,1346,1000 ha,Area
56,Dominican Republic,Cropland,1993,1346,1000 ha,Area
56,Dominican Republic,Cropland,1994,1346,1000 ha,Area
56,Dominican Republic,Cropland,1995,1376,1000 ha,Area
56,Dominican Republic,Cropland,1996,1375,1000 ha,Area
56,Dominican Republic,Cropland,1997,1300,1000 ha,Area
56,Dominican Republic,Cropland,1998,1310,1000 ha,Area
56,Dominican Republic,Cropland,1999,1270,1000 ha,Area
56,Dominican Republic,Cropland,2000,1318,1000 ha,Area
56,Dominican Republic,Cropland,2001,1318,1000 ha,Area
56,Dominican Republic,Cropland,2002,1318,1000 ha,Area
56,Dominican Republic,Cropland,2003,1238,1000 ha,Area
56,Dominican Republic,Cropland,2004,1220,1000 ha,Area
56,Dominican Republic,Cropland,2005,1220,1000 ha,Area
56,Dominican Republic,Cropland,2006,1220,1000 ha,Area
56,Dominican Republic,Cropland,2007,1220,1000 ha,Area
56,Dominican Republic,Cropland,2008,1200,1000 ha,Area
56,Dominican Republic,Cropland,2009,1200,1000 ha,Area
56,Dominican Republic,Cropland,2010,1200,1000 ha,Area
56,Dominican Republic,Cropland,2011,1200,1000 ha,Area
56,Dominican Republic,Cropland,2012,1155,1000 ha,Area
56,Dominican Republic,Cropland,2013,1155,1000 ha,Area
56,Dominican Republic,Cropland,2014,1155,1000 ha,Area
56,Dominican Republic,Cropland,2015,1232,1000 ha,Area
56,Dominican Republic,Cropland,2016,1232,1000 ha,Area
56,Dominican Republic,Cropland,2017,1232,1000 ha,Area
56,Dominican Republic,Cropland,2018,1232,1000 ha,Area
56,Dominican Republic,Cropland,2019,1232,1000 ha,Area
58,Ecuador,Cropland,1961,2510,1000 ha,Area
58,Ecuador,Cropland,1962,2510,1000 ha,Area
58,Ecuador,Cropland,1963,2520,1000 ha,Area
58,Ecuador,Cropland,1964,2520,1000 ha,Area
58,Ecuador,Cropland,1965,2530,1000 ha,Area
58,Ecuador,Cropland,1966,2530,1000 ha,Area
58,Ecuador,Cropland,1967,2540,1000 ha,Area
58,Ecuador,Cropland,1968,2535,1000 ha,Area
58,Ecuador,Cropland,1969,2545,1000 ha,Area
58,Ecuador,Cropland,1970,2555,1000 ha,Area
58,Ecuador,Cropland,1971,2565,1000 ha,Area
58,Ecuador,Cropland,1972,2575,1000 ha,Area
58,Ecuador,Cropland,1973,2585,1000 ha,Area
58,Ecuador,Cropland,1974,2609,1000 ha,Area
58,Ecuador,Cropland,1975,2585,1000 ha,Area
58,Ecuador,Cropland,1976,2555,1000 ha,Area
58,Ecuador,Cropland,1977,2535,1000 ha,Area
58,Ecuador,Cropland,1978,2505,1000 ha,Area
58,Ecuador,Cropland,1979,2490,1000 ha,Area
58,Ecuador,Cropland,1980,2462,1000 ha,Area
58,Ecuador,Cropland,1981,2542,1000 ha,Area
58,Ecuador,Cropland,1982,2540,1000 ha,Area
58,Ecuador,Cropland,1983,2595,1000 ha,Area
58,Ecuador,Cropland,1984,2655,1000 ha,Area
58,Ecuador,Cropland,1985,2720,1000 ha,Area
58,Ecuador,Cropland,1986,2780,1000 ha,Area
58,Ecuador,Cropland,1987,2836,1000 ha,Area
58,Ecuador,Cropland,1988,2852,1000 ha,Area
58,Ecuador,Cropland,1989,2853,1000 ha,Area
58,Ecuador,Cropland,1990,2925,1000 ha,Area
58,Ecuador,Cropland,1991,2995,1000 ha,Area
58,Ecuador,Cropland,1992,3020,1000 ha,Area
58,Ecuador,Cropland,1993,2974,1000 ha,Area
58,Ecuador,Cropland,1994,3036,1000 ha,Area
58,Ecuador,Cropland,1995,3001,1000 ha,Area
58,Ecuador,Cropland,1996,2991,1000 ha,Area
58,Ecuador,Cropland,1997,3004,1000 ha,Area
58,Ecuador,Cropland,1998,3004,1000 ha,Area
58,Ecuador,Cropland,1999,2980,1000 ha,Area
58,Ecuador,Cropland,2000,2979,1000 ha,Area
58,Ecuador,Cropland,2001,2800,1000 ha,Area
58,Ecuador,Cropland,2002,2600,1000 ha,Area
58,Ecuador,Cropland,2003,2487,1000 ha,Area
58,Ecuador,Cropland,2004,2523,1000 ha,Area
58,Ecuador,Cropland,2005,2510,1000 ha,Area
58,Ecuador,Cropland,2006,2446,1000 ha,Area
58,Ecuador,Cropland,2007,2415,1000 ha,Area
58,Ecuador,Cropland,2008,2500,1000 ha,Area
58,Ecuador,Cropland,2009,2548.4,1000 ha,Area
58,Ecuador,Cropland,2010,2577.8,1000 ha,Area
58,Ecuador,Cropland,2011,2535.2,1000 ha,Area
58,Ecuador,Cropland,2012,2530.9,1000 ha,Area
58,Ecuador,Cropland,2013,2663,1000 ha,Area
58,Ecuador,Cropland,2014,2387,1000 ha,Area
58,Ecuador,Cropland,2015,2551,1000 ha,Area
58,Ecuador,Cropland,2016,2415,1000 ha,Area
58,Ecuador,Cropland,2017,2464,1000 ha,Area
58,Ecuador,Cropland,2018,2354,1000 ha,Area
58,Ecuador,Cropland,2019,2429,1000 ha,Area
60,El Salvador,Cropland,1961,648,1000 ha,Area
60,El Salvador,Cropland,1962,648,1000 ha,Area
60,El Salvador,Cropland,1963,653,1000 ha,Area
60,El Salvador,Cropland,1964,653,1000 ha,Area
60,El Salvador,Cropland,1965,650,1000 ha,Area
60,El Salvador,Cropland,1966,640,1000 ha,Area
60,El Salvador,Cropland,1967,631,1000 ha,Area
60,El Salvador,Cropland,1968,629,1000 ha,Area
60,El Salvador,Cropland,1969,627,1000 ha,Area
60,El Salvador,Cropland,1970,625,1000 ha,Area
60,El Salvador,Cropland,1971,668,1000 ha,Area
60,El Salvador,Cropland,1972,671,1000 ha,Area
60,El Salvador,Cropland,1973,678,1000 ha,Area
60,El Salvador,Cropland,1974,688,1000 ha,Area
60,El Salvador,Cropland,1975,698,1000 ha,Area
60,El Salvador,Cropland,1976,690,1000 ha,Area
60,El Salvador,Cropland,1977,699,1000 ha,Area
60,El Salvador,Cropland,1978,740,1000 ha,Area
60,El Salvador,Cropland,1979,790,1000 ha,Area
60,El Salvador,Cropland,1980,800,1000 ha,Area
60,El Salvador,Cropland,1981,760,1000 ha,Area
60,El Salvador,Cropland,1982,731,1000 ha,Area
60,El Salvador,Cropland,1983,727,1000 ha,Area
60,El Salvador,Cropland,1984,737,1000 ha,Area
60,El Salvador,Cropland,1985,757,1000 ha,Area
60,El Salvador,Cropland,1986,777,1000 ha,Area
60,El Salvador,Cropland,1987,777,1000 ha,Area
60,El Salvador,Cropland,1988,797,1000 ha,Area
60,El Salvador,Cropland,1989,797,1000 ha,Area
60,El Salvador,Cropland,1990,810,1000 ha,Area
60,El Salvador,Cropland,1991,828,1000 ha,Area
60,El Salvador,Cropland,1992,851,1000 ha,Area
60,El Salvador,Cropland,1993,851,1000 ha,Area
60,El Salvador,Cropland,1994,854,1000 ha,Area
60,El Salvador,Cropland,1995,855,1000 ha,Area
60,El Salvador,Cropland,1996,816,1000 ha,Area
60,El Salvador,Cropland,1997,816,1000 ha,Area
60,El Salvador,Cropland,1998,850,1000 ha,Area
60,El Salvador,Cropland,1999,881,1000 ha,Area
60,El Salvador,Cropland,2000,877.1,1000 ha,Area
60,El Salvador,Cropland,2001,873.2,1000 ha,Area
60,El Salvador,Cropland,2002,864.3,1000 ha,Area
60,El Salvador,Cropland,2003,860.4,1000 ha,Area
60,El Salvador,Cropland,2004,891.5,1000 ha,Area
60,El Salvador,Cropland,2005,834.6,1000 ha,Area
60,El Salvador,Cropland,2006,838,1000 ha,Area
60,El Salvador,Cropland,2007,867.5,1000 ha,Area
60,El Salvador,Cropland,2008,868.8,1000 ha,Area
60,El Salvador,Cropland,2009,870.1,1000 ha,Area
60,El Salvador,Cropland,2010,871.4,1000 ha,Area
60,El Salvador,Cropland,2011,872.7,1000 ha,Area
60,El Salvador,Cropland,2012,874,1000 ha,Area
60,El Salvador,Cropland,2013,875.3,1000 ha,Area
60,El Salvador,Cropland,2014,876.6,1000 ha,Area
60,El Salvador,Cropland,2015,877.9,1000 ha,Area
60,El Salvador,Cropland,2016,879.2,1000 ha,Area
60,El Salvador,Cropland,2017,880.5,1000 ha,Area
60,El Salvador,Cropland,2018,881,1000 ha,Area
60,El Salvador,Cropland,2019,881,1000 ha,Area
89,Guatemala,Cropland,1961,1536,1000 ha,Area
89,Guatemala,Cropland,1962,1538,1000 ha,Area
89,Guatemala,Cropland,1963,1540,1000 ha,Area
89,Guatemala,Cropland,1964,1542,1000 ha,Area
89,Guatemala,Cropland,1965,1544,1000 ha,Area
89,Guatemala,Cropland,1966,1546,1000 ha,Area
89,Guatemala,Cropland,1967,1558,1000 ha,Area
89,Guatemala,Cropland,1968,1560,1000 ha,Area
89,Guatemala,Cropland,1969,1552,1000 ha,Area
89,Guatemala,Cropland,1970,1555,1000 ha,Area
89,Guatemala,Cropland,1971,1557,1000 ha,Area
89,Guatemala,Cropland,1972,1580,1000 ha,Area
89,Guatemala,Cropland,1973,1613,1000 ha,Area
89,Guatemala,Cropland,1974,1635,1000 ha,Area
89,Guatemala,Cropland,1975,1638,1000 ha,Area
89,Guatemala,Cropland,1976,1670,1000 ha,Area
89,Guatemala,Cropland,1977,1723,1000 ha,Area
89,Guatemala,Cropland,1978,1725,1000 ha,Area
89,Guatemala,Cropland,1979,1726,1000 ha,Area
89,Guatemala,Cropland,1980,1750,1000 ha,Area
89,Guatemala,Cropland,1981,1757,1000 ha,Area
89,Guatemala,Cropland,1982,1784,1000 ha,Area
89,Guatemala,Cropland,1983,1785,1000 ha,Area
89,Guatemala,Cropland,1984,1785,1000 ha,Area
89,Guatemala,Cropland,1985,1785,1000 ha,Area
89,Guatemala,Cropland,1986,1785,1000 ha,Area
89,Guatemala,Cropland,1987,1785,1000 ha,Area
89,Guatemala,Cropland,1988,1785,1000 ha,Area
89,Guatemala,Cropland,1989,1785,1000 ha,Area
89,Guatemala,Cropland,1990,1785,1000 ha,Area
89,Guatemala,Cropland,1991,1785,1000 ha,Area
89,Guatemala,Cropland,1992,1785,1000 ha,Area
89,Guatemala,Cropland,1993,1880,1000 ha,Area
89,Guatemala,Cropland,1994,1910,1000 ha,Area
89,Guatemala,Cropland,1995,1910,1000 ha,Area
89,Guatemala,Cropland,1996,1910,1000 ha,Area
89,Guatemala,Cropland,1997,1920,1000 ha,Area
89,Guatemala,Cropland,1998,1930,1000 ha,Area
89,Guatemala,Cropland,1999,1940,1000 ha,Area
89,Guatemala,Cropland,2000,1965,1000 ha,Area
89,Guatemala,Cropland,2001,1995,1000 ha,Area
89,Guatemala,Cropland,2002,2025,1000 ha,Area
89,Guatemala,Cropland,2003,2564,1000 ha,Area
89,Guatemala,Cropland,2004,2300,1000 ha,Area
89,Guatemala,Cropland,2005,2241,1000 ha,Area
89,Guatemala,Cropland,2006,2356,1000 ha,Area
89,Guatemala,Cropland,2007,2507,1000 ha,Area
89,Guatemala,Cropland,2008,2268,1000 ha,Area
89,Guatemala,Cropland,2009,2210.54,1000 ha,Area
89,Guatemala,Cropland,2010,2166.08,1000 ha,Area
89,Guatemala,Cropland,2011,2131.62,1000 ha,Area
89,Guatemala,Cropland,2012,2087.16,1000 ha,Area
89,Guatemala,Cropland,2013,2035.7,1000 ha,Area
89,Guatemala,Cropland,2014,1994.8,1000 ha,Area
89,Guatemala,Cropland,2015,2045,1000 ha,Area
89,Guatemala,Cropland,2016,2045,1000 ha,Area
89,Guatemala,Cropland,2017,2045,1000 ha,Area
89,Guatemala,Cropland,2018,2045,1000 ha,Area
89,Guatemala,Cropland,2019,2045,1000 ha,Area
91,Guyana,Cropland,1961,360,1000 ha,Area
91,Guyana,Cropland,1962,360,1000 ha,Area
91,Guyana,Cropland,1963,360,1000 ha,Area
91,Guyana,Cropland,1964,360,1000 ha,Area
91,Guyana,Cropland,1965,360,1000 ha,Area
91,Guyana,Cropland,1966,365,1000 ha,Area
91,Guyana,Cropland,1967,365,1000 ha,Area
91,Guyana,Cropland,1968,367,1000 ha,Area
91,Guyana,Cropland,1969,367,1000 ha,Area
91,Guyana,Cropland,1970,372,1000 ha,Area
91,Guyana,Cropland,1971,372,1000 ha,Area
91,Guyana,Cropland,1972,375,1000 ha,Area
91,Guyana,Cropland,1973,377,1000 ha,Area
91,Guyana,Cropland,1974,377,1000 ha,Area
91,Guyana,Cropland,1975,379,1000 ha,Area
91,Guyana,Cropland,1976,408,1000 ha,Area
91,Guyana,Cropland,1977,437,1000 ha,Area
91,Guyana,Cropland,1978,466,1000 ha,Area
91,Guyana,Cropland,1979,495,1000 ha,Area
91,Guyana,Cropland,1980,495,1000 ha,Area
91,Guyana,Cropland,1981,495,1000 ha,Area
91,Guyana,Cropland,1982,495,1000 ha,Area
91,Guyana,Cropland,1983,495,1000 ha,Area
91,Guyana,Cropland,1984,498,1000 ha,Area
91,Guyana,Cropland,1985,498,1000 ha,Area
91,Guyana,Cropland,1986,500,1000 ha,Area
91,Guyana,Cropland,1987,500,1000 ha,Area
91,Guyana,Cropland,1988,500,1000 ha,Area
91,Guyana,Cropland,1989,502,1000 ha,Area
91,Guyana,Cropland,1990,502,1000 ha,Area
91,Guyana,Cropland,1991,504,1000 ha,Area
91,Guyana,Cropland,1992,504,1000 ha,Area
91,Guyana,Cropland,1993,504,1000 ha,Area
91,Guyana,Cropland,1994,504,1000 ha,Area
91,Guyana,Cropland,1995,504,1000 ha,Area
91,Guyana,Cropland,1996,504,1000 ha,Area
91,Guyana,Cropland,1997,504,1000 ha,Area
91,Guyana,Cropland,1998,504,1000 ha,Area
91,Guyana,Cropland,1999,505,1000 ha,Area
91,Guyana,Cropland,2000,478,1000 ha,Area
91,Guyana,Cropland,2001,478,1000 ha,Area
91,Guyana,Cropland,2002,478,1000 ha,Area
91,Guyana,Cropland,2003,478,1000 ha,Area
91,Guyana,Cropland,2004,478,1000 ha,Area
91,Guyana,Cropland,2005,448,1000 ha,Area
91,Guyana,Cropland,2006,448,1000 ha,Area
91,Guyana,Cropland,2007,448,1000 ha,Area
91,Guyana,Cropland,2008,448,1000 ha,Area
91,Guyana,Cropland,2009,448,1000 ha,Area
91,Guyana,Cropland,2010,448,1000 ha,Area
91,Guyana,Cropland,2011,448,1000 ha,Area
91,Guyana,Cropland,2012,448,1000 ha,Area
91,Guyana,Cropland,2013,450,1000 ha,Area
91,Guyana,Cropland,2014,450,1000 ha,Area
91,Guyana,Cropland,2015,460,1000 ha,Area
91,Guyana,Cropland,2016,470,1000 ha,Area
91,Guyana,Cropland,2017,470,1000 ha,Area
91,Guyana,Cropland,2018,470,1000 ha,Area
91,Guyana,Cropland,2019,460,1000 ha,Area
93,Haiti,Cropland,1961,1160,1000 ha,Area
93,Haiti,Cropland,1962,1165,1000 ha,Area
93,Haiti,Cropland,1963,1170,1000 ha,Area
93,Haiti,Cropland,1964,1175,1000 ha,Area
93,Haiti,Cropland,1965,1180,1000 ha,Area
93,Haiti,Cropland,1966,1185,1000 ha,Area
93,Haiti,Cropland,1967,1190,1000 ha,Area
93,Haiti,Cropland,1968,1195,1000 ha,Area
93,Haiti,Cropland,1969,1200,1000 ha,Area
93,Haiti,Cropland,1970,1205,1000 ha,Area
93,Haiti,Cropland,1971,1210,1000 ha,Area
93,Haiti,Cropland,1972,1084,1000 ha,Area
93,Haiti,Cropland,1973,1083,1000 ha,Area
93,Haiti,Cropland,1974,1083,1000 ha,Area
93,Haiti,Cropland,1975,1083,1000 ha,Area
93,Haiti,Cropland,1976,1085,1000 ha,Area
93,Haiti,Cropland,1977,1085,1000 ha,Area
93,Haiti,Cropland,1978,1095,1000 ha,Area
93,Haiti,Cropland,1979,1095,1000 ha,Area
93,Haiti,Cropland,1980,1100,1000 ha,Area
93,Haiti,Cropland,1981,1100,1000 ha,Area
93,Haiti,Cropland,1982,1100,1000 ha,Area
93,Haiti,Cropland,1983,1100,1000 ha,Area
93,Haiti,Cropland,1984,1100,1000 ha,Area
93,Haiti,Cropland,1985,1100,1000 ha,Area
93,Haiti,Cropland,1986,1100,1000 ha,Area
93,Haiti,Cropland,1987,1100,1000 ha,Area
93,Haiti,Cropland,1988,1100,1000 ha,Area
93,Haiti,Cropland,1989,1100,1000 ha,Area
93,Haiti,Cropland,1990,1100,1000 ha,Area
93,Haiti,Cropland,1991,1100,1000 ha,Area
93,Haiti,Cropland,1992,1080,1000 ha,Area
93,Haiti,Cropland,1993,1080,1000 ha,Area
93,Haiti,Cropland,1994,1100,1000 ha,Area
93,Haiti,Cropland,1995,1100,1000 ha,Area
93,Haiti,Cropland,1996,1100,1000 ha,Area
93,Haiti,Cropland,1997,1200,1000 ha,Area
93,Haiti,Cropland,1998,1200,1000 ha,Area
93,Haiti,Cropland,1999,1200,1000 ha,Area
93,Haiti,Cropland,2000,1200,1000 ha,Area
93,Haiti,Cropland,2001,1180,1000 ha,Area
93,Haiti,Cropland,2002,1180,1000 ha,Area
93,Haiti,Cropland,2003,1180,1000 ha,Area
93,Haiti,Cropland,2004,1180,1000 ha,Area
93,Haiti,Cropland,2005,1180,1000 ha,Area
93,Haiti,Cropland,2006,1180,1000 ha,Area
93,Haiti,Cropland,2007,1330,1000 ha,Area
93,Haiti,Cropland,2008,1280,1000 ha,Area
93,Haiti,Cropland,2009,1306.33,1000 ha,Area
93,Haiti,Cropland,2010,1380,1000 ha,Area
93,Haiti,Cropland,2011,1340,1000 ha,Area
93,Haiti,Cropland,2012,1280,1000 ha,Area
93,Haiti,Cropland,2013,1350,1000 ha,Area
93,Haiti,Cropland,2014,1350,1000 ha,Area
93,Haiti,Cropland,2015,1350,1000 ha,Area
93,Haiti,Cropland,2016,1350,1000 ha,Area
93,Haiti,Cropland,2017,1350,1000 ha,Area
93,Haiti,Cropland,2018,1350,1000 ha,Area
93,Haiti,Cropland,2019,1350,1000 ha,Area
95,Honduras,Cropland,1961,1480,1000 ha,Area
95,Honduras,Cropland,1962,1490,1000 ha,Area
95,Honduras,Cropland,1963,1495,1000 ha,Area
95,Honduras,Cropland,1964,1500,1000 ha,Area
95,Honduras,Cropland,1965,1505,1000 ha,Area
95,Honduras,Cropland,1966,1515,1000 ha,Area
95,Honduras,Cropland,1967,1525,1000 ha,Area
95,Honduras,Cropland,1968,1530,1000 ha,Area
95,Honduras,Cropland,1969,1530,1000 ha,Area
95,Honduras,Cropland,1970,1540,1000 ha,Area
95,Honduras,Cropland,1971,1545,1000 ha,Area
95,Honduras,Cropland,1972,1580,1000 ha,Area
95,Honduras,Cropland,1973,1590,1000 ha,Area
95,Honduras,Cropland,1974,1596,1000 ha,Area
95,Honduras,Cropland,1975,1635,1000 ha,Area
95,Honduras,Cropland,1976,1670,1000 ha,Area
95,Honduras,Cropland,1977,1745,1000 ha,Area
95,Honduras,Cropland,1978,1757,1000 ha,Area
95,Honduras,Cropland,1979,1757,1000 ha,Area
95,Honduras,Cropland,1980,1757,1000 ha,Area
95,Honduras,Cropland,1981,1764,1000 ha,Area
95,Honduras,Cropland,1982,1769,1000 ha,Area
95,Honduras,Cropland,1983,1770,1000 ha,Area
95,Honduras,Cropland,1984,1777,1000 ha,Area
95,Honduras,Cropland,1985,1778,1000 ha,Area
95,Honduras,Cropland,1986,1785,1000 ha,Area
95,Honduras,Cropland,1987,1785,1000 ha,Area
95,Honduras,Cropland,1988,1785,1000 ha,Area
95,Honduras,Cropland,1989,1810,1000 ha,Area
95,Honduras,Cropland,1990,1820,1000 ha,Area
95,Honduras,Cropland,1991,1842,1000 ha,Area
95,Honduras,Cropland,1992,1855,1000 ha,Area
95,Honduras,Cropland,1993,2015,1000 ha,Area
95,Honduras,Cropland,1994,1990,1000 ha,Area
95,Honduras,Cropland,1995,1950,1000 ha,Area
95,Honduras,Cropland,1996,1950,1000 ha,Area
95,Honduras,Cropland,1997,1875,1000 ha,Area
95,Honduras,Cropland,1998,1875,1000 ha,Area
95,Honduras,Cropland,1999,1827,1000 ha,Area
95,Honduras,Cropland,2000,1427,1000 ha,Area
95,Honduras,Cropland,2001,1428,1000 ha,Area
95,Honduras,Cropland,2002,1428,1000 ha,Area
95,Honduras,Cropland,2003,1438,1000 ha,Area
95,Honduras,Cropland,2004,1440,1000 ha,Area
95,Honduras,Cropland,2005,1450,1000 ha,Area
95,Honduras,Cropland,2006,1460,1000 ha,Area
95,Honduras,Cropland,2007,1460,1000 ha,Area
95,Honduras,Cropland,2008,1428,1000 ha,Area
95,Honduras,Cropland,2009,1438,1000 ha,Area
95,Honduras,Cropland,2010,1500,1000 ha,Area
95,Honduras,Cropland,2011,1530,1000 ha,Area
95,Honduras,Cropland,2012,1560,1000 ha,Area
95,Honduras,Cropland,2013,1560,1000 ha,Area
95,Honduras,Cropland,2014,1560,1000 ha,Area
95,Honduras,Cropland,2015,1560,1000 ha,Area
95,Honduras,Cropland,2016,1560,1000 ha,Area
95,Honduras,Cropland,2017,1590,1000 ha,Area
95,Honduras,Cropland,2018,1596,1000 ha,Area
95,Honduras,Cropland,2019,1596,1000 ha,Area
109,Jamaica,Cropland,1961,276,1000 ha,Area
109,Jamaica,Cropland,1962,276,1000 ha,Area
109,Jamaica,Cropland,1963,276,1000 ha,Area
109,Jamaica,Cropland,1964,276,1000 ha,Area
109,Jamaica,Cropland,1965,260,1000 ha,Area
109,Jamaica,Cropland,1966,260,1000 ha,Area
109,Jamaica,Cropland,1967,260,1000 ha,Area
109,Jamaica,Cropland,1968,260,1000 ha,Area
109,Jamaica,Cropland,1969,260,1000 ha,Area
109,Jamaica,Cropland,1970,250,1000 ha,Area
109,Jamaica,Cropland,1971,250,1000 ha,Area
109,Jamaica,Cropland,1972,250,1000 ha,Area
109,Jamaica,Cropland,1973,250,1000 ha,Area
109,Jamaica,Cropland,1974,250,1000 ha,Area
109,Jamaica,Cropland,1975,250,1000 ha,Area
109,Jamaica,Cropland,1976,250,1000 ha,Area
109,Jamaica,Cropland,1977,250,1000 ha,Area
109,Jamaica,Cropland,1978,250,1000 ha,Area
109,Jamaica,Cropland,1979,240,1000 ha,Area
109,Jamaica,Cropland,1980,240,1000 ha,Area
109,Jamaica,Cropland,1981,240,1000 ha,Area
109,Jamaica,Cropland,1982,230,1000 ha,Area
109,Jamaica,Cropland,1983,220,1000 ha,Area
109,Jamaica,Cropland,1984,220,1000 ha,Area
109,Jamaica,Cropland,1985,220,1000 ha,Area
109,Jamaica,Cropland,1986,220,1000 ha,Area
109,Jamaica,Cropland,1987,220,1000 ha,Area
109,Jamaica,Cropland,1988,220,1000 ha,Area
109,Jamaica,Cropland,1989,220,1000 ha,Area
109,Jamaica,Cropland,1990,219,1000 ha,Area
109,Jamaica,Cropland,1991,226,1000 ha,Area
109,Jamaica,Cropland,1992,236,1000 ha,Area
109,Jamaica,Cropland,1993,274,1000 ha,Area
109,Jamaica,Cropland,1994,271,1000 ha,Area
109,Jamaica,Cropland,1995,268,1000 ha,Area
109,Jamaica,Cropland,1996,265,1000 ha,Area
109,Jamaica,Cropland,1997,260,1000 ha,Area
109,Jamaica,Cropland,1998,255,1000 ha,Area
109,Jamaica,Cropland,1999,253,1000 ha,Area
109,Jamaica,Cropland,2000,250,1000 ha,Area
109,Jamaica,Cropland,2001,250,1000 ha,Area
109,Jamaica,Cropland,2002,245,1000 ha,Area
109,Jamaica,Cropland,2003,245,1000 ha,Area
109,Jamaica,Cropland,2004,243,1000 ha,Area
109,Jamaica,Cropland,2005,238,1000 ha,Area
109,Jamaica,Cropland,2006,238,1000 ha,Area
109,Jamaica,Cropland,2007,235,1000 ha,Area
109,Jamaica,Cropland,2008,220,1000 ha,Area
109,Jamaica,Cropland,2009,220,1000 ha,Area
109,Jamaica,Cropland,2010,215,1000 ha,Area
109,Jamaica,Cropland,2011,215,1000 ha,Area
109,Jamaica,Cropland,2012,215,1000 ha,Area
109,Jamaica,Cropland,2013,215,1000 ha,Area
109,Jamaica,Cropland,2014,215,1000 ha,Area
109,Jamaica,Cropland,2015,215,1000 ha,Area
109,Jamaica,Cropland,2016,215,1000 ha,Area
109,Jamaica,Cropland,2017,215,1000 ha,Area
109,Jamaica,Cropland,2018,215,1000 ha,Area
109,Jamaica,Cropland,2019,215,1000 ha,Area
138,Mexico,Cropland,1961,20817,1000 ha,Area
138,Mexico,Cropland,1962,20680,1000 ha,Area
