Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_cereals_gg_ch4_ha
89,Guatemala,Wheat,1985,53800,tonnes,Production,0.51,27438
89,Guatemala,Wheat,1986,52744,tonnes,Production,0.51,26899.44
89,Guatemala,Wheat,1987,45418,tonnes,Production,0.51,23163.18
89,Guatemala,Wheat,1988,49895,tonnes,Production,0.51,25446.45
89,Guatemala,Wheat,1989,44225,tonnes,Production,0.51,22554.75
89,Guatemala,Wheat,1990,32033,tonnes,Production,0.51,16336.83
89,Guatemala,Wheat,1991,22680,tonnes,Production,0.51,11566.8
89,Guatemala,Wheat,1992,22680,tonnes,Production,0.51,11566.8
89,Guatemala,Wheat,1993,24267,tonnes,Production,0.51,12376.17
89,Guatemala,Wheat,1994,26004,tonnes,Production,0.51,13262.04
89,Guatemala,Wheat,1995,26003,tonnes,Production,0.51,13261.53
89,Guatemala,Wheat,1996,23690,tonnes,Production,0.51,12081.9
89,Guatemala,Wheat,1997,23000,tonnes,Production,0.51,11730
89,Guatemala,Wheat,1998,14633,tonnes,Production,0.51,7462.83
89,Guatemala,Wheat,1999,8246,tonnes,Production,0.51,4205.46
89,Guatemala,Wheat,2000,9525,tonnes,Production,0.51,4857.75
89,Guatemala,Wheat,2001,6214,tonnes,Production,0.51,3169.14
89,Guatemala,Wheat,2002,2676,tonnes,Production,0.51,1364.76
89,Guatemala,Wheat,2003,2830,tonnes,Production,0.51,1443.3
89,Guatemala,Wheat,2004,4232,tonnes,Production,0.51,2158.32
89,Guatemala,Wheat,2005,2976,tonnes,Production,0.51,1517.76
89,Guatemala,Wheat,2006,1588,tonnes,Production,0.51,809.88
89,Guatemala,Wheat,2007,1864,tonnes,Production,0.51,950.64
89,Guatemala,Wheat,2008,1846,tonnes,Production,0.51,941.46
89,Guatemala,Wheat,2009,1547,tonnes,Production,0.51,788.97
89,Guatemala,Wheat,2010,1438,tonnes,Production,0.51,733.38
89,Guatemala,Wheat,2011,1433,tonnes,Production,0.51,730.83
89,Guatemala,Wheat,2012,1515,tonnes,Production,0.51,772.65
89,Guatemala,Wheat,2013,1556,tonnes,Production,0.51,793.56
89,Guatemala,Wheat,2014,1674,tonnes,Production,0.51,853.74
89,Guatemala,Wheat,2015,594,tonnes,Production,0.51,302.94
89,Guatemala,Wheat,2016,744,tonnes,Production,0.51,379.44
89,Guatemala,Wheat,2017,638,tonnes,Production,0.51,325.38
89,Guatemala,Wheat,2018,464,tonnes,Production,0.51,236.64
89,Guatemala,Wheat,2019,330,tonnes,Production,0.51,168.3
95,Honduras,Wheat,1961,802,tonnes,Production,0.51,409.02
95,Honduras,Wheat,1962,755,tonnes,Production,0.51,385.05
95,Honduras,Wheat,1963,691,tonnes,Production,0.51,352.41
95,Honduras,Wheat,1964,560,tonnes,Production,0.51,285.6
95,Honduras,Wheat,1965,528,tonnes,Production,0.51,269.28
95,Honduras,Wheat,1966,538,tonnes,Production,0.51,274.38
95,Honduras,Wheat,1967,549,tonnes,Production,0.51,279.99
95,Honduras,Wheat,1968,564,tonnes,Production,0.51,287.64
95,Honduras,Wheat,1969,681,tonnes,Production,0.51,347.31
95,Honduras,Wheat,1970,681,tonnes,Production,0.51,347.31
95,Honduras,Wheat,1971,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1972,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1973,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1974,500,tonnes,Production,0.51,255
95,Honduras,Wheat,1975,500,tonnes,Production,0.51,255
95,Honduras,Wheat,1976,500,tonnes,Production,0.51,255
95,Honduras,Wheat,1977,500,tonnes,Production,0.51,255
95,Honduras,Wheat,1978,1000,tonnes,Production,0.51,510
95,Honduras,Wheat,1979,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1980,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1981,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1982,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1983,650,tonnes,Production,0.51,331.5
95,Honduras,Wheat,1984,650,tonnes,Production,0.51,331.5
95,Honduras,Wheat,1985,600,tonnes,Production,0.51,306
95,Honduras,Wheat,1986,600,tonnes,Production,0.51,306
95,Honduras,Wheat,1987,650,tonnes,Production,0.51,331.5
95,Honduras,Wheat,1988,680,tonnes,Production,0.51,346.8
95,Honduras,Wheat,1989,700,tonnes,Production,0.51,357
95,Honduras,Wheat,1990,750,tonnes,Production,0.51,382.5
95,Honduras,Wheat,1991,786,tonnes,Production,0.51,400.86
95,Honduras,Wheat,1992,800,tonnes,Production,0.51,408
95,Honduras,Wheat,1993,842,tonnes,Production,0.51,429.42
95,Honduras,Wheat,1994,850,tonnes,Production,0.51,433.5
95,Honduras,Wheat,1995,900,tonnes,Production,0.51,459
95,Honduras,Wheat,1996,929,tonnes,Production,0.51,473.79
95,Honduras,Wheat,1997,1000,tonnes,Production,0.51,510
95,Honduras,Wheat,1998,1000,tonnes,Production,0.51,510
95,Honduras,Wheat,1999,950,tonnes,Production,0.51,484.5
95,Honduras,Wheat,2000,1051,tonnes,Production,0.51,536.01
95,Honduras,Wheat,2001,1060,tonnes,Production,0.51,540.6
95,Honduras,Wheat,2002,1061,tonnes,Production,0.51,541.11
95,Honduras,Wheat,2003,1000,tonnes,Production,0.51,510
95,Honduras,Wheat,2004,1056,tonnes,Production,0.51,538.56
95,Honduras,Wheat,2005,1070,tonnes,Production,0.51,545.7
95,Honduras,Wheat,2006,1085,tonnes,Production,0.51,553.35
95,Honduras,Wheat,2007,1099,tonnes,Production,0.51,560.49
95,Honduras,Wheat,2008,1113,tonnes,Production,0.51,567.63
95,Honduras,Wheat,2009,1127,tonnes,Production,0.51,574.77
95,Honduras,Wheat,2010,1140,tonnes,Production,0.51,581.4
95,Honduras,Wheat,2011,1170,tonnes,Production,0.51,596.7
95,Honduras,Wheat,2012,1174,tonnes,Production,0.51,598.74
95,Honduras,Wheat,2013,1186,tonnes,Production,0.51,604.86
95,Honduras,Wheat,2014,1194,tonnes,Production,0.51,608.94
95,Honduras,Wheat,2015,1213,tonnes,Production,0.51,618.63
95,Honduras,Wheat,2016,1219,tonnes,Production,0.51,621.69
95,Honduras,Wheat,2017,1231,tonnes,Production,0.51,627.81
95,Honduras,Wheat,2018,1242,tonnes,Production,0.51,633.42
95,Honduras,Wheat,2019,1253,tonnes,Production,0.51,639.03
138,Mexico,Wheat,1961,1401909,tonnes,Production,0.51,714973.59
138,Mexico,Wheat,1962,1455256,tonnes,Production,0.51,742180.56
138,Mexico,Wheat,1963,1702989,tonnes,Production,0.51,868524.39
138,Mexico,Wheat,1964,2203066,tonnes,Production,0.51,1123563.66
138,Mexico,Wheat,1965,2150354,tonnes,Production,0.51,1096680.54
138,Mexico,Wheat,1966,1647368,tonnes,Production,0.51,840157.68
138,Mexico,Wheat,1967,2122389,tonnes,Production,0.51,1082418.39
138,Mexico,Wheat,1968,2080725,tonnes,Production,0.51,1061169.75
138,Mexico,Wheat,1969,2326055,tonnes,Production,0.51,1186288.05
138,Mexico,Wheat,1970,2676451,tonnes,Production,0.51,1364990.01
138,Mexico,Wheat,1971,1830845,tonnes,Production,0.51,933730.95
138,Mexico,Wheat,1972,1809018,tonnes,Production,0.51,922599.18
138,Mexico,Wheat,1973,2090845,tonnes,Production,0.51,1066330.95
138,Mexico,Wheat,1974,2788677,tonnes,Production,0.51,1422225.27
138,Mexico,Wheat,1975,2798219,tonnes,Production,0.51,1427091.69
138,Mexico,Wheat,1976,3363299,tonnes,Production,0.51,1715282.49
138,Mexico,Wheat,1977,2455774,tonnes,Production,0.51,1252444.74
138,Mexico,Wheat,1978,2784660,tonnes,Production,0.51,1420176.6
138,Mexico,Wheat,1979,2286525,tonnes,Production,0.51,1166127.75
138,Mexico,Wheat,1980,2784914,tonnes,Production,0.51,1420306.14
138,Mexico,Wheat,1981,3193234,tonnes,Production,0.51,1628549.34
138,Mexico,Wheat,1982,4391421,tonnes,Production,0.51,2239624.71
138,Mexico,Wheat,1983,3463296,tonnes,Production,0.51,1766280.96
138,Mexico,Wheat,1984,4505245,tonnes,Production,0.51,2297674.95
138,Mexico,Wheat,1985,5214315,tonnes,Production,0.51,2659300.65
138,Mexico,Wheat,1986,4769411,tonnes,Production,0.51,2432399.61
138,Mexico,Wheat,1987,4415391,tonnes,Production,0.51,2251849.41
138,Mexico,Wheat,1988,3665126,tonnes,Production,0.51,1869214.26
138,Mexico,Wheat,1989,4374739,tonnes,Production,0.51,2231116.89
138,Mexico,Wheat,1990,3930934,tonnes,Production,0.51,2004776.34
138,Mexico,Wheat,1991,4060738,tonnes,Production,0.51,2070976.38
138,Mexico,Wheat,1992,3620503,tonnes,Production,0.51,1846456.53
138,Mexico,Wheat,1993,3582450,tonnes,Production,0.51,1827049.5
138,Mexico,Wheat,1994,4150920,tonnes,Production,0.51,2116969.2
138,Mexico,Wheat,1995,3468220,tonnes,Production,0.51,1768792.2
138,Mexico,Wheat,1996,3375008,tonnes,Production,0.51,1721254.08
138,Mexico,Wheat,1997,3656594,tonnes,Production,0.51,1864862.94
138,Mexico,Wheat,1998,3235080,tonnes,Production,0.51,1649890.8
138,Mexico,Wheat,1999,3020889,tonnes,Production,0.51,1540653.39
138,Mexico,Wheat,2000,3493210,tonnes,Production,0.51,1781537.1
138,Mexico,Wheat,2001,3275460,tonnes,Production,0.51,1670484.6
138,Mexico,Wheat,2002,3236183,tonnes,Production,0.51,1650453.33
138,Mexico,Wheat,2003,2715800,tonnes,Production,0.51,1385058
138,Mexico,Wheat,2004,2321200,tonnes,Production,0.51,1183812
138,Mexico,Wheat,2005,3015177,tonnes,Production,0.51,1537740.27
138,Mexico,Wheat,2006,3378116,tonnes,Production,0.51,1722839.16
138,Mexico,Wheat,2007,3515392,tonnes,Production,0.51,1792849.92
138,Mexico,Wheat,2008,4019400,tonnes,Production,0.51,2049894
138,Mexico,Wheat,2009,4116161,tonnes,Production,0.51,2099242.11
138,Mexico,Wheat,2010,3676707,tonnes,Production,0.51,1875120.57
138,Mexico,Wheat,2011,3627511,tonnes,Production,0.51,1850030.61
138,Mexico,Wheat,2012,3274337,tonnes,Production,0.51,1669911.87
138,Mexico,Wheat,2013,3357307,tonnes,Production,0.51,1712226.57
138,Mexico,Wheat,2014,3669814,tonnes,Production,0.51,1871605.14
138,Mexico,Wheat,2015,3710706,tonnes,Production,0.51,1892460.06
138,Mexico,Wheat,2016,3862914,tonnes,Production,0.51,1970086.14
138,Mexico,Wheat,2017,3503521,tonnes,Production,0.51,1786795.71
138,Mexico,Wheat,2018,2943445,tonnes,Production,0.51,1501156.95
138,Mexico,Wheat,2019,3244062,tonnes,Production,0.51,1654471.62
169,Paraguay,Wheat,1961,7200,tonnes,Production,0.51,3672
169,Paraguay,Wheat,1962,7000,tonnes,Production,0.51,3570
169,Paraguay,Wheat,1963,8800,tonnes,Production,0.51,4488
169,Paraguay,Wheat,1964,7000,tonnes,Production,0.51,3570
169,Paraguay,Wheat,1965,7200,tonnes,Production,0.51,3672
169,Paraguay,Wheat,1966,9160,tonnes,Production,0.51,4671.6
169,Paraguay,Wheat,1967,25100,tonnes,Production,0.51,12801
169,Paraguay,Wheat,1968,32000,tonnes,Production,0.51,16320
169,Paraguay,Wheat,1969,31376,tonnes,Production,0.51,16001.76
169,Paraguay,Wheat,1970,33000,tonnes,Production,0.51,16830
169,Paraguay,Wheat,1971,54800,tonnes,Production,0.51,27948
169,Paraguay,Wheat,1972,17600,tonnes,Production,0.51,8976
169,Paraguay,Wheat,1973,23000,tonnes,Production,0.51,11730
169,Paraguay,Wheat,1974,35245,tonnes,Production,0.51,17974.95
169,Paraguay,Wheat,1975,17872,tonnes,Production,0.51,9114.72
169,Paraguay,Wheat,1976,29251,tonnes,Production,0.51,14918.01
169,Paraguay,Wheat,1977,28261,tonnes,Production,0.51,14413.11
169,Paraguay,Wheat,1978,37801,tonnes,Production,0.51,19278.51
169,Paraguay,Wheat,1979,58253,tonnes,Production,0.51,29709.03
169,Paraguay,Wheat,1980,83679,tonnes,Production,0.51,42676.29
169,Paraguay,Wheat,1981,98895,tonnes,Production,0.51,50436.45
169,Paraguay,Wheat,1982,139071,tonnes,Production,0.51,70926.21
169,Paraguay,Wheat,1983,102138,tonnes,Production,0.51,52090.38
169,Paraguay,Wheat,1984,120764,tonnes,Production,0.51,61589.64
169,Paraguay,Wheat,1985,201090,tonnes,Production,0.51,102555.9
169,Paraguay,Wheat,1986,241543,tonnes,Production,0.51,123186.93
169,Paraguay,Wheat,1987,270528,tonnes,Production,0.51,137969.28
169,Paraguay,Wheat,1988,452006,tonnes,Production,0.51,230523.06
169,Paraguay,Wheat,1989,372916,tonnes,Production,0.51,190187.16
169,Paraguay,Wheat,1990,259337,tonnes,Production,0.51,132261.87
169,Paraguay,Wheat,1991,240538,tonnes,Production,0.51,122674.38
169,Paraguay,Wheat,1992,259337,tonnes,Production,0.51,132261.87
169,Paraguay,Wheat,1993,425421,tonnes,Production,0.51,216964.71
169,Paraguay,Wheat,1994,375679,tonnes,Production,0.51,191596.29
169,Paraguay,Wheat,1995,208617,tonnes,Production,0.51,106394.67
169,Paraguay,Wheat,1996,543435,tonnes,Production,0.51,277151.85
169,Paraguay,Wheat,1997,400189,tonnes,Production,0.51,204096.39
169,Paraguay,Wheat,1998,229173,tonnes,Production,0.51,116878.23
169,Paraguay,Wheat,1999,180088,tonnes,Production,0.51,91844.88
169,Paraguay,Wheat,2000,231119,tonnes,Production,0.51,117870.69
169,Paraguay,Wheat,2001,532155,tonnes,Production,0.51,271399.05
169,Paraguay,Wheat,2002,536754,tonnes,Production,0.51,273744.54
169,Paraguay,Wheat,2003,715000,tonnes,Production,0.51,364650
169,Paraguay,Wheat,2004,715000,tonnes,Production,0.51,364650
169,Paraguay,Wheat,2005,800000,tonnes,Production,0.51,408000
169,Paraguay,Wheat,2006,620000,tonnes,Production,0.51,316200
169,Paraguay,Wheat,2007,800000,tonnes,Production,0.51,408000
169,Paraguay,Wheat,2008,799632,tonnes,Production,0.51,407812.32
169,Paraguay,Wheat,2009,1066800,tonnes,Production,0.51,544068
169,Paraguay,Wheat,2010,1401987,tonnes,Production,0.51,715013.37
169,Paraguay,Wheat,2011,1463881,tonnes,Production,0.51,746579.31
169,Paraguay,Wheat,2012,1560600,tonnes,Production,0.51,795906
169,Paraguay,Wheat,2013,1430000,tonnes,Production,0.51,729300
169,Paraguay,Wheat,2014,840000,tonnes,Production,0.51,428400
169,Paraguay,Wheat,2015,1139147,tonnes,Production,0.51,580964.97
169,Paraguay,Wheat,2016,1144000,tonnes,Production,0.51,583440
169,Paraguay,Wheat,2017,1020000,tonnes,Production,0.51,520200
169,Paraguay,Wheat,2018,722400,tonnes,Production,0.51,368424
169,Paraguay,Wheat,2019,1358000,tonnes,Production,0.51,692580
170,Peru,Wheat,1961,153595,tonnes,Production,0.51,78333.45
170,Peru,Wheat,1962,152666,tonnes,Production,0.51,77859.66
170,Peru,Wheat,1963,155500,tonnes,Production,0.51,79305
170,Peru,Wheat,1964,143150,tonnes,Production,0.51,73006.5
170,Peru,Wheat,1965,146720,tonnes,Production,0.51,74827.2
170,Peru,Wheat,1966,145002,tonnes,Production,0.51,73951.02
170,Peru,Wheat,1967,152180,tonnes,Production,0.51,77611.8
170,Peru,Wheat,1968,112912,tonnes,Production,0.51,57585.12
170,Peru,Wheat,1969,136703,tonnes,Production,0.51,69718.53
170,Peru,Wheat,1970,125374,tonnes,Production,0.51,63940.74
170,Peru,Wheat,1971,122225,tonnes,Production,0.51,62334.75
170,Peru,Wheat,1972,120080,tonnes,Production,0.51,61240.8
170,Peru,Wheat,1973,122635,tonnes,Production,0.51,62543.85
170,Peru,Wheat,1974,127364,tonnes,Production,0.51,64955.64
170,Peru,Wheat,1975,126324,tonnes,Production,0.51,64425.24
170,Peru,Wheat,1976,127497,tonnes,Production,0.51,65023.47
170,Peru,Wheat,1977,115385,tonnes,Production,0.51,58846.35
170,Peru,Wheat,1978,104401,tonnes,Production,0.51,53244.51
170,Peru,Wheat,1979,102060,tonnes,Production,0.51,52050.6
170,Peru,Wheat,1980,77148,tonnes,Production,0.51,39345.48
170,Peru,Wheat,1981,116678,tonnes,Production,0.51,59505.78
170,Peru,Wheat,1982,102711,tonnes,Production,0.51,52382.61
170,Peru,Wheat,1983,83720,tonnes,Production,0.51,42697.2
170,Peru,Wheat,1984,87442,tonnes,Production,0.51,44595.42
170,Peru,Wheat,1985,92303,tonnes,Production,0.51,47074.53
170,Peru,Wheat,1986,121143,tonnes,Production,0.51,61782.93
170,Peru,Wheat,1987,130690,tonnes,Production,0.51,66651.9
170,Peru,Wheat,1988,152804,tonnes,Production,0.51,77930.04
170,Peru,Wheat,1989,159305,tonnes,Production,0.51,81245.55
170,Peru,Wheat,1990,88487,tonnes,Production,0.51,45128.37
170,Peru,Wheat,1991,87275,tonnes,Production,0.51,44510.25
170,Peru,Wheat,1992,93787,tonnes,Production,0.51,47831.37
170,Peru,Wheat,1993,125595,tonnes,Production,0.51,64053.45
170,Peru,Wheat,1994,127035,tonnes,Production,0.51,64787.85
170,Peru,Wheat,1995,125048,tonnes,Production,0.51,63774.48
170,Peru,Wheat,1996,146152,tonnes,Production,0.51,74537.52
170,Peru,Wheat,1997,123689,tonnes,Production,0.51,63081.39
170,Peru,Wheat,1998,146640,tonnes,Production,0.51,74786.4
170,Peru,Wheat,1999,169613,tonnes,Production,0.51,86502.63
170,Peru,Wheat,2000,187746,tonnes,Production,0.51,95750.46
170,Peru,Wheat,2001,181805,tonnes,Production,0.51,92720.55
170,Peru,Wheat,2002,186853,tonnes,Production,0.51,95295.03
170,Peru,Wheat,2003,190453,tonnes,Production,0.51,97131.03
170,Peru,Wheat,2004,170411,tonnes,Production,0.51,86909.61
170,Peru,Wheat,2005,178460,tonnes,Production,0.51,91014.6
170,Peru,Wheat,2006,191082,tonnes,Production,0.51,97451.82
170,Peru,Wheat,2007,181552,tonnes,Production,0.51,92591.52
170,Peru,Wheat,2008,206936,tonnes,Production,0.51,105537.36
170,Peru,Wheat,2009,226265,tonnes,Production,0.51,115395.15
170,Peru,Wheat,2010,219454,tonnes,Production,0.51,111921.54
170,Peru,Wheat,2011,214140,tonnes,Production,0.51,109211.4
170,Peru,Wheat,2012,226218,tonnes,Production,0.51,115371.18
170,Peru,Wheat,2013,230105,tonnes,Production,0.51,117353.55
170,Peru,Wheat,2014,218904,tonnes,Production,0.51,111641.04
170,Peru,Wheat,2015,214849,tonnes,Production,0.51,109572.99
170,Peru,Wheat,2016,191108,tonnes,Production,0.51,97465.08
170,Peru,Wheat,2017,192099,tonnes,Production,0.51,97970.49
170,Peru,Wheat,2018,196012,tonnes,Production,0.51,99966.12
170,Peru,Wheat,2019,190560,tonnes,Production,0.51,97185.6
234,Uruguay,Wheat,1961,371536,tonnes,Production,0.51,189483.36
234,Uruguay,Wheat,1962,452089,tonnes,Production,0.51,230565.39
234,Uruguay,Wheat,1963,236540,tonnes,Production,0.51,120635.4
234,Uruguay,Wheat,1964,645816,tonnes,Production,0.51,329366.16
234,Uruguay,Wheat,1965,619905,tonnes,Production,0.51,316151.55
234,Uruguay,Wheat,1966,328760,tonnes,Production,0.51,167667.6
234,Uruguay,Wheat,1967,143776,tonnes,Production,0.51,73325.76
234,Uruguay,Wheat,1968,469790,tonnes,Production,0.51,239592.9
234,Uruguay,Wheat,1969,446882,tonnes,Production,0.51,227909.82
234,Uruguay,Wheat,1970,388328,tonnes,Production,0.51,198047.28
234,Uruguay,Wheat,1971,301599,tonnes,Production,0.51,153815.49
234,Uruguay,Wheat,1972,186543,tonnes,Production,0.51,95136.93
234,Uruguay,Wheat,1973,296844,tonnes,Production,0.51,151390.44
234,Uruguay,Wheat,1974,526499,tonnes,Production,0.51,268514.49
234,Uruguay,Wheat,1975,455662,tonnes,Production,0.51,232387.62
234,Uruguay,Wheat,1976,504938,tonnes,Production,0.51,257518.38
234,Uruguay,Wheat,1977,173235,tonnes,Production,0.51,88349.85
234,Uruguay,Wheat,1978,174269,tonnes,Production,0.51,88877.19
234,Uruguay,Wheat,1979,435281,tonnes,Production,0.51,221993.31
234,Uruguay,Wheat,1980,306577,tonnes,Production,0.51,156354.27
234,Uruguay,Wheat,1981,387768,tonnes,Production,0.51,197761.68
234,Uruguay,Wheat,1982,363144,tonnes,Production,0.51,185203.44
234,Uruguay,Wheat,1983,418723,tonnes,Production,0.51,213548.73
234,Uruguay,Wheat,1984,348861,tonnes,Production,0.51,177919.11
234,Uruguay,Wheat,1985,246143,tonnes,Production,0.51,125532.93
234,Uruguay,Wheat,1986,231730,tonnes,Production,0.51,118182.3
234,Uruguay,Wheat,1987,307824,tonnes,Production,0.51,156990.24
234,Uruguay,Wheat,1988,413575,tonnes,Production,0.51,210923.25
234,Uruguay,Wheat,1989,542378,tonnes,Production,0.51,276612.78
234,Uruguay,Wheat,1990,417400,tonnes,Production,0.51,212874
234,Uruguay,Wheat,1991,188300,tonnes,Production,0.51,96033
234,Uruguay,Wheat,1992,342300,tonnes,Production,0.51,174573
234,Uruguay,Wheat,1993,343900,tonnes,Production,0.51,175389
234,Uruguay,Wheat,1994,486900,tonnes,Production,0.51,248319
234,Uruguay,Wheat,1995,392900,tonnes,Production,0.51,200379
234,Uruguay,Wheat,1996,649700,tonnes,Production,0.51,331347
234,Uruguay,Wheat,1997,504800,tonnes,Production,0.51,257448
234,Uruguay,Wheat,1998,559200,tonnes,Production,0.51,285192
234,Uruguay,Wheat,1999,383900,tonnes,Production,0.51,195789
234,Uruguay,Wheat,2000,324400,tonnes,Production,0.51,165444
234,Uruguay,Wheat,2001,143600,tonnes,Production,0.51,73236
234,Uruguay,Wheat,2002,270000,tonnes,Production,0.51,137700
234,Uruguay,Wheat,2003,205800,tonnes,Production,0.51,104958
234,Uruguay,Wheat,2004,326000,tonnes,Production,0.51,166260
234,Uruguay,Wheat,2005,532600,tonnes,Production,0.51,271626
234,Uruguay,Wheat,2006,454100,tonnes,Production,0.51,231591
234,Uruguay,Wheat,2007,611200,tonnes,Production,0.51,311712
234,Uruguay,Wheat,2008,697143,tonnes,Production,0.51,355542.93
234,Uruguay,Wheat,2009,1356600,tonnes,Production,0.51,691866
234,Uruguay,Wheat,2010,1844416,tonnes,Production,0.51,940652.16
234,Uruguay,Wheat,2011,1300700,tonnes,Production,0.51,663357
234,Uruguay,Wheat,2012,2016300,tonnes,Production,0.51,1028313
234,Uruguay,Wheat,2013,982000,tonnes,Production,0.51,500820
234,Uruguay,Wheat,2014,1532796,tonnes,Production,0.51,781725.96
234,Uruguay,Wheat,2015,1076000,tonnes,Production,0.51,548760
234,Uruguay,Wheat,2016,1191000,tonnes,Production,0.51,607410
234,Uruguay,Wheat,2017,757000,tonnes,Production,0.51,386070
234,Uruguay,Wheat,2018,440000,tonnes,Production,0.51,224400
234,Uruguay,Wheat,2019,727600,tonnes,Production,0.51,371076
236,Venezuela (Bolivarian Republic of),Wheat,1961,1228,tonnes,Production,0.51,626.28
236,Venezuela (Bolivarian Republic of),Wheat,1962,622,tonnes,Production,0.51,317.22
236,Venezuela (Bolivarian Republic of),Wheat,1963,1105,tonnes,Production,0.51,563.55
236,Venezuela (Bolivarian Republic of),Wheat,1964,1200,tonnes,Production,0.51,612
236,Venezuela (Bolivarian Republic of),Wheat,1965,1308,tonnes,Production,0.51,667.08
236,Venezuela (Bolivarian Republic of),Wheat,1966,1427,tonnes,Production,0.51,727.77
236,Venezuela (Bolivarian Republic of),Wheat,1967,1555,tonnes,Production,0.51,793.05
236,Venezuela (Bolivarian Republic of),Wheat,1968,821,tonnes,Production,0.51,418.71
236,Venezuela (Bolivarian Republic of),Wheat,1969,486,tonnes,Production,0.51,247.86
236,Venezuela (Bolivarian Republic of),Wheat,1970,510,tonnes,Production,0.51,260.1
236,Venezuela (Bolivarian Republic of),Wheat,1971,609,tonnes,Production,0.51,310.59
236,Venezuela (Bolivarian Republic of),Wheat,1972,639,tonnes,Production,0.51,325.89
236,Venezuela (Bolivarian Republic of),Wheat,1973,682,tonnes,Production,0.51,347.82
236,Venezuela (Bolivarian Republic of),Wheat,1974,627,tonnes,Production,0.51,319.77
236,Venezuela (Bolivarian Republic of),Wheat,1975,532,tonnes,Production,0.51,271.32
236,Venezuela (Bolivarian Republic of),Wheat,1976,560,tonnes,Production,0.51,285.6
236,Venezuela (Bolivarian Republic of),Wheat,1977,558,tonnes,Production,0.51,284.58
236,Venezuela (Bolivarian Republic of),Wheat,1978,571,tonnes,Production,0.51,291.21
236,Venezuela (Bolivarian Republic of),Wheat,1979,415,tonnes,Production,0.51,211.65
236,Venezuela (Bolivarian Republic of),Wheat,1980,437,tonnes,Production,0.51,222.87
236,Venezuela (Bolivarian Republic of),Wheat,1981,420,tonnes,Production,0.51,214.2
236,Venezuela (Bolivarian Republic of),Wheat,1982,347,tonnes,Production,0.51,176.97
236,Venezuela (Bolivarian Republic of),Wheat,1983,303,tonnes,Production,0.51,154.53
236,Venezuela (Bolivarian Republic of),Wheat,1984,291,tonnes,Production,0.51,148.41
236,Venezuela (Bolivarian Republic of),Wheat,1985,314,tonnes,Production,0.51,160.14
236,Venezuela (Bolivarian Republic of),Wheat,1986,297,tonnes,Production,0.51,151.47
236,Venezuela (Bolivarian Republic of),Wheat,1987,306,tonnes,Production,0.51,156.06
236,Venezuela (Bolivarian Republic of),Wheat,1988,319,tonnes,Production,0.51,162.69
236,Venezuela (Bolivarian Republic of),Wheat,1989,302,tonnes,Production,0.51,154.02
236,Venezuela (Bolivarian Republic of),Wheat,1990,310,tonnes,Production,0.51,158.1
236,Venezuela (Bolivarian Republic of),Wheat,1991,310,tonnes,Production,0.51,158.1
236,Venezuela (Bolivarian Republic of),Wheat,1992,310,tonnes,Production,0.51,158.1
236,Venezuela (Bolivarian Republic of),Wheat,1993,310,tonnes,Production,0.51,158.1
236,Venezuela (Bolivarian Republic of),Wheat,1994,310,tonnes,Production,0.51,158.1
236,Venezuela (Bolivarian Republic of),Wheat,1995,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,1996,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,1997,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,1998,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,1999,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,2000,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,2001,585,tonnes,Production,0.51,298.35
236,Venezuela (Bolivarian Republic of),Wheat,2002,54,tonnes,Production,0.51,27.54
236,Venezuela (Bolivarian Republic of),Wheat,2003,152,tonnes,Production,0.51,77.52
236,Venezuela (Bolivarian Republic of),Wheat,2004,264,tonnes,Production,0.51,134.64
236,Venezuela (Bolivarian Republic of),Wheat,2005,517,tonnes,Production,0.51,263.67
236,Venezuela (Bolivarian Republic of),Wheat,2006,220,tonnes,Production,0.51,112.2
236,Venezuela (Bolivarian Republic of),Wheat,2007,213,tonnes,Production,0.51,108.63
236,Venezuela (Bolivarian Republic of),Wheat,2008,230,tonnes,Production,0.51,117.3
236,Venezuela (Bolivarian Republic of),Wheat,2009,143,tonnes,Production,0.51,72.93
236,Venezuela (Bolivarian Republic of),Wheat,2010,183,tonnes,Production,0.51,93.33
236,Venezuela (Bolivarian Republic of),Wheat,2011,204,tonnes,Production,0.51,104.04
236,Venezuela (Bolivarian Republic of),Wheat,2012,218,tonnes,Production,0.51,111.18
236,Venezuela (Bolivarian Republic of),Wheat,2013,161,tonnes,Production,0.51,82.11
