Area Code (FAO),Nation,Item,Year,yf_agrc_coffee_tonne_ha,Unit,Element
60,El Salvador,"Coffee, green",2004,5190,hg/ha,Yield
60,El Salvador,"Coffee, green",2005,5474,hg/ha,Yield
60,El Salvador,"Coffee, green",2006,5492,hg/ha,Yield
60,El Salvador,"Coffee, green",2007,6269,hg/ha,Yield
60,El Salvador,"Coffee, green",2008,6352,hg/ha,Yield
60,El Salvador,"Coffee, green",2009,4978,hg/ha,Yield
60,El Salvador,"Coffee, green",2010,7394,hg/ha,Yield
60,El Salvador,"Coffee, green",2011,5866,hg/ha,Yield
60,El Salvador,"Coffee, green",2012,6394,hg/ha,Yield
60,El Salvador,"Coffee, green",2013,2350,hg/ha,Yield
60,El Salvador,"Coffee, green",2014,2998,hg/ha,Yield
60,El Salvador,"Coffee, green",2015,2549,hg/ha,Yield
60,El Salvador,"Coffee, green",2016,2760,hg/ha,Yield
60,El Salvador,"Coffee, green",2017,2957,hg/ha,Yield
60,El Salvador,"Coffee, green",2018,2785,hg/ha,Yield
60,El Salvador,"Coffee, green",2019,2475,hg/ha,Yield
89,Guatemala,"Coffee, green",1961,4374,hg/ha,Yield
89,Guatemala,"Coffee, green",1962,5073,hg/ha,Yield
89,Guatemala,"Coffee, green",1963,4443,hg/ha,Yield
89,Guatemala,"Coffee, green",1964,4439,hg/ha,Yield
89,Guatemala,"Coffee, green",1965,5321,hg/ha,Yield
89,Guatemala,"Coffee, green",1966,4481,hg/ha,Yield
89,Guatemala,"Coffee, green",1967,4319,hg/ha,Yield
89,Guatemala,"Coffee, green",1968,4742,hg/ha,Yield
89,Guatemala,"Coffee, green",1969,5008,hg/ha,Yield
89,Guatemala,"Coffee, green",1970,5634,hg/ha,Yield
89,Guatemala,"Coffee, green",1971,5706,hg/ha,Yield
89,Guatemala,"Coffee, green",1972,5819,hg/ha,Yield
89,Guatemala,"Coffee, green",1973,5724,hg/ha,Yield
89,Guatemala,"Coffee, green",1974,6256,hg/ha,Yield
89,Guatemala,"Coffee, green",1975,5415,hg/ha,Yield
89,Guatemala,"Coffee, green",1976,6131,hg/ha,Yield
89,Guatemala,"Coffee, green",1977,6506,hg/ha,Yield
89,Guatemala,"Coffee, green",1978,6637,hg/ha,Yield
89,Guatemala,"Coffee, green",1979,6448,hg/ha,Yield
89,Guatemala,"Coffee, green",1980,7285,hg/ha,Yield
89,Guatemala,"Coffee, green",1981,7357,hg/ha,Yield
89,Guatemala,"Coffee, green",1982,6949,hg/ha,Yield
89,Guatemala,"Coffee, green",1983,6862,hg/ha,Yield
89,Guatemala,"Coffee, green",1984,8486,hg/ha,Yield
89,Guatemala,"Coffee, green",1985,7916,hg/ha,Yield
89,Guatemala,"Coffee, green",1986,8315,hg/ha,Yield
89,Guatemala,"Coffee, green",1987,8900,hg/ha,Yield
89,Guatemala,"Coffee, green",1988,7650,hg/ha,Yield
89,Guatemala,"Coffee, green",1989,8239,hg/ha,Yield
89,Guatemala,"Coffee, green",1990,8297,hg/ha,Yield
89,Guatemala,"Coffee, green",1991,7376,hg/ha,Yield
89,Guatemala,"Coffee, green",1992,7870,hg/ha,Yield
89,Guatemala,"Coffee, green",1993,7949,hg/ha,Yield
89,Guatemala,"Coffee, green",1994,8163,hg/ha,Yield
89,Guatemala,"Coffee, green",1995,7931,hg/ha,Yield
89,Guatemala,"Coffee, green",1996,9020,hg/ha,Yield
89,Guatemala,"Coffee, green",1997,10088,hg/ha,Yield
89,Guatemala,"Coffee, green",1998,9734,hg/ha,Yield
89,Guatemala,"Coffee, green",1999,10752,hg/ha,Yield
89,Guatemala,"Coffee, green",2000,11431,hg/ha,Yield
89,Guatemala,"Coffee, green",2001,9954,hg/ha,Yield
89,Guatemala,"Coffee, green",2002,9736,hg/ha,Yield
89,Guatemala,"Coffee, green",2003,9873,hg/ha,Yield
89,Guatemala,"Coffee, green",2004,10119,hg/ha,Yield
89,Guatemala,"Coffee, green",2005,10038,hg/ha,Yield
89,Guatemala,"Coffee, green",2006,9717,hg/ha,Yield
89,Guatemala,"Coffee, green",2007,10001,hg/ha,Yield
89,Guatemala,"Coffee, green",2008,10254,hg/ha,Yield
89,Guatemala,"Coffee, green",2009,9948,hg/ha,Yield
89,Guatemala,"Coffee, green",2010,9937,hg/ha,Yield
89,Guatemala,"Coffee, green",2011,10415,hg/ha,Yield
89,Guatemala,"Coffee, green",2012,10712,hg/ha,Yield
89,Guatemala,"Coffee, green",2013,9922,hg/ha,Yield
89,Guatemala,"Coffee, green",2014,8675,hg/ha,Yield
89,Guatemala,"Coffee, green",2015,8375,hg/ha,Yield
89,Guatemala,"Coffee, green",2016,8613,hg/ha,Yield
89,Guatemala,"Coffee, green",2017,8715,hg/ha,Yield
89,Guatemala,"Coffee, green",2018,7909,hg/ha,Yield
89,Guatemala,"Coffee, green",2019,7300,hg/ha,Yield
91,Guyana,"Coffee, green",1961,7325,hg/ha,Yield
91,Guyana,"Coffee, green",1962,7338,hg/ha,Yield
91,Guyana,"Coffee, green",1963,4817,hg/ha,Yield
91,Guyana,"Coffee, green",1964,8229,hg/ha,Yield
91,Guyana,"Coffee, green",1965,8323,hg/ha,Yield
91,Guyana,"Coffee, green",1966,8026,hg/ha,Yield
91,Guyana,"Coffee, green",1967,10246,hg/ha,Yield
91,Guyana,"Coffee, green",1968,10301,hg/ha,Yield
91,Guyana,"Coffee, green",1969,5407,hg/ha,Yield
91,Guyana,"Coffee, green",1970,5557,hg/ha,Yield
91,Guyana,"Coffee, green",1971,5743,hg/ha,Yield
91,Guyana,"Coffee, green",1972,5653,hg/ha,Yield
91,Guyana,"Coffee, green",1973,5622,hg/ha,Yield
91,Guyana,"Coffee, green",1974,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1975,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1976,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1977,6800,hg/ha,Yield
91,Guyana,"Coffee, green",1978,7600,hg/ha,Yield
91,Guyana,"Coffee, green",1979,8800,hg/ha,Yield
91,Guyana,"Coffee, green",1980,10400,hg/ha,Yield
91,Guyana,"Coffee, green",1981,10400,hg/ha,Yield
91,Guyana,"Coffee, green",1982,9000,hg/ha,Yield
91,Guyana,"Coffee, green",1983,8500,hg/ha,Yield
91,Guyana,"Coffee, green",1984,5508,hg/ha,Yield
91,Guyana,"Coffee, green",1985,5692,hg/ha,Yield
91,Guyana,"Coffee, green",1986,6143,hg/ha,Yield
91,Guyana,"Coffee, green",1987,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1988,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1989,6000,hg/ha,Yield
91,Guyana,"Coffee, green",1990,6173,hg/ha,Yield
91,Guyana,"Coffee, green",1991,4076,hg/ha,Yield
91,Guyana,"Coffee, green",1992,4237,hg/ha,Yield
91,Guyana,"Coffee, green",1993,4399,hg/ha,Yield
91,Guyana,"Coffee, green",1994,4559,hg/ha,Yield
91,Guyana,"Coffee, green",1995,4710,hg/ha,Yield
91,Guyana,"Coffee, green",1996,4974,hg/ha,Yield
91,Guyana,"Coffee, green",1997,5019,hg/ha,Yield
91,Guyana,"Coffee, green",1998,4533,hg/ha,Yield
91,Guyana,"Coffee, green",1999,4000,hg/ha,Yield
91,Guyana,"Coffee, green",2000,4688,hg/ha,Yield
91,Guyana,"Coffee, green",2001,4371,hg/ha,Yield
91,Guyana,"Coffee, green",2002,7500,hg/ha,Yield
91,Guyana,"Coffee, green",2003,7500,hg/ha,Yield
91,Guyana,"Coffee, green",2004,7500,hg/ha,Yield
91,Guyana,"Coffee, green",2005,7442,hg/ha,Yield
91,Guyana,"Coffee, green",2006,7442,hg/ha,Yield
91,Guyana,"Coffee, green",2007,7385,hg/ha,Yield
91,Guyana,"Coffee, green",2008,7385,hg/ha,Yield
91,Guyana,"Coffee, green",2009,7500,hg/ha,Yield
91,Guyana,"Coffee, green",2010,7500,hg/ha,Yield
91,Guyana,"Coffee, green",2011,7434,hg/ha,Yield
91,Guyana,"Coffee, green",2012,7434,hg/ha,Yield
91,Guyana,"Coffee, green",2013,7368,hg/ha,Yield
91,Guyana,"Coffee, green",2014,7491,hg/ha,Yield
91,Guyana,"Coffee, green",2015,7660,hg/ha,Yield
91,Guyana,"Coffee, green",2016,7535,hg/ha,Yield
91,Guyana,"Coffee, green",2017,7553,hg/ha,Yield
91,Guyana,"Coffee, green",2018,7566,hg/ha,Yield
91,Guyana,"Coffee, green",2019,7597,hg/ha,Yield
93,Haiti,"Coffee, green",1961,5715,hg/ha,Yield
93,Haiti,"Coffee, green",1962,5310,hg/ha,Yield
93,Haiti,"Coffee, green",1963,5830,hg/ha,Yield
93,Haiti,"Coffee, green",1964,5143,hg/ha,Yield
93,Haiti,"Coffee, green",1965,5246,hg/ha,Yield
93,Haiti,"Coffee, green",1966,5090,hg/ha,Yield
93,Haiti,"Coffee, green",1967,5267,hg/ha,Yield
93,Haiti,"Coffee, green",1968,5030,hg/ha,Yield
93,Haiti,"Coffee, green",1969,5000,hg/ha,Yield
93,Haiti,"Coffee, green",1970,5435,hg/ha,Yield
93,Haiti,"Coffee, green",1971,5400,hg/ha,Yield
93,Haiti,"Coffee, green",1972,5250,hg/ha,Yield
93,Haiti,"Coffee, green",1973,5077,hg/ha,Yield
93,Haiti,"Coffee, green",1974,5200,hg/ha,Yield
93,Haiti,"Coffee, green",1975,5200,hg/ha,Yield
93,Haiti,"Coffee, green",1976,4966,hg/ha,Yield
93,Haiti,"Coffee, green",1977,5190,hg/ha,Yield
93,Haiti,"Coffee, green",1978,5112,hg/ha,Yield
93,Haiti,"Coffee, green",1979,5018,hg/ha,Yield
93,Haiti,"Coffee, green",1980,5047,hg/ha,Yield
93,Haiti,"Coffee, green",1981,5115,hg/ha,Yield
93,Haiti,"Coffee, green",1982,4962,hg/ha,Yield
93,Haiti,"Coffee, green",1983,5143,hg/ha,Yield
93,Haiti,"Coffee, green",1984,5034,hg/ha,Yield
93,Haiti,"Coffee, green",1985,4986,hg/ha,Yield
93,Haiti,"Coffee, green",1986,4967,hg/ha,Yield
93,Haiti,"Coffee, green",1987,5015,hg/ha,Yield
93,Haiti,"Coffee, green",1988,5026,hg/ha,Yield
93,Haiti,"Coffee, green",1989,4993,hg/ha,Yield
93,Haiti,"Coffee, green",1990,5027,hg/ha,Yield
93,Haiti,"Coffee, green",1991,4963,hg/ha,Yield
93,Haiti,"Coffee, green",1992,4974,hg/ha,Yield
93,Haiti,"Coffee, green",1993,4667,hg/ha,Yield
93,Haiti,"Coffee, green",1994,5000,hg/ha,Yield
93,Haiti,"Coffee, green",1995,5000,hg/ha,Yield
93,Haiti,"Coffee, green",1996,5000,hg/ha,Yield
93,Haiti,"Coffee, green",1997,5044,hg/ha,Yield
93,Haiti,"Coffee, green",1998,5080,hg/ha,Yield
93,Haiti,"Coffee, green",1999,5114,hg/ha,Yield
93,Haiti,"Coffee, green",2000,5190,hg/ha,Yield
93,Haiti,"Coffee, green",2001,5185,hg/ha,Yield
93,Haiti,"Coffee, green",2002,5192,hg/ha,Yield
93,Haiti,"Coffee, green",2003,5190,hg/ha,Yield
93,Haiti,"Coffee, green",2004,5188,hg/ha,Yield
93,Haiti,"Coffee, green",2005,5185,hg/ha,Yield
93,Haiti,"Coffee, green",2006,5180,hg/ha,Yield
93,Haiti,"Coffee, green",2007,5188,hg/ha,Yield
93,Haiti,"Coffee, green",2008,5185,hg/ha,Yield
93,Haiti,"Coffee, green",2009,5183,hg/ha,Yield
93,Haiti,"Coffee, green",2010,5184,hg/ha,Yield
93,Haiti,"Coffee, green",2011,5165,hg/ha,Yield
93,Haiti,"Coffee, green",2012,5164,hg/ha,Yield
93,Haiti,"Coffee, green",2013,5164,hg/ha,Yield
93,Haiti,"Coffee, green",2014,5183,hg/ha,Yield
93,Haiti,"Coffee, green",2015,5189,hg/ha,Yield
93,Haiti,"Coffee, green",2016,5170,hg/ha,Yield
93,Haiti,"Coffee, green",2017,5171,hg/ha,Yield
93,Haiti,"Coffee, green",2018,5171,hg/ha,Yield
93,Haiti,"Coffee, green",2019,5171,hg/ha,Yield
95,Honduras,"Coffee, green",1961,2767,hg/ha,Yield
95,Honduras,"Coffee, green",1962,3475,hg/ha,Yield
95,Honduras,"Coffee, green",1963,3485,hg/ha,Yield
95,Honduras,"Coffee, green",1964,3399,hg/ha,Yield
95,Honduras,"Coffee, green",1965,3992,hg/ha,Yield
95,Honduras,"Coffee, green",1966,3612,hg/ha,Yield
95,Honduras,"Coffee, green",1967,3693,hg/ha,Yield
95,Honduras,"Coffee, green",1968,3771,hg/ha,Yield
95,Honduras,"Coffee, green",1969,3847,hg/ha,Yield
95,Honduras,"Coffee, green",1970,3919,hg/ha,Yield
95,Honduras,"Coffee, green",1971,3988,hg/ha,Yield
95,Honduras,"Coffee, green",1972,4055,hg/ha,Yield
95,Honduras,"Coffee, green",1973,4112,hg/ha,Yield
95,Honduras,"Coffee, green",1974,4182,hg/ha,Yield
95,Honduras,"Coffee, green",1975,4242,hg/ha,Yield
95,Honduras,"Coffee, green",1976,4300,hg/ha,Yield
95,Honduras,"Coffee, green",1977,4356,hg/ha,Yield
95,Honduras,"Coffee, green",1978,5215,hg/ha,Yield
95,Honduras,"Coffee, green",1979,6107,hg/ha,Yield
95,Honduras,"Coffee, green",1980,5407,hg/ha,Yield
95,Honduras,"Coffee, green",1981,6133,hg/ha,Yield
95,Honduras,"Coffee, green",1982,5912,hg/ha,Yield
95,Honduras,"Coffee, green",1983,6425,hg/ha,Yield
95,Honduras,"Coffee, green",1984,5929,hg/ha,Yield
95,Honduras,"Coffee, green",1985,6048,hg/ha,Yield
95,Honduras,"Coffee, green",1986,6218,hg/ha,Yield
95,Honduras,"Coffee, green",1987,6404,hg/ha,Yield
95,Honduras,"Coffee, green",1988,7446,hg/ha,Yield
95,Honduras,"Coffee, green",1989,7104,hg/ha,Yield
95,Honduras,"Coffee, green",1990,8344,hg/ha,Yield
95,Honduras,"Coffee, green",1991,6947,hg/ha,Yield
95,Honduras,"Coffee, green",1992,7503,hg/ha,Yield
95,Honduras,"Coffee, green",1993,7336,hg/ha,Yield
95,Honduras,"Coffee, green",1994,7050,hg/ha,Yield
95,Honduras,"Coffee, green",1995,7208,hg/ha,Yield
95,Honduras,"Coffee, green",1996,7133,hg/ha,Yield
95,Honduras,"Coffee, green",1997,8404,hg/ha,Yield
95,Honduras,"Coffee, green",1998,8662,hg/ha,Yield
95,Honduras,"Coffee, green",1999,7674,hg/ha,Yield
95,Honduras,"Coffee, green",2000,9172,hg/ha,Yield
95,Honduras,"Coffee, green",2001,9491,hg/ha,Yield
95,Honduras,"Coffee, green",2002,8447,hg/ha,Yield
95,Honduras,"Coffee, green",2003,7673,hg/ha,Yield
95,Honduras,"Coffee, green",2004,7830,hg/ha,Yield
95,Honduras,"Coffee, green",2005,7995,hg/ha,Yield
95,Honduras,"Coffee, green",2006,8545,hg/ha,Yield
95,Honduras,"Coffee, green",2007,9887,hg/ha,Yield
95,Honduras,"Coffee, green",2008,9957,hg/ha,Yield
95,Honduras,"Coffee, green",2009,9530,hg/ha,Yield
95,Honduras,"Coffee, green",2010,7796,hg/ha,Yield
95,Honduras,"Coffee, green",2011,8659,hg/ha,Yield
95,Honduras,"Coffee, green",2012,9894,hg/ha,Yield
95,Honduras,"Coffee, green",2013,9833,hg/ha,Yield
95,Honduras,"Coffee, green",2014,10453,hg/ha,Yield
95,Honduras,"Coffee, green",2015,12324,hg/ha,Yield
95,Honduras,"Coffee, green",2016,12674,hg/ha,Yield
95,Honduras,"Coffee, green",2017,10981,hg/ha,Yield
95,Honduras,"Coffee, green",2018,11195,hg/ha,Yield
95,Honduras,"Coffee, green",2019,11316,hg/ha,Yield
109,Jamaica,"Coffee, green",1961,3395,hg/ha,Yield
109,Jamaica,"Coffee, green",1962,3029,hg/ha,Yield
109,Jamaica,"Coffee, green",1963,3091,hg/ha,Yield
109,Jamaica,"Coffee, green",1964,3072,hg/ha,Yield
109,Jamaica,"Coffee, green",1965,3391,hg/ha,Yield
109,Jamaica,"Coffee, green",1966,2908,hg/ha,Yield
109,Jamaica,"Coffee, green",1967,3111,hg/ha,Yield
109,Jamaica,"Coffee, green",1968,3081,hg/ha,Yield
109,Jamaica,"Coffee, green",1969,2483,hg/ha,Yield
109,Jamaica,"Coffee, green",1970,2777,hg/ha,Yield
109,Jamaica,"Coffee, green",1971,2263,hg/ha,Yield
109,Jamaica,"Coffee, green",1972,1891,hg/ha,Yield
109,Jamaica,"Coffee, green",1973,2084,hg/ha,Yield
109,Jamaica,"Coffee, green",1974,2702,hg/ha,Yield
109,Jamaica,"Coffee, green",1975,2636,hg/ha,Yield
109,Jamaica,"Coffee, green",1976,3215,hg/ha,Yield
109,Jamaica,"Coffee, green",1977,2626,hg/ha,Yield
109,Jamaica,"Coffee, green",1978,2954,hg/ha,Yield
109,Jamaica,"Coffee, green",1979,1474,hg/ha,Yield
109,Jamaica,"Coffee, green",1980,4432,hg/ha,Yield
109,Jamaica,"Coffee, green",1981,2507,hg/ha,Yield
109,Jamaica,"Coffee, green",1982,2756,hg/ha,Yield
109,Jamaica,"Coffee, green",1983,2967,hg/ha,Yield
109,Jamaica,"Coffee, green",1984,3173,hg/ha,Yield
109,Jamaica,"Coffee, green",1985,2316,hg/ha,Yield
109,Jamaica,"Coffee, green",1986,3085,hg/ha,Yield
109,Jamaica,"Coffee, green",1987,3015,hg/ha,Yield
109,Jamaica,"Coffee, green",1988,4056,hg/ha,Yield
109,Jamaica,"Coffee, green",1989,3938,hg/ha,Yield
109,Jamaica,"Coffee, green",1990,4000,hg/ha,Yield
109,Jamaica,"Coffee, green",1991,4145,hg/ha,Yield
109,Jamaica,"Coffee, green",1992,4465,hg/ha,Yield
109,Jamaica,"Coffee, green",1993,4167,hg/ha,Yield
109,Jamaica,"Coffee, green",1994,4473,hg/ha,Yield
109,Jamaica,"Coffee, green",1995,4691,hg/ha,Yield
109,Jamaica,"Coffee, green",1996,4607,hg/ha,Yield
109,Jamaica,"Coffee, green",1997,5128,hg/ha,Yield
109,Jamaica,"Coffee, green",1998,4350,hg/ha,Yield
109,Jamaica,"Coffee, green",1999,4588,hg/ha,Yield
109,Jamaica,"Coffee, green",2000,4353,hg/ha,Yield
109,Jamaica,"Coffee, green",2001,5143,hg/ha,Yield
109,Jamaica,"Coffee, green",2002,4929,hg/ha,Yield
109,Jamaica,"Coffee, green",2003,5410,hg/ha,Yield
109,Jamaica,"Coffee, green",2004,4286,hg/ha,Yield
109,Jamaica,"Coffee, green",2005,10592,hg/ha,Yield
109,Jamaica,"Coffee, green",2006,11013,hg/ha,Yield
109,Jamaica,"Coffee, green",2007,13437,hg/ha,Yield
109,Jamaica,"Coffee, green",2008,8031,hg/ha,Yield
109,Jamaica,"Coffee, green",2009,8861,hg/ha,Yield
109,Jamaica,"Coffee, green",2010,10134,hg/ha,Yield
109,Jamaica,"Coffee, green",2011,9410,hg/ha,Yield
109,Jamaica,"Coffee, green",2012,8916,hg/ha,Yield
109,Jamaica,"Coffee, green",2013,8730,hg/ha,Yield
109,Jamaica,"Coffee, green",2014,6792,hg/ha,Yield
109,Jamaica,"Coffee, green",2015,7630,hg/ha,Yield
109,Jamaica,"Coffee, green",2016,8188,hg/ha,Yield
109,Jamaica,"Coffee, green",2017,7613,hg/ha,Yield
109,Jamaica,"Coffee, green",2018,7478,hg/ha,Yield
109,Jamaica,"Coffee, green",2019,7343,hg/ha,Yield
138,Mexico,"Coffee, green",1961,4120,hg/ha,Yield
138,Mexico,"Coffee, green",1962,4446,hg/ha,Yield
138,Mexico,"Coffee, green",1963,4246,hg/ha,Yield
138,Mexico,"Coffee, green",1964,4478,hg/ha,Yield
138,Mexico,"Coffee, green",1965,4632,hg/ha,Yield
138,Mexico,"Coffee, green",1966,5170,hg/ha,Yield
138,Mexico,"Coffee, green",1967,5791,hg/ha,Yield
138,Mexico,"Coffee, green",1968,5545,hg/ha,Yield
138,Mexico,"Coffee, green",1969,5609,hg/ha,Yield
138,Mexico,"Coffee, green",1970,5639,hg/ha,Yield
138,Mexico,"Coffee, green",1971,4926,hg/ha,Yield
138,Mexico,"Coffee, green",1972,5441,hg/ha,Yield
138,Mexico,"Coffee, green",1973,5857,hg/ha,Yield
138,Mexico,"Coffee, green",1974,5912,hg/ha,Yield
138,Mexico,"Coffee, green",1975,6111,hg/ha,Yield
138,Mexico,"Coffee, green",1976,5731,hg/ha,Yield
138,Mexico,"Coffee, green",1977,4674,hg/ha,Yield
138,Mexico,"Coffee, green",1978,6141,hg/ha,Yield
138,Mexico,"Coffee, green",1979,5452,hg/ha,Yield
138,Mexico,"Coffee, green",1980,4627,hg/ha,Yield
138,Mexico,"Coffee, green",1981,5288,hg/ha,Yield
138,Mexico,"Coffee, green",1982,4766,hg/ha,Yield
138,Mexico,"Coffee, green",1983,5534,hg/ha,Yield
138,Mexico,"Coffee, green",1984,4653,hg/ha,Yield
138,Mexico,"Coffee, green",1985,5093,hg/ha,Yield
138,Mexico,"Coffee, green",1986,5866,hg/ha,Yield
138,Mexico,"Coffee, green",1987,5340,hg/ha,Yield
138,Mexico,"Coffee, green",1988,6056,hg/ha,Yield
138,Mexico,"Coffee, green",1989,5065,hg/ha,Yield
138,Mexico,"Coffee, green",1990,7493,hg/ha,Yield
138,Mexico,"Coffee, green",1991,5197,hg/ha,Yield
138,Mexico,"Coffee, green",1992,5241,hg/ha,Yield
138,Mexico,"Coffee, green",1993,4810,hg/ha,Yield
138,Mexico,"Coffee, green",1994,4377,hg/ha,Yield
138,Mexico,"Coffee, green",1995,4476,hg/ha,Yield
138,Mexico,"Coffee, green",1996,5020,hg/ha,Yield
138,Mexico,"Coffee, green",1997,5336,hg/ha,Yield
138,Mexico,"Coffee, green",1998,4084,hg/ha,Yield
138,Mexico,"Coffee, green",1999,4180,hg/ha,Yield
138,Mexico,"Coffee, green",2000,4822,hg/ha,Yield
138,Mexico,"Coffee, green",2001,4054,hg/ha,Yield
138,Mexico,"Coffee, green",2002,4320,hg/ha,Yield
138,Mexico,"Coffee, green",2003,4185,hg/ha,Yield
138,Mexico,"Coffee, green",2004,4108,hg/ha,Yield
138,Mexico,"Coffee, green",2005,3862,hg/ha,Yield
138,Mexico,"Coffee, green",2006,3663,hg/ha,Yield
138,Mexico,"Coffee, green",2007,3479,hg/ha,Yield
138,Mexico,"Coffee, green",2008,3396,hg/ha,Yield
138,Mexico,"Coffee, green",2009,3454,hg/ha,Yield
138,Mexico,"Coffee, green",2010,3308,hg/ha,Yield
138,Mexico,"Coffee, green",2011,3445,hg/ha,Yield
138,Mexico,"Coffee, green",2012,3540,hg/ha,Yield
138,Mexico,"Coffee, green",2013,3308,hg/ha,Yield
138,Mexico,"Coffee, green",2014,3070,hg/ha,Yield
138,Mexico,"Coffee, green",2015,2842,hg/ha,Yield
138,Mexico,"Coffee, green",2016,2350,hg/ha,Yield
138,Mexico,"Coffee, green",2017,2408,hg/ha,Yield
138,Mexico,"Coffee, green",2018,2514,hg/ha,Yield
138,Mexico,"Coffee, green",2019,2633,hg/ha,Yield
157,Nicaragua,"Coffee, green",1961,2762,hg/ha,Yield
157,Nicaragua,"Coffee, green",1962,3506,hg/ha,Yield
157,Nicaragua,"Coffee, green",1963,3082,hg/ha,Yield
157,Nicaragua,"Coffee, green",1964,4472,hg/ha,Yield
157,Nicaragua,"Coffee, green",1965,3424,hg/ha,Yield
157,Nicaragua,"Coffee, green",1966,2648,hg/ha,Yield
157,Nicaragua,"Coffee, green",1967,3377,hg/ha,Yield
157,Nicaragua,"Coffee, green",1968,3461,hg/ha,Yield
157,Nicaragua,"Coffee, green",1969,3896,hg/ha,Yield
157,Nicaragua,"Coffee, green",1970,4688,hg/ha,Yield
157,Nicaragua,"Coffee, green",1971,5067,hg/ha,Yield
157,Nicaragua,"Coffee, green",1972,4224,hg/ha,Yield
157,Nicaragua,"Coffee, green",1973,4387,hg/ha,Yield
157,Nicaragua,"Coffee, green",1974,4895,hg/ha,Yield
157,Nicaragua,"Coffee, green",1975,5821,hg/ha,Yield
157,Nicaragua,"Coffee, green",1976,6704,hg/ha,Yield
157,Nicaragua,"Coffee, green",1977,6278,hg/ha,Yield
157,Nicaragua,"Coffee, green",1978,6888,hg/ha,Yield
157,Nicaragua,"Coffee, green",1979,5745,hg/ha,Yield
157,Nicaragua,"Coffee, green",1980,5992,hg/ha,Yield
157,Nicaragua,"Coffee, green",1981,6942,hg/ha,Yield
157,Nicaragua,"Coffee, green",1982,8186,hg/ha,Yield
157,Nicaragua,"Coffee, green",1983,5487,hg/ha,Yield
157,Nicaragua,"Coffee, green",1984,5834,hg/ha,Yield
157,Nicaragua,"Coffee, green",1985,4161,hg/ha,Yield
157,Nicaragua,"Coffee, green",1986,5622,hg/ha,Yield
157,Nicaragua,"Coffee, green",1987,5357,hg/ha,Yield
157,Nicaragua,"Coffee, green",1988,6079,hg/ha,Yield
157,Nicaragua,"Coffee, green",1989,6504,hg/ha,Yield
157,Nicaragua,"Coffee, green",1990,3995,hg/ha,Yield
157,Nicaragua,"Coffee, green",1991,6361,hg/ha,Yield
157,Nicaragua,"Coffee, green",1992,5914,hg/ha,Yield
157,Nicaragua,"Coffee, green",1993,5692,hg/ha,Yield
157,Nicaragua,"Coffee, green",1994,4873,hg/ha,Yield
157,Nicaragua,"Coffee, green",1995,6508,hg/ha,Yield
157,Nicaragua,"Coffee, green",1996,5906,hg/ha,Yield
157,Nicaragua,"Coffee, green",1997,7034,hg/ha,Yield
157,Nicaragua,"Coffee, green",1998,7025,hg/ha,Yield
157,Nicaragua,"Coffee, green",1999,10065,hg/ha,Yield
157,Nicaragua,"Coffee, green",2000,7621,hg/ha,Yield
157,Nicaragua,"Coffee, green",2001,6137,hg/ha,Yield
157,Nicaragua,"Coffee, green",2002,5229,hg/ha,Yield
157,Nicaragua,"Coffee, green",2003,7181,hg/ha,Yield
157,Nicaragua,"Coffee, green",2004,4994,hg/ha,Yield
157,Nicaragua,"Coffee, green",2005,7523,hg/ha,Yield
157,Nicaragua,"Coffee, green",2006,6170,hg/ha,Yield
157,Nicaragua,"Coffee, green",2007,7882,hg/ha,Yield
157,Nicaragua,"Coffee, green",2008,6555,hg/ha,Yield
157,Nicaragua,"Coffee, green",2009,7769,hg/ha,Yield
157,Nicaragua,"Coffee, green",2010,6924,hg/ha,Yield
157,Nicaragua,"Coffee, green",2011,8636,hg/ha,Yield
157,Nicaragua,"Coffee, green",2012,7250,hg/ha,Yield
157,Nicaragua,"Coffee, green",2013,7732,hg/ha,Yield
157,Nicaragua,"Coffee, green",2014,8159,hg/ha,Yield
157,Nicaragua,"Coffee, green",2015,8250,hg/ha,Yield
157,Nicaragua,"Coffee, green",2016,10164,hg/ha,Yield
157,Nicaragua,"Coffee, green",2017,9308,hg/ha,Yield
157,Nicaragua,"Coffee, green",2018,10672,hg/ha,Yield
157,Nicaragua,"Coffee, green",2019,9644,hg/ha,Yield
166,Panama,"Coffee, green",1961,2632,hg/ha,Yield
166,Panama,"Coffee, green",1962,2316,hg/ha,Yield
166,Panama,"Coffee, green",1963,2368,hg/ha,Yield
166,Panama,"Coffee, green",1964,2389,hg/ha,Yield
166,Panama,"Coffee, green",1965,2048,hg/ha,Yield
166,Panama,"Coffee, green",1966,2381,hg/ha,Yield
166,Panama,"Coffee, green",1967,2460,hg/ha,Yield
166,Panama,"Coffee, green",1968,2250,hg/ha,Yield
166,Panama,"Coffee, green",1969,2447,hg/ha,Yield
166,Panama,"Coffee, green",1970,2112,hg/ha,Yield
166,Panama,"Coffee, green",1971,2412,hg/ha,Yield
166,Panama,"Coffee, green",1972,2271,hg/ha,Yield
166,Panama,"Coffee, green",1973,1918,hg/ha,Yield
