Area Code (FAO),Nation,Item,Year,yf_agrc_cereals_tonne_ha,Unit,Element
21,Brazil,Buckwheat,1978,10349,hg/ha,Yield
21,Brazil,Buckwheat,1979,10500,hg/ha,Yield
21,Brazil,Buckwheat,1980,10385,hg/ha,Yield
21,Brazil,Buckwheat,1981,10204,hg/ha,Yield
21,Brazil,Buckwheat,1982,10233,hg/ha,Yield
21,Brazil,Buckwheat,1983,10294,hg/ha,Yield
21,Brazil,Buckwheat,1984,10345,hg/ha,Yield
21,Brazil,Buckwheat,1985,10345,hg/ha,Yield
21,Brazil,Buckwheat,1986,10294,hg/ha,Yield
21,Brazil,Buckwheat,1987,10256,hg/ha,Yield
21,Brazil,Buckwheat,1988,10370,hg/ha,Yield
21,Brazil,Buckwheat,1989,10476,hg/ha,Yield
21,Brazil,Buckwheat,1990,10400,hg/ha,Yield
21,Brazil,Buckwheat,1991,10444,hg/ha,Yield
21,Brazil,Buckwheat,1992,10556,hg/ha,Yield
21,Brazil,Buckwheat,1993,10600,hg/ha,Yield
21,Brazil,Buckwheat,1994,10577,hg/ha,Yield
21,Brazil,Buckwheat,1995,10638,hg/ha,Yield
21,Brazil,Buckwheat,1996,10655,hg/ha,Yield
21,Brazil,Buckwheat,1997,10686,hg/ha,Yield
21,Brazil,Buckwheat,1998,10710,hg/ha,Yield
21,Brazil,Buckwheat,1999,10739,hg/ha,Yield
21,Brazil,Buckwheat,2000,10768,hg/ha,Yield
21,Brazil,Buckwheat,2001,10793,hg/ha,Yield
21,Brazil,Buckwheat,2002,10667,hg/ha,Yield
21,Brazil,Buckwheat,2003,10892,hg/ha,Yield
21,Brazil,Buckwheat,2004,10958,hg/ha,Yield
21,Brazil,Buckwheat,2005,10870,hg/ha,Yield
21,Brazil,Buckwheat,2006,10851,hg/ha,Yield
21,Brazil,Buckwheat,2007,10833,hg/ha,Yield
21,Brazil,Buckwheat,2008,11317,hg/ha,Yield
21,Brazil,Buckwheat,2009,11627,hg/ha,Yield
21,Brazil,Buckwheat,2010,11899,hg/ha,Yield
21,Brazil,Buckwheat,2011,12391,hg/ha,Yield
21,Brazil,Buckwheat,2012,12766,hg/ha,Yield
21,Brazil,Buckwheat,2013,12917,hg/ha,Yield
21,Brazil,Buckwheat,2014,13061,hg/ha,Yield
21,Brazil,Buckwheat,2015,13120,hg/ha,Yield
21,Brazil,Buckwheat,2016,13182,hg/ha,Yield
21,Brazil,Buckwheat,2017,13464,hg/ha,Yield
21,Brazil,Buckwheat,2018,13662,hg/ha,Yield
21,Brazil,Buckwheat,2019,13859,hg/ha,Yield
21,Brazil,Sorghum,1961,25000,hg/ha,Yield
21,Brazil,Sorghum,1962,25000,hg/ha,Yield
21,Brazil,Sorghum,1963,25000,hg/ha,Yield
21,Brazil,Sorghum,1964,25000,hg/ha,Yield
21,Brazil,Sorghum,1965,22222,hg/ha,Yield
21,Brazil,Sorghum,1966,22222,hg/ha,Yield
21,Brazil,Sorghum,1967,22222,hg/ha,Yield
21,Brazil,Sorghum,1968,22222,hg/ha,Yield
21,Brazil,Sorghum,1969,22222,hg/ha,Yield
21,Brazil,Sorghum,1970,22222,hg/ha,Yield
21,Brazil,Sorghum,1971,22222,hg/ha,Yield
21,Brazil,Sorghum,1972,27778,hg/ha,Yield
21,Brazil,Sorghum,1973,16958,hg/ha,Yield
21,Brazil,Sorghum,1974,21874,hg/ha,Yield
21,Brazil,Sorghum,1975,23269,hg/ha,Yield
21,Brazil,Sorghum,1976,22799,hg/ha,Yield
21,Brazil,Sorghum,1977,24495,hg/ha,Yield
21,Brazil,Sorghum,1978,21800,hg/ha,Yield
21,Brazil,Sorghum,1979,17000,hg/ha,Yield
21,Brazil,Sorghum,1980,23053,hg/ha,Yield
21,Brazil,Sorghum,1981,23093,hg/ha,Yield
21,Brazil,Sorghum,1982,18466,hg/ha,Yield
21,Brazil,Sorghum,1983,17010,hg/ha,Yield
21,Brazil,Sorghum,1984,18302,hg/ha,Yield
21,Brazil,Sorghum,1985,15765,hg/ha,Yield
21,Brazil,Sorghum,1986,18751,hg/ha,Yield
21,Brazil,Sorghum,1987,19046,hg/ha,Yield
21,Brazil,Sorghum,1988,15181,hg/ha,Yield
21,Brazil,Sorghum,1989,14640,hg/ha,Yield
21,Brazil,Sorghum,1990,17150,hg/ha,Yield
21,Brazil,Sorghum,1991,14834,hg/ha,Yield
21,Brazil,Sorghum,1992,17190,hg/ha,Yield
21,Brazil,Sorghum,1993,20167,hg/ha,Yield
21,Brazil,Sorghum,1994,19056,hg/ha,Yield
21,Brazil,Sorghum,1995,17981,hg/ha,Yield
21,Brazil,Sorghum,1996,18118,hg/ha,Yield
21,Brazil,Sorghum,1997,19757,hg/ha,Yield
21,Brazil,Sorghum,1998,17768,hg/ha,Yield
21,Brazil,Sorghum,1999,15711,hg/ha,Yield
21,Brazil,Sorghum,2000,15013,hg/ha,Yield
21,Brazil,Sorghum,2001,18654,hg/ha,Yield
21,Brazil,Sorghum,2002,18573,hg/ha,Yield
21,Brazil,Sorghum,2003,23945,hg/ha,Yield
21,Brazil,Sorghum,2004,23187,hg/ha,Yield
21,Brazil,Sorghum,2005,19296,hg/ha,Yield
21,Brazil,Sorghum,2006,22223,hg/ha,Yield
21,Brazil,Sorghum,2007,21731,hg/ha,Yield
21,Brazil,Sorghum,2008,24105,hg/ha,Yield
21,Brazil,Sorghum,2009,23378,hg/ha,Yield
21,Brazil,Sorghum,2010,23172,hg/ha,Yield
21,Brazil,Sorghum,2011,25497,hg/ha,Yield
21,Brazil,Sorghum,2012,29317,hg/ha,Yield
21,Brazil,Sorghum,2013,26817,hg/ha,Yield
21,Brazil,Sorghum,2014,27129,hg/ha,Yield
21,Brazil,Sorghum,2015,29147,hg/ha,Yield
21,Brazil,Sorghum,2016,20682,hg/ha,Yield
21,Brazil,Sorghum,2017,29865,hg/ha,Yield
21,Brazil,Sorghum,2018,28510,hg/ha,Yield
21,Brazil,Sorghum,2019,32656,hg/ha,Yield
21,Brazil,Wheat,1961,5330,hg/ha,Yield
21,Brazil,Wheat,1962,9491,hg/ha,Yield
21,Brazil,Wheat,1963,4945,hg/ha,Yield
21,Brazil,Wheat,1964,8765,hg/ha,Yield
21,Brazil,Wheat,1965,7636,hg/ha,Yield
21,Brazil,Wheat,1966,8573,hg/ha,Yield
21,Brazil,Wheat,1967,7574,hg/ha,Yield
21,Brazil,Wheat,1968,8825,hg/ha,Yield
21,Brazil,Wheat,1969,9762,hg/ha,Yield
21,Brazil,Wheat,1970,9731,hg/ha,Yield
21,Brazil,Wheat,1971,8865,hg/ha,Yield
21,Brazil,Wheat,1972,4237,hg/ha,Yield
21,Brazil,Wheat,1973,11044,hg/ha,Yield
21,Brazil,Wheat,1974,11568,hg/ha,Yield
21,Brazil,Wheat,1975,6100,hg/ha,Yield
21,Brazil,Wheat,1976,9084,hg/ha,Yield
21,Brazil,Wheat,1977,6552,hg/ha,Yield
21,Brazil,Wheat,1978,9572,hg/ha,Yield
21,Brazil,Wheat,1979,7641,hg/ha,Yield
21,Brazil,Wheat,1980,8653,hg/ha,Yield
21,Brazil,Wheat,1981,11508,hg/ha,Yield
21,Brazil,Wheat,1982,6460,hg/ha,Yield
21,Brazil,Wheat,1983,11903,hg/ha,Yield
21,Brazil,Wheat,1984,11387,hg/ha,Yield
21,Brazil,Wheat,1985,16140,hg/ha,Yield
21,Brazil,Wheat,1986,14466,hg/ha,Yield
21,Brazil,Wheat,1987,17654,hg/ha,Yield
21,Brazil,Wheat,1988,16528,hg/ha,Yield
21,Brazil,Wheat,1989,16925,hg/ha,Yield
21,Brazil,Wheat,1990,11540,hg/ha,Yield
21,Brazil,Wheat,1991,14232,hg/ha,Yield
21,Brazil,Wheat,1992,14295,hg/ha,Yield
21,Brazil,Wheat,1993,14825,hg/ha,Yield
21,Brazil,Wheat,1994,15541,hg/ha,Yield
21,Brazil,Wheat,1995,15420,hg/ha,Yield
21,Brazil,Wheat,1996,18334,hg/ha,Yield
21,Brazil,Wheat,1997,16359,hg/ha,Yield
21,Brazil,Wheat,1998,16111,hg/ha,Yield
21,Brazil,Wheat,1999,19699,hg/ha,Yield
21,Brazil,Wheat,2000,15156,hg/ha,Yield
21,Brazil,Wheat,2001,19488,hg/ha,Yield
21,Brazil,Wheat,2002,14754,hg/ha,Yield
21,Brazil,Wheat,2003,24035,hg/ha,Yield
21,Brazil,Wheat,2004,20728,hg/ha,Yield
21,Brazil,Wheat,2005,19735,hg/ha,Yield
21,Brazil,Wheat,2006,15927,hg/ha,Yield
21,Brazil,Wheat,2007,22199,hg/ha,Yield
21,Brazil,Wheat,2008,25497,hg/ha,Yield
21,Brazil,Wheat,2009,20802,hg/ha,Yield
21,Brazil,Wheat,2010,28288,hg/ha,Yield
21,Brazil,Wheat,2011,26602,hg/ha,Yield
21,Brazil,Wheat,2012,23100,hg/ha,Yield
21,Brazil,Wheat,2013,27491,hg/ha,Yield
21,Brazil,Wheat,2014,22088,hg/ha,Yield
21,Brazil,Wheat,2015,22278,hg/ha,Yield
21,Brazil,Wheat,2016,31551,hg/ha,Yield
21,Brazil,Wheat,2017,22790,hg/ha,Yield
21,Brazil,Wheat,2018,26292,hg/ha,Yield
21,Brazil,Wheat,2019,26712,hg/ha,Yield
40,Chile,Barley,1961,16002,hg/ha,Yield
40,Chile,Barley,1962,17200,hg/ha,Yield
40,Chile,Barley,1963,17999,hg/ha,Yield
40,Chile,Barley,1964,19100,hg/ha,Yield
40,Chile,Barley,1965,19333,hg/ha,Yield
40,Chile,Barley,1966,22751,hg/ha,Yield
40,Chile,Barley,1967,23321,hg/ha,Yield
40,Chile,Barley,1968,21867,hg/ha,Yield
40,Chile,Barley,1969,18061,hg/ha,Yield
40,Chile,Barley,1970,20557,hg/ha,Yield
40,Chile,Barley,1971,21643,hg/ha,Yield
40,Chile,Barley,1972,20720,hg/ha,Yield
40,Chile,Barley,1973,16813,hg/ha,Yield
40,Chile,Barley,1974,18737,hg/ha,Yield
40,Chile,Barley,1975,18217,hg/ha,Yield
40,Chile,Barley,1976,15384,hg/ha,Yield
40,Chile,Barley,1977,22672,hg/ha,Yield
40,Chile,Barley,1978,19671,hg/ha,Yield
40,Chile,Barley,1979,18752,hg/ha,Yield
40,Chile,Barley,1980,21592,hg/ha,Yield
40,Chile,Barley,1981,19880,hg/ha,Yield
40,Chile,Barley,1982,20503,hg/ha,Yield
40,Chile,Barley,1983,19193,hg/ha,Yield
40,Chile,Barley,1984,22175,hg/ha,Yield
40,Chile,Barley,1985,24247,hg/ha,Yield
40,Chile,Barley,1986,29963,hg/ha,Yield
40,Chile,Barley,1987,29524,hg/ha,Yield
40,Chile,Barley,1988,33909,hg/ha,Yield
40,Chile,Barley,1989,34602,hg/ha,Yield
40,Chile,Barley,1990,34797,hg/ha,Yield
40,Chile,Barley,1991,33730,hg/ha,Yield
40,Chile,Barley,1992,38425,hg/ha,Yield
40,Chile,Barley,1993,36636,hg/ha,Yield
40,Chile,Barley,1994,35589,hg/ha,Yield
40,Chile,Barley,1995,36000,hg/ha,Yield
40,Chile,Barley,1996,27465,hg/ha,Yield
40,Chile,Barley,1997,36848,hg/ha,Yield
40,Chile,Barley,1998,43313,hg/ha,Yield
40,Chile,Barley,1999,30742,hg/ha,Yield
40,Chile,Barley,2000,34658,hg/ha,Yield
40,Chile,Barley,2001,42586,hg/ha,Yield
40,Chile,Barley,2002,44213,hg/ha,Yield
40,Chile,Barley,2003,43930,hg/ha,Yield
40,Chile,Barley,2004,48285,hg/ha,Yield
40,Chile,Barley,2005,47636,hg/ha,Yield
40,Chile,Barley,2006,47041,hg/ha,Yield
40,Chile,Barley,2007,47408,hg/ha,Yield
40,Chile,Barley,2008,46486,hg/ha,Yield
40,Chile,Barley,2009,39661,hg/ha,Yield
40,Chile,Barley,2010,57773,hg/ha,Yield
40,Chile,Barley,2011,60782,hg/ha,Yield
40,Chile,Barley,2012,51249,hg/ha,Yield
40,Chile,Barley,2013,60302,hg/ha,Yield
40,Chile,Barley,2014,52529,hg/ha,Yield
40,Chile,Barley,2015,56277,hg/ha,Yield
40,Chile,Barley,2016,59067,hg/ha,Yield
40,Chile,Barley,2017,70342,hg/ha,Yield
40,Chile,Barley,2018,65924,hg/ha,Yield
40,Chile,Barley,2019,73725,hg/ha,Yield
40,Chile,Wheat,1961,13398,hg/ha,Yield
40,Chile,Wheat,1962,12614,hg/ha,Yield
40,Chile,Wheat,1963,15121,hg/ha,Yield
40,Chile,Wheat,1964,15489,hg/ha,Yield
40,Chile,Wheat,1965,15347,hg/ha,Yield
40,Chile,Wheat,1966,17262,hg/ha,Yield
40,Chile,Wheat,1967,16750,hg/ha,Yield
40,Chile,Wheat,1968,17420,hg/ha,Yield
40,Chile,Wheat,1969,16341,hg/ha,Yield
40,Chile,Wheat,1970,17654,hg/ha,Yield
40,Chile,Wheat,1971,18805,hg/ha,Yield
40,Chile,Wheat,1972,16790,hg/ha,Yield
40,Chile,Wheat,1973,13988,hg/ha,Yield
40,Chile,Wheat,1974,16445,hg/ha,Yield
40,Chile,Wheat,1975,14618,hg/ha,Yield
40,Chile,Wheat,1976,12421,hg/ha,Yield
40,Chile,Wheat,1977,19416,hg/ha,Yield
40,Chile,Wheat,1978,15401,hg/ha,Yield
40,Chile,Wheat,1979,17755,hg/ha,Yield
40,Chile,Wheat,1980,17701,hg/ha,Yield
40,Chile,Wheat,1981,15873,hg/ha,Yield
40,Chile,Wheat,1982,17394,hg/ha,Yield
40,Chile,Wheat,1983,16314,hg/ha,Yield
40,Chile,Wheat,1984,20968,hg/ha,Yield
40,Chile,Wheat,1985,23009,hg/ha,Yield
40,Chile,Wheat,1986,28565,hg/ha,Yield
40,Chile,Wheat,1987,27701,hg/ha,Yield
40,Chile,Wheat,1988,30075,hg/ha,Yield
40,Chile,Wheat,1989,32677,hg/ha,Yield
40,Chile,Wheat,1990,29481,hg/ha,Yield
40,Chile,Wheat,1991,34057,hg/ha,Yield
40,Chile,Wheat,1992,33787,hg/ha,Yield
40,Chile,Wheat,1993,33500,hg/ha,Yield
40,Chile,Wheat,1994,35157,hg/ha,Yield
40,Chile,Wheat,1995,35500,hg/ha,Yield
40,Chile,Wheat,1996,33278,hg/ha,Yield
40,Chile,Wheat,1997,40174,hg/ha,Yield
40,Chile,Wheat,1998,43846,hg/ha,Yield
40,Chile,Wheat,1999,35342,hg/ha,Yield
40,Chile,Wheat,2000,38120,hg/ha,Yield
40,Chile,Wheat,2001,42999,hg/ha,Yield
40,Chile,Wheat,2002,42722,hg/ha,Yield
40,Chile,Wheat,2003,43230,hg/ha,Yield
40,Chile,Wheat,2004,45710,hg/ha,Yield
40,Chile,Wheat,2005,44130,hg/ha,Yield
40,Chile,Wheat,2006,44601,hg/ha,Yield
40,Chile,Wheat,2007,47859,hg/ha,Yield
40,Chile,Wheat,2008,45748,hg/ha,Yield
40,Chile,Wheat,2009,40809,hg/ha,Yield
40,Chile,Wheat,2010,57658,hg/ha,Yield
40,Chile,Wheat,2011,58060,hg/ha,Yield
40,Chile,Wheat,2012,49468,hg/ha,Yield
40,Chile,Wheat,2013,58143,hg/ha,Yield
40,Chile,Wheat,2014,53290,hg/ha,Yield
40,Chile,Wheat,2015,56326,hg/ha,Yield
40,Chile,Wheat,2016,60706,hg/ha,Yield
40,Chile,Wheat,2017,59966,hg/ha,Yield
40,Chile,Wheat,2018,62137,hg/ha,Yield
40,Chile,Wheat,2019,62860,hg/ha,Yield
44,Colombia,Barley,1961,20646,hg/ha,Yield
44,Colombia,Barley,1962,22041,hg/ha,Yield
44,Colombia,Barley,1963,20274,hg/ha,Yield
44,Colombia,Barley,1964,19595,hg/ha,Yield
44,Colombia,Barley,1965,19531,hg/ha,Yield
44,Colombia,Barley,1966,17273,hg/ha,Yield
44,Colombia,Barley,1967,15607,hg/ha,Yield
44,Colombia,Barley,1968,16000,hg/ha,Yield
44,Colombia,Barley,1969,15551,hg/ha,Yield
44,Colombia,Barley,1970,17045,hg/ha,Yield
44,Colombia,Barley,1971,19281,hg/ha,Yield
44,Colombia,Barley,1972,15433,hg/ha,Yield
44,Colombia,Barley,1973,15553,hg/ha,Yield
44,Colombia,Barley,1974,16396,hg/ha,Yield
44,Colombia,Barley,1975,16111,hg/ha,Yield
44,Colombia,Barley,1976,10500,hg/ha,Yield
44,Colombia,Barley,1977,17446,hg/ha,Yield
44,Colombia,Barley,1978,17383,hg/ha,Yield
44,Colombia,Barley,1979,18484,hg/ha,Yield
44,Colombia,Barley,1980,17486,hg/ha,Yield
44,Colombia,Barley,1981,15667,hg/ha,Yield
44,Colombia,Barley,1982,15931,hg/ha,Yield
44,Colombia,Barley,1983,15795,hg/ha,Yield
44,Colombia,Barley,1984,16207,hg/ha,Yield
44,Colombia,Barley,1985,19803,hg/ha,Yield
44,Colombia,Barley,1986,19520,hg/ha,Yield
44,Colombia,Barley,1987,19531,hg/ha,Yield
44,Colombia,Barley,1988,18202,hg/ha,Yield
44,Colombia,Barley,1989,16988,hg/ha,Yield
44,Colombia,Barley,1990,18490,hg/ha,Yield
44,Colombia,Barley,1991,20687,hg/ha,Yield
44,Colombia,Barley,1992,16771,hg/ha,Yield
44,Colombia,Barley,1993,20024,hg/ha,Yield
44,Colombia,Barley,1994,19891,hg/ha,Yield
44,Colombia,Barley,1995,21978,hg/ha,Yield
44,Colombia,Barley,1996,21186,hg/ha,Yield
44,Colombia,Barley,1997,19842,hg/ha,Yield
44,Colombia,Barley,1998,19775,hg/ha,Yield
44,Colombia,Barley,1999,19259,hg/ha,Yield
44,Colombia,Barley,2000,16502,hg/ha,Yield
44,Colombia,Barley,2001,13958,hg/ha,Yield
44,Colombia,Barley,2002,16657,hg/ha,Yield
44,Colombia,Barley,2003,15525,hg/ha,Yield
44,Colombia,Barley,2004,15111,hg/ha,Yield
44,Colombia,Barley,2005,16158,hg/ha,Yield
44,Colombia,Barley,2006,14294,hg/ha,Yield
44,Colombia,Barley,2007,15785,hg/ha,Yield
44,Colombia,Barley,2008,19478,hg/ha,Yield
44,Colombia,Barley,2009,24121,hg/ha,Yield
44,Colombia,Barley,2010,18404,hg/ha,Yield
44,Colombia,Barley,2011,17158,hg/ha,Yield
44,Colombia,Barley,2012,20399,hg/ha,Yield
44,Colombia,Barley,2013,21416,hg/ha,Yield
44,Colombia,Barley,2014,22444,hg/ha,Yield
44,Colombia,Barley,2015,19963,hg/ha,Yield
44,Colombia,Barley,2016,23863,hg/ha,Yield
44,Colombia,Barley,2017,18634,hg/ha,Yield
44,Colombia,Barley,2018,22675,hg/ha,Yield
44,Colombia,Barley,2019,27078,hg/ha,Yield
44,Colombia,Sorghum,1961,20476,hg/ha,Yield
44,Colombia,Sorghum,1962,23385,hg/ha,Yield
44,Colombia,Sorghum,1963,22407,hg/ha,Yield
44,Colombia,Sorghum,1964,25000,hg/ha,Yield
44,Colombia,Sorghum,1965,23333,hg/ha,Yield
44,Colombia,Sorghum,1966,20000,hg/ha,Yield
44,Colombia,Sorghum,1967,22500,hg/ha,Yield
44,Colombia,Sorghum,1968,22222,hg/ha,Yield
44,Colombia,Sorghum,1969,22522,hg/ha,Yield
44,Colombia,Sorghum,1970,22015,hg/ha,Yield
44,Colombia,Sorghum,1971,26015,hg/ha,Yield
44,Colombia,Sorghum,1972,25000,hg/ha,Yield
44,Colombia,Sorghum,1973,20694,hg/ha,Yield
44,Colombia,Sorghum,1974,22262,hg/ha,Yield
44,Colombia,Sorghum,1975,25000,hg/ha,Yield
44,Colombia,Sorghum,1976,24637,hg/ha,Yield
44,Colombia,Sorghum,1977,21435,hg/ha,Yield
44,Colombia,Sorghum,1978,22985,hg/ha,Yield
44,Colombia,Sorghum,1979,22663,hg/ha,Yield
44,Colombia,Sorghum,1980,20899,hg/ha,Yield
44,Colombia,Sorghum,1981,23000,hg/ha,Yield
44,Colombia,Sorghum,1982,19526,hg/ha,Yield
44,Colombia,Sorghum,1983,21890,hg/ha,Yield
44,Colombia,Sorghum,1984,24815,hg/ha,Yield
44,Colombia,Sorghum,1985,25970,hg/ha,Yield
44,Colombia,Sorghum,1986,26451,hg/ha,Yield
44,Colombia,Sorghum,1987,27132,hg/ha,Yield
44,Colombia,Sorghum,1988,26534,hg/ha,Yield
44,Colombia,Sorghum,1989,29100,hg/ha,Yield
44,Colombia,Sorghum,1990,28476,hg/ha,Yield
44,Colombia,Sorghum,1991,28784,hg/ha,Yield
44,Colombia,Sorghum,1992,30684,hg/ha,Yield
44,Colombia,Sorghum,1993,31389,hg/ha,Yield
44,Colombia,Sorghum,1994,29611,hg/ha,Yield
44,Colombia,Sorghum,1995,30640,hg/ha,Yield
44,Colombia,Sorghum,1996,32993,hg/ha,Yield
44,Colombia,Sorghum,1997,32129,hg/ha,Yield
44,Colombia,Sorghum,1998,30228,hg/ha,Yield
44,Colombia,Sorghum,1999,32948,hg/ha,Yield
44,Colombia,Sorghum,2000,29211,hg/ha,Yield
44,Colombia,Sorghum,2001,28509,hg/ha,Yield
44,Colombia,Sorghum,2002,35000,hg/ha,Yield
44,Colombia,Sorghum,2003,35000,hg/ha,Yield
44,Colombia,Sorghum,2004,36000,hg/ha,Yield
44,Colombia,Sorghum,2005,37000,hg/ha,Yield
44,Colombia,Sorghum,2006,37000,hg/ha,Yield
44,Colombia,Sorghum,2007,37000,hg/ha,Yield
44,Colombia,Sorghum,2008,37100,hg/ha,Yield
44,Colombia,Sorghum,2009,37000,hg/ha,Yield
44,Colombia,Sorghum,2010,57069,hg/ha,Yield
44,Colombia,Sorghum,2011,38975,hg/ha,Yield
44,Colombia,Sorghum,2012,38190,hg/ha,Yield
44,Colombia,Sorghum,2013,32032,hg/ha,Yield
44,Colombia,Sorghum,2014,30349,hg/ha,Yield
44,Colombia,Sorghum,2015,25119,hg/ha,Yield
44,Colombia,Sorghum,2016,43614,hg/ha,Yield
44,Colombia,Sorghum,2017,38457,hg/ha,Yield
44,Colombia,Sorghum,2018,40490,hg/ha,Yield
44,Colombia,Sorghum,2019,38737,hg/ha,Yield
44,Colombia,Wheat,1961,8881,hg/ha,Yield
44,Colombia,Wheat,1962,10800,hg/ha,Yield
44,Colombia,Wheat,1963,7965,hg/ha,Yield
44,Colombia,Wheat,1964,8500,hg/ha,Yield
44,Colombia,Wheat,1965,9167,hg/ha,Yield
44,Colombia,Wheat,1966,11364,hg/ha,Yield
44,Colombia,Wheat,1967,11765,hg/ha,Yield
44,Colombia,Wheat,1968,11667,hg/ha,Yield
44,Colombia,Wheat,1969,12546,hg/ha,Yield
44,Colombia,Wheat,1970,11828,hg/ha,Yield
44,Colombia,Wheat,1971,11343,hg/ha,Yield
44,Colombia,Wheat,1972,11400,hg/ha,Yield
44,Colombia,Wheat,1973,12814,hg/ha,Yield
44,Colombia,Wheat,1974,13038,hg/ha,Yield
44,Colombia,Wheat,1975,12924,hg/ha,Yield
44,Colombia,Wheat,1976,13811,hg/ha,Yield
44,Colombia,Wheat,1977,8750,hg/ha,Yield
44,Colombia,Wheat,1978,12694,hg/ha,Yield
44,Colombia,Wheat,1979,13649,hg/ha,Yield
44,Colombia,Wheat,1980,12152,hg/ha,Yield
44,Colombia,Wheat,1981,15974,hg/ha,Yield
44,Colombia,Wheat,1982,15607,hg/ha,Yield
44,Colombia,Wheat,1983,16803,hg/ha,Yield
44,Colombia,Wheat,1984,13823,hg/ha,Yield
44,Colombia,Wheat,1985,17101,hg/ha,Yield
44,Colombia,Wheat,1986,17684,hg/ha,Yield
44,Colombia,Wheat,1987,18186,hg/ha,Yield
44,Colombia,Wheat,1988,16319,hg/ha,Yield
44,Colombia,Wheat,1989,17177,hg/ha,Yield
44,Colombia,Wheat,1990,18483,hg/ha,Yield
44,Colombia,Wheat,1991,19852,hg/ha,Yield
44,Colombia,Wheat,1992,17490,hg/ha,Yield
44,Colombia,Wheat,1993,18773,hg/ha,Yield
44,Colombia,Wheat,1994,20547,hg/ha,Yield
44,Colombia,Wheat,1995,21193,hg/ha,Yield
44,Colombia,Wheat,1996,21824,hg/ha,Yield
44,Colombia,Wheat,1997,21243,hg/ha,Yield
44,Colombia,Wheat,1998,20497,hg/ha,Yield
44,Colombia,Wheat,1999,21537,hg/ha,Yield
44,Colombia,Wheat,2000,15992,hg/ha,Yield
44,Colombia,Wheat,2001,15106,hg/ha,Yield
44,Colombia,Wheat,2002,17353,hg/ha,Yield
44,Colombia,Wheat,2003,19496,hg/ha,Yield
44,Colombia,Wheat,2004,18879,hg/ha,Yield
44,Colombia,Wheat,2005,23371,hg/ha,Yield
44,Colombia,Wheat,2006,15490,hg/ha,Yield
44,Colombia,Wheat,2007,18709,hg/ha,Yield
44,Colombia,Wheat,2008,18151,hg/ha,Yield
44,Colombia,Wheat,2009,16946,hg/ha,Yield
44,Colombia,Wheat,2010,17697,hg/ha,Yield
44,Colombia,Wheat,2011,15964,hg/ha,Yield
44,Colombia,Wheat,2012,15196,hg/ha,Yield
44,Colombia,Wheat,2013,16939,hg/ha,Yield
44,Colombia,Wheat,2014,14786,hg/ha,Yield
44,Colombia,Wheat,2015,18540,hg/ha,Yield
44,Colombia,Wheat,2016,15941,hg/ha,Yield
44,Colombia,Wheat,2017,20944,hg/ha,Yield
44,Colombia,Wheat,2018,18887,hg/ha,Yield
44,Colombia,Wheat,2019,20798,hg/ha,Yield
48,Costa Rica,Sorghum,1961,15854,hg/ha,Yield
48,Costa Rica,Sorghum,1962,16129,hg/ha,Yield
48,Costa Rica,Sorghum,1963,16341,hg/ha,Yield
48,Costa Rica,Sorghum,1964,16324,hg/ha,Yield
48,Costa Rica,Sorghum,1965,16250,hg/ha,Yield
48,Costa Rica,Sorghum,1966,16333,hg/ha,Yield
48,Costa Rica,Sorghum,1967,16545,hg/ha,Yield
48,Costa Rica,Sorghum,1968,16333,hg/ha,Yield
48,Costa Rica,Sorghum,1969,16346,hg/ha,Yield
48,Costa Rica,Sorghum,1970,16286,hg/ha,Yield
48,Costa Rica,Sorghum,1971,16528,hg/ha,Yield
48,Costa Rica,Sorghum,1972,16860,hg/ha,Yield
48,Costa Rica,Sorghum,1973,20700,hg/ha,Yield
48,Costa Rica,Sorghum,1974,19472,hg/ha,Yield
48,Costa Rica,Sorghum,1975,18400,hg/ha,Yield
48,Costa Rica,Sorghum,1976,16373,hg/ha,Yield
48,Costa Rica,Sorghum,1977,16413,hg/ha,Yield
48,Costa Rica,Sorghum,1978,22056,hg/ha,Yield
48,Costa Rica,Sorghum,1979,18562,hg/ha,Yield
48,Costa Rica,Sorghum,1980,20811,hg/ha,Yield
48,Costa Rica,Sorghum,1981,14876,hg/ha,Yield
48,Costa Rica,Sorghum,1982,17183,hg/ha,Yield
48,Costa Rica,Sorghum,1983,15906,hg/ha,Yield
48,Costa Rica,Sorghum,1984,16472,hg/ha,Yield
48,Costa Rica,Sorghum,1985,23572,hg/ha,Yield
48,Costa Rica,Sorghum,1986,23236,hg/ha,Yield
48,Costa Rica,Sorghum,1987,25673,hg/ha,Yield
48,Costa Rica,Sorghum,1988,21069,hg/ha,Yield
48,Costa Rica,Sorghum,1989,22780,hg/ha,Yield
48,Costa Rica,Sorghum,1990,16335,hg/ha,Yield
48,Costa Rica,Sorghum,1991,20000,hg/ha,Yield
56,Dominican Republic,Sorghum,1961,31250,hg/ha,Yield
56,Dominican Republic,Sorghum,1962,30000,hg/ha,Yield
56,Dominican Republic,Sorghum,1963,35714,hg/ha,Yield
56,Dominican Republic,Sorghum,1964,37500,hg/ha,Yield
56,Dominican Republic,Sorghum,1965,35000,hg/ha,Yield
56,Dominican Republic,Sorghum,1966,26667,hg/ha,Yield
56,Dominican Republic,Sorghum,1967,26667,hg/ha,Yield
56,Dominican Republic,Sorghum,1968,33333,hg/ha,Yield
56,Dominican Republic,Sorghum,1969,33333,hg/ha,Yield
