Area Code (FAO),Nation,Item,Year,yf_agrc_tubers_tonne_ha,Unit,Element
21,Brazil,Cassava,1986,124644,hg/ha,Yield
21,Brazil,Cassava,1987,121459,hg/ha,Yield
21,Brazil,Cassava,1988,122997,hg/ha,Yield
21,Brazil,Cassava,1989,125613,hg/ha,Yield
21,Brazil,Cassava,1990,125529,hg/ha,Yield
21,Brazil,Cassava,1991,126164,hg/ha,Yield
21,Brazil,Cassava,1992,120019,hg/ha,Yield
21,Brazil,Cassava,1993,120628,hg/ha,Yield
21,Brazil,Cassava,1994,132173,hg/ha,Yield
21,Brazil,Cassava,1995,130631,hg/ha,Yield
21,Brazil,Cassava,1996,117588,hg/ha,Yield
21,Brazil,Cassava,1997,128200,hg/ha,Yield
21,Brazil,Cassava,1998,123522,hg/ha,Yield
21,Brazil,Cassava,1999,132795,hg/ha,Yield
21,Brazil,Cassava,2000,134815,hg/ha,Yield
21,Brazil,Cassava,2001,135418,hg/ha,Yield
21,Brazil,Cassava,2002,137949,hg/ha,Yield
21,Brazil,Cassava,2003,134436,hg/ha,Yield
21,Brazil,Cassava,2004,136343,hg/ha,Yield
21,Brazil,Cassava,2005,136059,hg/ha,Yield
21,Brazil,Cassava,2006,140463,hg/ha,Yield
21,Brazil,Cassava,2007,140099,hg/ha,Yield
21,Brazil,Cassava,2008,141371,hg/ha,Yield
21,Brazil,Cassava,2009,138613,hg/ha,Yield
21,Brazil,Cassava,2010,139499,hg/ha,Yield
21,Brazil,Cassava,2011,146230,hg/ha,Yield
21,Brazil,Cassava,2012,136118,hg/ha,Yield
21,Brazil,Cassava,2013,140795,hg/ha,Yield
21,Brazil,Cassava,2014,148277,hg/ha,Yield
21,Brazil,Cassava,2015,152445,hg/ha,Yield
21,Brazil,Cassava,2016,150668,hg/ha,Yield
21,Brazil,Cassava,2017,146088,hg/ha,Yield
21,Brazil,Cassava,2018,147018,hg/ha,Yield
21,Brazil,Cassava,2019,147020,hg/ha,Yield
21,Brazil,Potatoes,1961,56485,hg/ha,Yield
21,Brazil,Potatoes,1962,57792,hg/ha,Yield
21,Brazil,Potatoes,1963,58451,hg/ha,Yield
21,Brazil,Potatoes,1964,60564,hg/ha,Yield
21,Brazil,Potatoes,1965,61598,hg/ha,Yield
21,Brazil,Potatoes,1966,66669,hg/ha,Yield
21,Brazil,Potatoes,1967,67450,hg/ha,Yield
21,Brazil,Potatoes,1968,70855,hg/ha,Yield
21,Brazil,Potatoes,1969,68152,hg/ha,Yield
21,Brazil,Potatoes,1970,73940,hg/ha,Yield
21,Brazil,Potatoes,1971,75958,hg/ha,Yield
21,Brazil,Potatoes,1972,78515,hg/ha,Yield
21,Brazil,Potatoes,1973,70868,hg/ha,Yield
21,Brazil,Potatoes,1974,86968,hg/ha,Yield
21,Brazil,Potatoes,1975,86539,hg/ha,Yield
21,Brazil,Potatoes,1976,95047,hg/ha,Yield
21,Brazil,Potatoes,1977,96866,hg/ha,Yield
21,Brazil,Potatoes,1978,95302,hg/ha,Yield
21,Brazil,Potatoes,1979,105536,hg/ha,Yield
21,Brazil,Potatoes,1980,107107,hg/ha,Yield
21,Brazil,Potatoes,1981,111835,hg/ha,Yield
21,Brazil,Potatoes,1982,118067,hg/ha,Yield
21,Brazil,Potatoes,1983,108037,hg/ha,Yield
21,Brazil,Potatoes,1984,125766,hg/ha,Yield
21,Brazil,Potatoes,1985,125401,hg/ha,Yield
21,Brazil,Potatoes,1986,114020,hg/ha,Yield
21,Brazil,Potatoes,1987,132362,hg/ha,Yield
21,Brazil,Potatoes,1988,132735,hg/ha,Yield
21,Brazil,Potatoes,1989,135867,hg/ha,Yield
21,Brazil,Potatoes,1990,141084,hg/ha,Yield
21,Brazil,Potatoes,1991,140264,hg/ha,Yield
21,Brazil,Potatoes,1992,140432,hg/ha,Yield
21,Brazil,Potatoes,1993,146090,hg/ha,Yield
21,Brazil,Potatoes,1994,144802,hg/ha,Yield
21,Brazil,Potatoes,1995,152304,hg/ha,Yield
21,Brazil,Potatoes,1996,146506,hg/ha,Yield
21,Brazil,Potatoes,1997,152748,hg/ha,Yield
21,Brazil,Potatoes,1998,156439,hg/ha,Yield
21,Brazil,Potatoes,1999,164604,hg/ha,Yield
21,Brazil,Potatoes,2000,171813,hg/ha,Yield
21,Brazil,Potatoes,2001,184997,hg/ha,Yield
21,Brazil,Potatoes,2002,194038,hg/ha,Yield
21,Brazil,Potatoes,2003,203425,hg/ha,Yield
21,Brazil,Potatoes,2004,213525,hg/ha,Yield
21,Brazil,Potatoes,2005,220095,hg/ha,Yield
21,Brazil,Potatoes,2006,223802,hg/ha,Yield
21,Brazil,Potatoes,2007,240356,hg/ha,Yield
21,Brazil,Potatoes,2008,253729,hg/ha,Yield
21,Brazil,Potatoes,2009,248299,hg/ha,Yield
21,Brazil,Potatoes,2010,258859,hg/ha,Yield
21,Brazil,Potatoes,2011,262528,hg/ha,Yield
21,Brazil,Potatoes,2012,274457,hg/ha,Yield
21,Brazil,Potatoes,2013,277517,hg/ha,Yield
21,Brazil,Potatoes,2014,279410,hg/ha,Yield
21,Brazil,Potatoes,2015,293159,hg/ha,Yield
21,Brazil,Potatoes,2016,296622,hg/ha,Yield
21,Brazil,Potatoes,2017,309411,hg/ha,Yield
21,Brazil,Potatoes,2018,311762,hg/ha,Yield
21,Brazil,Potatoes,2019,316838,hg/ha,Yield
21,Brazil,Sweet potatoes,1961,98692,hg/ha,Yield
21,Brazil,Sweet potatoes,1962,99870,hg/ha,Yield
21,Brazil,Sweet potatoes,1963,101477,hg/ha,Yield
21,Brazil,Sweet potatoes,1964,100881,hg/ha,Yield
21,Brazil,Sweet potatoes,1965,102269,hg/ha,Yield
21,Brazil,Sweet potatoes,1966,109058,hg/ha,Yield
21,Brazil,Sweet potatoes,1967,120289,hg/ha,Yield
21,Brazil,Sweet potatoes,1968,116350,hg/ha,Yield
21,Brazil,Sweet potatoes,1969,117532,hg/ha,Yield
21,Brazil,Sweet potatoes,1970,118037,hg/ha,Yield
21,Brazil,Sweet potatoes,1971,117697,hg/ha,Yield
21,Brazil,Sweet potatoes,1972,129175,hg/ha,Yield
21,Brazil,Sweet potatoes,1973,114873,hg/ha,Yield
21,Brazil,Sweet potatoes,1974,107964,hg/ha,Yield
21,Brazil,Sweet potatoes,1975,104288,hg/ha,Yield
21,Brazil,Sweet potatoes,1976,99850,hg/ha,Yield
21,Brazil,Sweet potatoes,1977,91801,hg/ha,Yield
21,Brazil,Sweet potatoes,1978,89796,hg/ha,Yield
21,Brazil,Sweet potatoes,1979,89478,hg/ha,Yield
21,Brazil,Sweet potatoes,1980,86954,hg/ha,Yield
21,Brazil,Sweet potatoes,1981,90541,hg/ha,Yield
21,Brazil,Sweet potatoes,1982,90987,hg/ha,Yield
21,Brazil,Sweet potatoes,1983,89090,hg/ha,Yield
21,Brazil,Sweet potatoes,1984,94151,hg/ha,Yield
21,Brazil,Sweet potatoes,1985,94865,hg/ha,Yield
21,Brazil,Sweet potatoes,1986,97783,hg/ha,Yield
21,Brazil,Sweet potatoes,1987,99501,hg/ha,Yield
21,Brazil,Sweet potatoes,1988,99180,hg/ha,Yield
21,Brazil,Sweet potatoes,1989,101846,hg/ha,Yield
21,Brazil,Sweet potatoes,1990,101661,hg/ha,Yield
21,Brazil,Sweet potatoes,1991,101504,hg/ha,Yield
21,Brazil,Sweet potatoes,1992,104452,hg/ha,Yield
21,Brazil,Sweet potatoes,1993,107920,hg/ha,Yield
21,Brazil,Sweet potatoes,1994,113070,hg/ha,Yield
21,Brazil,Sweet potatoes,1995,110676,hg/ha,Yield
21,Brazil,Sweet potatoes,1996,86415,hg/ha,Yield
21,Brazil,Sweet potatoes,1997,98387,hg/ha,Yield
21,Brazil,Sweet potatoes,1998,103928,hg/ha,Yield
21,Brazil,Sweet potatoes,1999,109463,hg/ha,Yield
21,Brazil,Sweet potatoes,2000,110351,hg/ha,Yield
21,Brazil,Sweet potatoes,2001,113496,hg/ha,Yield
21,Brazil,Sweet potatoes,2002,113463,hg/ha,Yield
21,Brazil,Sweet potatoes,2003,115028,hg/ha,Yield
21,Brazil,Sweet potatoes,2004,114957,hg/ha,Yield
21,Brazil,Sweet potatoes,2005,113360,hg/ha,Yield
21,Brazil,Sweet potatoes,2006,116902,hg/ha,Yield
21,Brazil,Sweet potatoes,2007,120680,hg/ha,Yield
21,Brazil,Sweet potatoes,2008,120398,hg/ha,Yield
21,Brazil,Sweet potatoes,2009,113035,hg/ha,Yield
21,Brazil,Sweet potatoes,2010,118459,hg/ha,Yield
21,Brazil,Sweet potatoes,2011,124266,hg/ha,Yield
21,Brazil,Sweet potatoes,2012,121926,hg/ha,Yield
21,Brazil,Sweet potatoes,2013,130913,hg/ha,Yield
21,Brazil,Sweet potatoes,2014,132430,hg/ha,Yield
21,Brazil,Sweet potatoes,2015,135696,hg/ha,Yield
21,Brazil,Sweet potatoes,2016,140344,hg/ha,Yield
21,Brazil,Sweet potatoes,2017,144409,hg/ha,Yield
21,Brazil,Sweet potatoes,2018,140002,hg/ha,Yield
21,Brazil,Sweet potatoes,2019,140585,hg/ha,Yield
21,Brazil,Yams,1961,89474,hg/ha,Yield
21,Brazil,Yams,1962,89796,hg/ha,Yield
21,Brazil,Yams,1963,90291,hg/ha,Yield
21,Brazil,Yams,1964,90741,hg/ha,Yield
21,Brazil,Yams,1965,90909,hg/ha,Yield
21,Brazil,Yams,1966,90517,hg/ha,Yield
21,Brazil,Yams,1967,90323,hg/ha,Yield
21,Brazil,Yams,1968,90551,hg/ha,Yield
21,Brazil,Yams,1969,90226,hg/ha,Yield
21,Brazil,Yams,1970,90511,hg/ha,Yield
21,Brazil,Yams,1971,90141,hg/ha,Yield
21,Brazil,Yams,1972,90476,hg/ha,Yield
21,Brazil,Yams,1973,90323,hg/ha,Yield
21,Brazil,Yams,1974,90000,hg/ha,Yield
21,Brazil,Yams,1975,90909,hg/ha,Yield
21,Brazil,Yams,1976,90588,hg/ha,Yield
21,Brazil,Yams,1977,90395,hg/ha,Yield
21,Brazil,Yams,1978,90164,hg/ha,Yield
21,Brazil,Yams,1979,90206,hg/ha,Yield
21,Brazil,Yams,1980,90355,hg/ha,Yield
21,Brazil,Yams,1981,89756,hg/ha,Yield
21,Brazil,Yams,1982,89756,hg/ha,Yield
21,Brazil,Yams,1983,90909,hg/ha,Yield
21,Brazil,Yams,1984,91667,hg/ha,Yield
21,Brazil,Yams,1985,92308,hg/ha,Yield
21,Brazil,Yams,1986,90909,hg/ha,Yield
21,Brazil,Yams,1987,95455,hg/ha,Yield
21,Brazil,Yams,1988,90909,hg/ha,Yield
21,Brazil,Yams,1989,91304,hg/ha,Yield
21,Brazil,Yams,1990,91489,hg/ha,Yield
21,Brazil,Yams,1991,91229,hg/ha,Yield
21,Brazil,Yams,1992,91296,hg/ha,Yield
21,Brazil,Yams,1993,91367,hg/ha,Yield
21,Brazil,Yams,1994,91667,hg/ha,Yield
21,Brazil,Yams,1995,91508,hg/ha,Yield
21,Brazil,Yams,1996,91837,hg/ha,Yield
21,Brazil,Yams,1997,91668,hg/ha,Yield
21,Brazil,Yams,1998,91719,hg/ha,Yield
21,Brazil,Yams,1999,92000,hg/ha,Yield
21,Brazil,Yams,2000,91668,hg/ha,Yield
21,Brazil,Yams,2001,90385,hg/ha,Yield
21,Brazil,Yams,2002,92000,hg/ha,Yield
21,Brazil,Yams,2003,92100,hg/ha,Yield
21,Brazil,Yams,2004,92335,hg/ha,Yield
21,Brazil,Yams,2005,92533,hg/ha,Yield
21,Brazil,Yams,2006,92308,hg/ha,Yield
21,Brazil,Yams,2007,92593,hg/ha,Yield
21,Brazil,Yams,2008,93755,hg/ha,Yield
21,Brazil,Yams,2009,94426,hg/ha,Yield
21,Brazil,Yams,2010,95000,hg/ha,Yield
21,Brazil,Yams,2011,95879,hg/ha,Yield
21,Brazil,Yams,2012,97619,hg/ha,Yield
21,Brazil,Yams,2013,96078,hg/ha,Yield
21,Brazil,Yams,2014,96109,hg/ha,Yield
21,Brazil,Yams,2015,96516,hg/ha,Yield
21,Brazil,Yams,2016,97232,hg/ha,Yield
21,Brazil,Yams,2017,97646,hg/ha,Yield
21,Brazil,Yams,2018,97964,hg/ha,Yield
21,Brazil,Yams,2019,98283,hg/ha,Yield
40,Chile,Potatoes,1961,87638,hg/ha,Yield
40,Chile,Potatoes,1962,83717,hg/ha,Yield
40,Chile,Potatoes,1963,95399,hg/ha,Yield
40,Chile,Potatoes,1964,95410,hg/ha,Yield
40,Chile,Potatoes,1965,77219,hg/ha,Yield
40,Chile,Potatoes,1966,105284,hg/ha,Yield
40,Chile,Potatoes,1967,92938,hg/ha,Yield
40,Chile,Potatoes,1968,90554,hg/ha,Yield
40,Chile,Potatoes,1969,79053,hg/ha,Yield
40,Chile,Potatoes,1970,95436,hg/ha,Yield
40,Chile,Potatoes,1971,104449,hg/ha,Yield
40,Chile,Potatoes,1972,92557,hg/ha,Yield
40,Chile,Potatoes,1973,93505,hg/ha,Yield
40,Chile,Potatoes,1974,108501,hg/ha,Yield
40,Chile,Potatoes,1975,103164,hg/ha,Yield
40,Chile,Potatoes,1976,78743,hg/ha,Yield
40,Chile,Potatoes,1977,108128,hg/ha,Yield
40,Chile,Potatoes,1978,107987,hg/ha,Yield
40,Chile,Potatoes,1979,95204,hg/ha,Yield
40,Chile,Potatoes,1980,101750,hg/ha,Yield
40,Chile,Potatoes,1981,112017,hg/ha,Yield
40,Chile,Potatoes,1982,108713,hg/ha,Yield
40,Chile,Potatoes,1983,101790,hg/ha,Yield
40,Chile,Potatoes,1984,127338,hg/ha,Yield
40,Chile,Potatoes,1985,144528,hg/ha,Yield
40,Chile,Potatoes,1986,150261,hg/ha,Yield
40,Chile,Potatoes,1987,125985,hg/ha,Yield
40,Chile,Potatoes,1988,149817,hg/ha,Yield
40,Chile,Potatoes,1989,140645,hg/ha,Yield
40,Chile,Potatoes,1990,150300,hg/ha,Yield
40,Chile,Potatoes,1991,142245,hg/ha,Yield
40,Chile,Potatoes,1992,164033,hg/ha,Yield
40,Chile,Potatoes,1993,145947,hg/ha,Yield
40,Chile,Potatoes,1994,153807,hg/ha,Yield
40,Chile,Potatoes,1995,152200,hg/ha,Yield
40,Chile,Potatoes,1996,138900,hg/ha,Yield
40,Chile,Potatoes,1997,164412,hg/ha,Yield
40,Chile,Potatoes,1998,140485,hg/ha,Yield
40,Chile,Potatoes,1999,164507,hg/ha,Yield
40,Chile,Potatoes,2000,164821,hg/ha,Yield
40,Chile,Potatoes,2001,191735,hg/ha,Yield
40,Chile,Potatoes,2002,212397,hg/ha,Yield
40,Chile,Potatoes,2003,195309,hg/ha,Yield
40,Chile,Potatoes,2004,192104,hg/ha,Yield
40,Chile,Potatoes,2005,200600,hg/ha,Yield
40,Chile,Potatoes,2006,220155,hg/ha,Yield
40,Chile,Potatoes,2007,152389,hg/ha,Yield
40,Chile,Potatoes,2008,172591,hg/ha,Yield
40,Chile,Potatoes,2009,205101,hg/ha,Yield
40,Chile,Potatoes,2010,212986,hg/ha,Yield
40,Chile,Potatoes,2011,312460,hg/ha,Yield
40,Chile,Potatoes,2012,263269,hg/ha,Yield
40,Chile,Potatoes,2013,233767,hg/ha,Yield
40,Chile,Potatoes,2014,216752,hg/ha,Yield
40,Chile,Potatoes,2015,190101,hg/ha,Yield
40,Chile,Potatoes,2016,218010,hg/ha,Yield
40,Chile,Potatoes,2017,263762,hg/ha,Yield
40,Chile,Potatoes,2018,286749,hg/ha,Yield
40,Chile,Potatoes,2019,278053,hg/ha,Yield
40,Chile,Sweet potatoes,1961,100000,hg/ha,Yield
40,Chile,Sweet potatoes,1962,100000,hg/ha,Yield
40,Chile,Sweet potatoes,1963,112500,hg/ha,Yield
40,Chile,Sweet potatoes,1964,111111,hg/ha,Yield
40,Chile,Sweet potatoes,1965,111111,hg/ha,Yield
40,Chile,Sweet potatoes,1966,120000,hg/ha,Yield
40,Chile,Sweet potatoes,1967,120000,hg/ha,Yield
40,Chile,Sweet potatoes,1968,140000,hg/ha,Yield
40,Chile,Sweet potatoes,1969,140000,hg/ha,Yield
40,Chile,Sweet potatoes,1970,140000,hg/ha,Yield
40,Chile,Sweet potatoes,1971,140000,hg/ha,Yield
40,Chile,Sweet potatoes,1972,100000,hg/ha,Yield
40,Chile,Sweet potatoes,1973,85000,hg/ha,Yield
40,Chile,Sweet potatoes,1974,86000,hg/ha,Yield
40,Chile,Sweet potatoes,1975,80000,hg/ha,Yield
40,Chile,Sweet potatoes,1976,80000,hg/ha,Yield
40,Chile,Sweet potatoes,1977,66667,hg/ha,Yield
40,Chile,Sweet potatoes,1978,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1979,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1980,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1981,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1982,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1983,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1984,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1985,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1986,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1987,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1988,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1989,70000,hg/ha,Yield
40,Chile,Sweet potatoes,1990,74784,hg/ha,Yield
40,Chile,Sweet potatoes,1991,58828,hg/ha,Yield
40,Chile,Sweet potatoes,1992,59896,hg/ha,Yield
40,Chile,Sweet potatoes,1993,60960,hg/ha,Yield
40,Chile,Sweet potatoes,1994,62090,hg/ha,Yield
40,Chile,Sweet potatoes,1995,63171,hg/ha,Yield
40,Chile,Sweet potatoes,1996,64247,hg/ha,Yield
40,Chile,Sweet potatoes,1997,65336,hg/ha,Yield
40,Chile,Sweet potatoes,1998,66185,hg/ha,Yield
40,Chile,Sweet potatoes,1999,68542,hg/ha,Yield
40,Chile,Sweet potatoes,2000,70028,hg/ha,Yield
40,Chile,Sweet potatoes,2001,69991,hg/ha,Yield
40,Chile,Sweet potatoes,2002,70000,hg/ha,Yield
40,Chile,Sweet potatoes,2003,73276,hg/ha,Yield
40,Chile,Sweet potatoes,2004,72917,hg/ha,Yield
40,Chile,Sweet potatoes,2005,73171,hg/ha,Yield
40,Chile,Sweet potatoes,2006,74400,hg/ha,Yield
40,Chile,Sweet potatoes,2007,73077,hg/ha,Yield
40,Chile,Sweet potatoes,2008,77991,hg/ha,Yield
40,Chile,Sweet potatoes,2009,86746,hg/ha,Yield
40,Chile,Sweet potatoes,2010,92828,hg/ha,Yield
40,Chile,Sweet potatoes,2011,98959,hg/ha,Yield
40,Chile,Sweet potatoes,2012,107692,hg/ha,Yield
40,Chile,Sweet potatoes,2013,107692,hg/ha,Yield
40,Chile,Sweet potatoes,2014,108832,hg/ha,Yield
40,Chile,Sweet potatoes,2015,113392,hg/ha,Yield
40,Chile,Sweet potatoes,2016,118211,hg/ha,Yield
40,Chile,Sweet potatoes,2017,122416,hg/ha,Yield
40,Chile,Sweet potatoes,2018,126567,hg/ha,Yield
40,Chile,Sweet potatoes,2019,130752,hg/ha,Yield
44,Colombia,Cassava,1961,56522,hg/ha,Yield
44,Colombia,Cassava,1962,56522,hg/ha,Yield
44,Colombia,Cassava,1963,56338,hg/ha,Yield
44,Colombia,Cassava,1964,56000,hg/ha,Yield
44,Colombia,Cassava,1965,56338,hg/ha,Yield
44,Colombia,Cassava,1966,59155,hg/ha,Yield
44,Colombia,Cassava,1967,59028,hg/ha,Yield
44,Colombia,Cassava,1968,58175,hg/ha,Yield
44,Colombia,Cassava,1969,61290,hg/ha,Yield
44,Colombia,Cassava,1970,80000,hg/ha,Yield
44,Colombia,Cassava,1971,80000,hg/ha,Yield
44,Colombia,Cassava,1972,80000,hg/ha,Yield
44,Colombia,Cassava,1973,80000,hg/ha,Yield
44,Colombia,Cassava,1974,85002,hg/ha,Yield
44,Colombia,Cassava,1975,78734,hg/ha,Yield
44,Colombia,Cassava,1976,79113,hg/ha,Yield
44,Colombia,Cassava,1977,90362,hg/ha,Yield
44,Colombia,Cassava,1978,94285,hg/ha,Yield
44,Colombia,Cassava,1979,86101,hg/ha,Yield
44,Colombia,Cassava,1980,103534,hg/ha,Yield
44,Colombia,Cassava,1981,103865,hg/ha,Yield
44,Colombia,Cassava,1982,90831,hg/ha,Yield
44,Colombia,Cassava,1983,90023,hg/ha,Yield
44,Colombia,Cassava,1984,90674,hg/ha,Yield
44,Colombia,Cassava,1985,88677,hg/ha,Yield
44,Colombia,Cassava,1986,87078,hg/ha,Yield
44,Colombia,Cassava,1987,79220,hg/ha,Yield
44,Colombia,Cassava,1988,86129,hg/ha,Yield
44,Colombia,Cassava,1989,88476,hg/ha,Yield
44,Colombia,Cassava,1990,93532,hg/ha,Yield
44,Colombia,Cassava,1991,94555,hg/ha,Yield
44,Colombia,Cassava,1992,91084,hg/ha,Yield
44,Colombia,Cassava,1993,101888,hg/ha,Yield
44,Colombia,Cassava,1994,94651,hg/ha,Yield
44,Colombia,Cassava,1995,98583,hg/ha,Yield
44,Colombia,Cassava,1996,101765,hg/ha,Yield
44,Colombia,Cassava,1997,92083,hg/ha,Yield
44,Colombia,Cassava,1998,90321,hg/ha,Yield
44,Colombia,Cassava,1999,97882,hg/ha,Yield
44,Colombia,Cassava,2000,99939,hg/ha,Yield
44,Colombia,Cassava,2001,104108,hg/ha,Yield
44,Colombia,Cassava,2002,103100,hg/ha,Yield
44,Colombia,Cassava,2003,106500,hg/ha,Yield
44,Colombia,Cassava,2004,108559,hg/ha,Yield
44,Colombia,Cassava,2005,106912,hg/ha,Yield
44,Colombia,Cassava,2006,103639,hg/ha,Yield
44,Colombia,Cassava,2007,108337,hg/ha,Yield
44,Colombia,Cassava,2008,109215,hg/ha,Yield
44,Colombia,Cassava,2009,106899,hg/ha,Yield
44,Colombia,Cassava,2010,106094,hg/ha,Yield
44,Colombia,Cassava,2011,107039,hg/ha,Yield
44,Colombia,Cassava,2012,96365,hg/ha,Yield
44,Colombia,Cassava,2013,99633,hg/ha,Yield
44,Colombia,Cassava,2014,110801,hg/ha,Yield
44,Colombia,Cassava,2015,87794,hg/ha,Yield
44,Colombia,Cassava,2016,104138,hg/ha,Yield
44,Colombia,Cassava,2017,117765,hg/ha,Yield
44,Colombia,Cassava,2018,98487,hg/ha,Yield
44,Colombia,Cassava,2019,108931,hg/ha,Yield
44,Colombia,Potatoes,1961,113670,hg/ha,Yield
44,Colombia,Potatoes,1962,116200,hg/ha,Yield
44,Colombia,Potatoes,1963,83091,hg/ha,Yield
44,Colombia,Potatoes,1964,114340,hg/ha,Yield
44,Colombia,Potatoes,1965,114630,hg/ha,Yield
44,Colombia,Potatoes,1966,100000,hg/ha,Yield
44,Colombia,Potatoes,1967,101266,hg/ha,Yield
44,Colombia,Potatoes,1968,104938,hg/ha,Yield
44,Colombia,Potatoes,1969,105629,hg/ha,Yield
44,Colombia,Potatoes,1970,108573,hg/ha,Yield
44,Colombia,Potatoes,1971,98403,hg/ha,Yield
44,Colombia,Potatoes,1972,92000,hg/ha,Yield
44,Colombia,Potatoes,1973,104513,hg/ha,Yield
44,Colombia,Potatoes,1974,110000,hg/ha,Yield
44,Colombia,Potatoes,1975,120000,hg/ha,Yield
44,Colombia,Potatoes,1976,121264,hg/ha,Yield
44,Colombia,Potatoes,1977,123738,hg/ha,Yield
44,Colombia,Potatoes,1978,140932,hg/ha,Yield
44,Colombia,Potatoes,1979,132845,hg/ha,Yield
44,Colombia,Potatoes,1980,121599,hg/ha,Yield
44,Colombia,Potatoes,1981,131687,hg/ha,Yield
44,Colombia,Potatoes,1982,130085,hg/ha,Yield
44,Colombia,Potatoes,1983,136243,hg/ha,Yield
44,Colombia,Potatoes,1984,154224,hg/ha,Yield
44,Colombia,Potatoes,1985,137337,hg/ha,Yield
44,Colombia,Potatoes,1986,134085,hg/ha,Yield
44,Colombia,Potatoes,1987,142614,hg/ha,Yield
44,Colombia,Potatoes,1988,148136,hg/ha,Yield
44,Colombia,Potatoes,1989,156330,hg/ha,Yield
44,Colombia,Potatoes,1990,152736,hg/ha,Yield
44,Colombia,Potatoes,1991,156654,hg/ha,Yield
44,Colombia,Potatoes,1992,155655,hg/ha,Yield
44,Colombia,Potatoes,1993,154545,hg/ha,Yield
44,Colombia,Potatoes,1994,159364,hg/ha,Yield
44,Colombia,Potatoes,1995,161991,hg/ha,Yield
44,Colombia,Potatoes,1996,161255,hg/ha,Yield
44,Colombia,Potatoes,1997,162924,hg/ha,Yield
44,Colombia,Potatoes,1998,154602,hg/ha,Yield
44,Colombia,Potatoes,1999,161620,hg/ha,Yield
44,Colombia,Potatoes,2000,128180,hg/ha,Yield
44,Colombia,Potatoes,2001,143742,hg/ha,Yield
44,Colombia,Potatoes,2002,156377,hg/ha,Yield
44,Colombia,Potatoes,2003,164360,hg/ha,Yield
44,Colombia,Potatoes,2004,158199,hg/ha,Yield
44,Colombia,Potatoes,2005,151954,hg/ha,Yield
44,Colombia,Potatoes,2006,159033,hg/ha,Yield
44,Colombia,Potatoes,2007,166986,hg/ha,Yield
44,Colombia,Potatoes,2008,176013,hg/ha,Yield
44,Colombia,Potatoes,2009,183793,hg/ha,Yield
44,Colombia,Potatoes,2010,172462,hg/ha,Yield
44,Colombia,Potatoes,2011,173390,hg/ha,Yield
44,Colombia,Potatoes,2012,181661,hg/ha,Yield
44,Colombia,Potatoes,2013,185618,hg/ha,Yield
44,Colombia,Potatoes,2014,200521,hg/ha,Yield
44,Colombia,Potatoes,2015,194786,hg/ha,Yield
44,Colombia,Potatoes,2016,188924,hg/ha,Yield
44,Colombia,Potatoes,2017,227565,hg/ha,Yield
44,Colombia,Potatoes,2018,223756,hg/ha,Yield
44,Colombia,Potatoes,2019,233870,hg/ha,Yield
44,Colombia,Roots and tubers nes,1985,80547,hg/ha,Yield
44,Colombia,Roots and tubers nes,1986,76936,hg/ha,Yield
44,Colombia,Roots and tubers nes,1987,84000,hg/ha,Yield
44,Colombia,Roots and tubers nes,1988,96000,hg/ha,Yield
44,Colombia,Roots and tubers nes,1989,103231,hg/ha,Yield
44,Colombia,Roots and tubers nes,1990,102071,hg/ha,Yield
44,Colombia,Roots and tubers nes,1991,98396,hg/ha,Yield
44,Colombia,Roots and tubers nes,1992,94438,hg/ha,Yield
44,Colombia,Roots and tubers nes,1993,99830,hg/ha,Yield
44,Colombia,Roots and tubers nes,1994,110422,hg/ha,Yield
44,Colombia,Roots and tubers nes,1995,110736,hg/ha,Yield
44,Colombia,Roots and tubers nes,1996,104548,hg/ha,Yield
44,Colombia,Roots and tubers nes,1997,104994,hg/ha,Yield
44,Colombia,Roots and tubers nes,1998,106303,hg/ha,Yield
44,Colombia,Roots and tubers nes,1999,105335,hg/ha,Yield
44,Colombia,Roots and tubers nes,2000,106667,hg/ha,Yield
44,Colombia,Roots and tubers nes,2001,107353,hg/ha,Yield
44,Colombia,Roots and tubers nes,2002,106667,hg/ha,Yield
44,Colombia,Roots and tubers nes,2003,118601,hg/ha,Yield
44,Colombia,Roots and tubers nes,2004,115706,hg/ha,Yield
44,Colombia,Roots and tubers nes,2005,117585,hg/ha,Yield
44,Colombia,Roots and tubers nes,2006,116667,hg/ha,Yield
44,Colombia,Roots and tubers nes,2007,121951,hg/ha,Yield
44,Colombia,Roots and tubers nes,2008,108915,hg/ha,Yield
44,Colombia,Roots and tubers nes,2009,98818,hg/ha,Yield
44,Colombia,Roots and tubers nes,2010,81364,hg/ha,Yield
44,Colombia,Roots and tubers nes,2011,106223,hg/ha,Yield
44,Colombia,Roots and tubers nes,2012,91330,hg/ha,Yield
44,Colombia,Roots and tubers nes,2013,84377,hg/ha,Yield
