variable,min_35,max_35,sector,var_change_over_time,group,norm_group,pij
physparam_lvst_bo_mules_kg_ch4_kg_manure,0.8813559322033891,1.11864406779661,AFOLU,0,0,0,0
physparam_lvst_bo_horses_kg_ch4_kg_manure,0.928571428571428,1.07142857142857,AFOLU,0,0,0,0
physparam_lvst_bo_goats_kg_ch4_kg_manure,0.838709677419354,1.16129032258064,AFOLU,0,0,0,0
physparam_lvst_bo_chickens_kg_ch4_kg_manure,0.790123456790123,1.28395061728395,AFOLU,0,0,0,0
physparam_lvst_bo_cattle_nondairy_kg_ch4_kg_manure,0.838709677419354,1.16129032258064,AFOLU,0,0,0,0
physparam_lvst_bo_cattle_dairy_kg_ch4_kg_manure,0.702702702702702,1.29729729729729,AFOLU,0,0,0,0
physparam_lvst_bo_buffalo_kg_ch4_kg_manure,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_volatile_solids_sheep,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_volatile_solids_pigs,0.66,1.66,AFOLU,0,0,0,0
genfactor_lvst_daily_volatile_solids_mules,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_volatile_solids_horses,0.9,1.1,AFOLU,0,0,0,0
ef_lsmm_direct_management_composting_n2o_per_n,0.7692307692307689,1.53846153846153,AFOLU,0,0,0,0
frac_lndu_soil_mineral_forests_primary,0.95,1.05,AFOLU,0,0,0,0
ef_lsmm_direct_management_deep_bedding_n2o_per_n,0.24,1.75,AFOLU,0,0,0,0
ef_lsmm_direct_management_poultry_manure_n2o_per_n,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_liquid_slurry,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_incineration,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_dry_lot,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_deep_bedding,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_daily_spread,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_anaerobic_lagoon,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_anaerobic_digester,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_storage_solid,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_poultry_manure,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_liquid_slurry,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_dry_lot,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_deep_bedding,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_daily_spread,0.9,1.11,AFOLU,0,0,0,0
frac_lsmm_manure_to_fertilizer_anaerobic_lagoon,0.9,1.11,AFOLU,0,0,0,0
ef_lsmm_direct_management_storage_solid_n2o_per_n,0.667,1.3330000000000002,AFOLU,0,0,0,0
ef_lsmm_direct_management_dry_lot_n2o_per_n,0.9,1.1,AFOLU,0,0,0,0
frac_lndu_soil_mineral_forests_secondary,0.95,1.05,AFOLU,0,0,0,0
frac_lndu_soil_mineral_grasslands,0.95,1.05,AFOLU,0,0,0,0
frac_soil_gasf_n_volatilisation_synthetic_fertilizer_urea,0.2,2.8666666666666605,AFOLU,0,0,0,0
pij_lndu_other_to_forests_primary,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_other_to_forests_mangroves,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_other_to_croplands,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_grasslands_to_wetlands,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_settlements,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_other,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_grasslands,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_forests_secondary,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_forests_primary,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_forests_mangroves,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_grasslands_to_croplands,0.9,1.1,AFOLU,0,0,5,0
pij_lndu_forests_secondary_to_wetlands,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_forests_secondary_to_settlements,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_forests_secondary_to_other,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_forests_secondary_to_grasslands,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_other_to_forests_secondary,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_forests_secondary_to_forests_secondary,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_other_to_grasslands,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_other_to_settlements,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_wetlands_to_other,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_wetlands_to_grasslands,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_wetlands_to_forests_secondary,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_wetlands_to_forests_primary,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_wetlands_to_forests_mangroves,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_wetlands_to_croplands,0.9,1.1,AFOLU,0,0,8,0
pij_lndu_settlements_to_wetlands,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_settlements,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_other,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_grasslands,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_forests_secondary,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_forests_primary,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_forests_mangroves,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_settlements_to_croplands,0.9,1.1,AFOLU,0,0,7,0
pij_lndu_other_to_wetlands,0.9,1.1,AFOLU,0,0,6,0
pij_lndu_other_to_other,0.9,1.1,AFOLU,0,0,6,0
genfactor_lvst_daily_volatile_solids_goats,0.9,1.1,AFOLU,0,0,0,0
pij_lndu_forests_secondary_to_forests_primary,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_forests_secondary_to_croplands,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_croplands_to_grasslands,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_croplands_to_forests_secondary,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_croplands_to_forests_primary,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_croplands_to_forests_mangroves,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_croplands_to_croplands,0.9,1.1,AFOLU,0,0,1,0
ratio_soil_organic_matter_c_to_n,0.8,1.5,AFOLU,0,0,0,0
frac_soil_leachh_n_lost_to_leaching,0.041666666666667,3.0416666666666603,AFOLU,0,0,0,0
pij_lndu_croplands_to_other,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_forests_secondary_to_forests_mangroves,0.9,1.1,AFOLU,0,0,4,0
pij_lndu_croplands_to_settlements,0.9,1.1,AFOLU,0,0,1,0
pij_lndu_forests_mangroves_to_croplands,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_primary_to_wetlands,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_settlements,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_other,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_grasslands,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_forests_secondary,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_forests_primary,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_forests_mangroves,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_primary_to_croplands,0.9,1.1,AFOLU,0,0,3,0
pij_lndu_forests_mangroves_to_wetlands,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_settlements,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_other,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_grasslands,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_forests_secondary,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_forests_primary,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_forests_mangroves_to_forests_mangroves,0.9,1.1,AFOLU,0,0,2,0
pij_lndu_croplands_to_wetlands,0.9,1.1,AFOLU,0,0,1,0
genfactor_lvst_daily_volatile_solids_chickens,0.99,1.163,AFOLU,0,0,0,0
pij_lndu_wetlands_to_wetlands,0.9,1.1,AFOLU,0,0,8,0
genfactor_lvst_daily_volatile_solids_cattle_dairy,0.9,1.139,AFOLU,0,0,0,0
ef_frst_forestfires_primary_co2,0.95,1.05,AFOLU,0,0,0,0
ef_frst_forestfires_mangroves_co2,0.95,1.05,AFOLU,0,0,0,0
ef_frst_c_per_wood_products,0.8,1.2,AFOLU,0,0,0,0
ratio_agrc_below_ground_to_above_ground_biomass_tubers,0.5,1.5,AFOLU,0,0,0,0
ratio_agrc_below_ground_to_above_ground_biomass_pulses,0.55,1.45,AFOLU,0,0,0,0
ratio_agrc_below_ground_to_above_ground_biomass_other_annual,0.55,1.45,AFOLU,0,0,0,0
ratio_agrc_below_ground_to_above_ground_biomass_cereals,0.75,1.25,AFOLU,0,0,0,0
frac_agrc_n_in_below_ground_residue_tubers,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_below_ground_residue_rice,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_below_ground_residue_pulses,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_below_ground_residue_other_annual,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_below_ground_residue_cereals,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_above_ground_residue_tubers,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_above_ground_residue_rice,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_above_ground_residue_pulses,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_above_ground_residue_other_annual,0.25,1.75,AFOLU,0,0,0,0
frac_agrc_n_in_above_ground_residue_cereals,0.25,1.75,AFOLU,0,0,0,0
ef_agrc_biomass_other_woody_perennial_tonne_co2_ha,0.8,1.2,AFOLU,0,0,0,0
ef_agrc_biomass_nuts_tonne_co2_ha,0.8,1.2,AFOLU,0,0,0,0
ef_agrc_biomass_fruits_tonne_co2_ha,0.8,1.2,AFOLU,0,0,0,0
ef_agrc_biomass_burning_n2o,0.8,1.2,AFOLU,0,0,0,0
ef_agrc_biomass_bevs_and_spices_tonne_co2_ha,0.8,1.2,AFOLU,0,0,0,0
ef_agrc_anaerobicdom_rice_kg_ch4_ha,0.6,1.74,AFOLU,0,0,0,0
ef_frst_forestfires_secondary_co2,0.95,1.05,AFOLU,0,0,0,0
hl_frst_half_life_hwp_paper_products,0.75,1.25,AFOLU,0,0,0,0
ratio_agrc_below_ground_to_above_ground_biomass_rice,0.65,1.35,AFOLU,0,0,0,0
qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,0.7,1.35,AFOLU,0,0,0,0
genfactor_lvst_daily_volatile_solids_buffalo,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_sheep,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_pigs,0.932203389830508,1.13559322033898,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_mules,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_horses,0.9,1.1,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_goats,0.9,1.1,AFOLU,0,0,0,0
hl_frst_half_life_hwp_wood_products,0.75,1.25,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_cattle_nondairy,0.935483870967741,1.16129032258064,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_cattle_dairy,0.7179487179487181,1.53846153846153,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_buffalo,0.9,1.1,AFOLU,0,0,0,0
ef_lvst_entferm_sheep_kg_ch4_head,0.71,1.29,AFOLU,0,0,0,0
ef_lvst_entferm_pigs_kg_ch4_head,0.8,1.2,AFOLU,0,0,0,0
genfactor_lvst_daily_nitrogen_chickens,0.941666666666666,1.78333333333333,AFOLU,0,0,0,0
ef_lvst_entferm_horses_kg_ch4_head,0.8,1.2,AFOLU,0,0,0,0
ef_lvst_entferm_mules_kg_ch4_head,0.8,1.2,AFOLU,0,0,0,0
qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,0.7,1.35,AFOLU,0,0,0,0
qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,0.75,1.25,AFOLU,0,0,0,0
qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,0.9,1.2,AFOLU,0,0,0,0
ef_lndu_boc_wetlands_gg_ch4_ha,0.8,1.2,AFOLU,0,0,0,0
pij_lndu_wetlands_to_settlements,0.9,1.1,AFOLU,0,0,8,0
scalar_lndu_vegetarian_dietary_exchange,0.6,1.4,AFOLU,0,0,0,0
ef_lvst_entferm_buffalo_kg_ch4_head,0.9,1.1,AFOLU,0,0,0,0
ef_lvst_entferm_cattle_dairy_kg_ch4_head,0.9,1.2,AFOLU,0,0,0,0
ef_lvst_entferm_cattle_nondairy_kg_ch4_head,0.95,1.05,AFOLU,0,0,0,0
ef_lvst_entferm_goats_kg_ch4_head,0.71,1.29,AFOLU,0,0,0,0
elasticity_agrc_tubers_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_sugar_cane_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_rice_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_pulses_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_other_woody_perennial_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_nuts_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_vegetables_and_vines_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_herbs_and_other_perennial_crops_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_fruits_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_fibers_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_other_annual_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_cereals_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
elasticity_agrc_bevs_and_spices_demand_to_income,0.8,1.2,AFOLU,0,1,0,0
ef_frst_sequestration_mangroves_kt_co2_ha,0.1,10.0,AFOLU,0,2,0,0
ef_frst_sequestration_primary_kt_co2_ha,0.1,10.0,AFOLU,0,2,0,0
ef_frst_sequestration_secondary_kt_co2_ha,0.1,10.0,AFOLU,0,2,0,0
ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_croplands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_settlements_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_other_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3,0,0
avgmass_lvst_animal_sheep_kg,0.9,1.1,AFOLU,0,4,0,0
avgmass_lvst_animal_pigs_kg,0.9076923076923068,1.2461538461538402,AFOLU,0,4,0,0
avgmass_lvst_animal_mules_kg,0.9,1.1,AFOLU,0,4,0,0
avgmass_lvst_animal_buffalo_kg,0.9,1.1,AFOLU,0,4,0,0
avgmass_lvst_animal_cattle_dairy_kg,0.9842519685039368,1.02362204724409,AFOLU,0,4,0,0
avgmass_lvst_animal_horses_kg,0.9,1.1,AFOLU,0,4,0,0
avgmass_lvst_animal_goats_kg,0.9,1.1,AFOLU,0,4,0,0
avgmass_lvst_animal_cattle_nondairy_kg,0.9735973597359732,1.08580858085808,AFOLU,0,4,0,0
avgmass_lvst_animal_chickens_kg,0.9,1.3,AFOLU,0,4,0,0
elasticity_lvst_cattle_dairy_demand_to_gdppc,0.8,1.2,AFOLU,0,5,0,0
elasticity_lvst_cattle_nondairy_demand_to_gdppc,0.8,1.2,AFOLU,0,5,0,0
elasticity_lvst_chickens_demand_to_gdppc,0.8,1.2,AFOLU,0,5,0,0
elasticity_lvst_pigs_demand_to_gdppc,0.8,1.2,AFOLU,0,5,0,0
elasticity_lvst_sheep_demand_to_gdppc,0.8,1.2,AFOLU,0,5,0,0
qty_lsmm_nitrogen_in_bedding_kg_per_head_deep_bedding,0.1849710982658949,1.61849710982658,AFOLU,0,6,0,0
qty_lsmm_nitrogen_in_bedding_kg_per_head_storage_solid,0.1849710982658949,1.61849710982658,AFOLU,0,6,0,0
ef_soil_c_cultivated_organic_temperate_crop_grass_tonne_per_ha,0.1,1.9,AFOLU,0,7,0,0
ef_soil_c_cultivated_organic_tropical_crop_grass_tonne_per_ha,0.1,1.9,AFOLU,0,7,0,0
pij_calib,0.0,1.0,AFOLU,0,999,0,1
efficfactor_ccsq_heat_energy_direct_air_capture_geothermal,0.95,1.04,AllEnergy,0,0,0,0
efficfactor_ccsq_heat_energy_direct_air_capture_hydrogen,0.9375,1.225,AllEnergy,0,0,0,0
efficfactor_ccsq_heat_energy_direct_air_capture_natural_gas,0.875,1.125,AllEnergy,0,0,0,0
energy_intensity_ccsq_direct_air_capture_gj_per_tonne_co2,0.9,1.1,AllEnergy,0,0,0,0
frac_ccsq_energydem_direct_air_capture_electricity,1.0,1.0,AllEnergy,0,0,0,0
frac_ccsq_energydem_direct_air_capture_heat,1.0,1.0,AllEnergy,0,0,0,0
qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_biofuels,0.811030741410488,1.29249547920434,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_biogas,0.846153846153846,1.2087912087912,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_biomass,0.781030728284539,1.27752238083716,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_coal,0.899845387390482,1.18536333963236,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_coke,0.798394863563403,1.14606741573033,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_diesel,0.979757085020243,1.00944669365722,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_electricity,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_furnace_gas,0.656108597285067,1.39366515837104,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_hydrocarbon_gas_liquids,0.976228209191759,1.03961965134706,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_gasoline,0.967510750119445,1.04634495938843,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_geothermal,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_hydrogen,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_hydropower,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_kerosene,0.972105997210599,1.03765690376569,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_natural_gas,0.902743142144638,1.17040731504571,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_nuclear,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_ocean,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_oil,0.912209889001009,1.06559031281533,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_other,0.717391304347826,1.3148667601683,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_solar,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_waste,0.8,1.2,AllEnergy,0,0,0,0
ef_enfu_combustion_tonne_co2_per_tj_fuel_wind,1.0,1.0,AllEnergy,0,0,0,0
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biofuels,0.333333333333333,3.33333333333333,AllEnergy,0,0,0,0
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biogas,0.3,3.0,AllEnergy,0,0,0,0
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biomass,0.01875,6.25,AllEnergy,0,0,0,0
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coal,0.3,3.0,AllEnergy,0,0,0,0
