variable,min_35,max_35,sector,var_change_over_time,group
genfactor_lvst_daily_nitrogen_chickens,0.941666666666666,1.78333333333333,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_goats,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_horses,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_mules,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_pigs,0.932203389830508,1.13559322033898,AFOLU,0,0.0
ef_lvst_entferm_goats_kg_ch4_head,0.71,1.29,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_liquid_slurry,0.9,1.11,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_poultry_manure,0.9,1.11,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_storage_solid,0.9,1.11,AFOLU,0,0.0
mcf_lsmm_storage_solid,0.526315789473684,1.33971291866028,AFOLU,0,0.0
ratio_lsmm_n2_to_n2o,0.333,3.333,AFOLU,0,0.0
ef_soil_c_liming_dolomite,0.5,1.5,AFOLU,0,0.0
ef_soil_c_liming_limestone,0.5,1.5,AFOLU,0,0.0
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_wet_climate,0.166666666666666,1.83333333333333,AFOLU,0,0.0
ef_soil_ef1_n_synthetic_fertilizer_n2o_wet_climate,0.8125,1.1875,AFOLU,0,0.0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_crop_grass_kg_n2on_ha,0.592592592592592,1.4074074074074,AFOLU,0,0.0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_poor_kg_n2on_ha,0.681818181818181,1.27272727272727,AFOLU,0,0.0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_rich_kg_n2on_ha,0.593749999999999,1.40625,AFOLU,0,0.0
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_crop_grass_kg_n2on_ha,0.459999999999999,1.54,AFOLU,0,0.0
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_forest_kg_n2on_ha,0.541666666666666,1.45833333333333,AFOLU,0,0.0
ef_soil_ef4_n_volatilisation_n2o_wet_climate,0.785714285714285,1.21428571428571,AFOLU,0,0.0
mcf_lsmm_poultry_manure,0.95,1.05,AFOLU,0,0.0
frac_lndu_soil_mineral_croplands,0.95,1.05,AFOLU,0,0.0
frac_lndu_soil_mineral_forests_primary,0.95,1.05,AFOLU,0,0.0
frac_lndu_soil_mineral_forests_secondary,0.95,1.05,AFOLU,0,0.0
frac_lndu_soil_mineral_grasslands,0.95,1.05,AFOLU,0,0.0
frac_soil_gasf_n_volatilisation_synthetic_fertilizer_urea,0.2,2.86666666666666,AFOLU,0,0.0
frac_soil_leachh_n_lost_to_leaching,0.0416666666666666,3.04166666666666,AFOLU,0,0.0
frac_soil_soc_loss_in_cropland,0.857,1.143,AFOLU,0,0.0
qty_soil_organic_c_stock_dry_climate_tonne_per_ha,0.515837104072398,1.90045248868778,AFOLU,0,0.0
qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,0.166139240506329,2.15981012658227,AFOLU,0,0.0
qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,0.241286863270777,2.0509383378016,AFOLU,0,0.0
qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,0.284237726098191,1.84754521963824,AFOLU,0,0.0
qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,0.527659574468085,2.2127659574468,AFOLU,0,0.0
qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,0.527659574468085,2.2127659574468,AFOLU,0,0.0
frac_lndu_soil_mineral_forests_mangroves,0.95,1.05,AFOLU,0,0.0
ef_frst_forestfires_mangroves_co2,0.95,1.05,AFOLU,0,0.0
mcf_lsmm_paddock_pasture_range,0.95,1.05,AFOLU,0,0.0
mcf_lsmm_incineration,0.95,1.05,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_anaerobic_digester,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_anaerobic_lagoon,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_daily_spread,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_deep_bedding,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_dry_lot,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_incineration,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_liquid_slurry,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_paddock_pasture_range,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_leaching_poultry_manure,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_anaerobic_digester,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_anaerobic_lagoon,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_composting,0.956692913385826,1.04330708661417,AFOLU,0,0.0
mcf_lsmm_liquid_slurry,0.29681597409606,1.77010253642741,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_daily_spread,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_dry_lot,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_incineration,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_liquid_slurry,0.280851063829787,1.77872340425531,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_paddock_pasture_range,0.9,1.1,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_poultry_manure,0.909090909090909,1.09090909090909,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_storage_solid,0.478821362799263,1.6427255985267,AFOLU,0,0.0
mcf_lsmm_anaerobic_digester,0.970780856423173,1.02292191435768,AFOLU,0,0.0
mcf_lsmm_anaerobic_lagoon,0.709117221418234,1.15774240231548,AFOLU,0,0.0
mcf_lsmm_composting,0.588235294117647,1.37254901960784,AFOLU,0,0.0
mcf_lsmm_daily_spread,0.185185185185185,1.85185185185185,AFOLU,0,0.0
mcf_lsmm_deep_bedding,0.313230481533426,1.75783076203833,AFOLU,0,0.0
mcf_lsmm_dry_lot,0.666666666666666,1.33333333333333,AFOLU,0,0.0
frac_lsmm_n_loss_volatilisation_deep_bedding,0.9,1.1,AFOLU,0,0.0
ef_frst_c_per_wood_products,0.8,1.2,AFOLU,0,0.0
ratio_soil_organic_matter_c_to_n,0.8,1.5,AFOLU,0,0.0
ratio_agrc_below_ground_to_above_ground_biomass_rice,0.65,1.35,AFOLU,0,0.0
ef_agrc_anaerobicdom_rice_kg_ch4_ha,0.6,1.74,AFOLU,0,0.0
ef_agrc_biomass_bevs_and_spices_tonne_co2_ha,0.8,1.2,AFOLU,0,0.0
ef_agrc_biomass_burning_n2o,0.8,1.2,AFOLU,0,0.0
ef_agrc_biomass_nuts_tonne_co2_ha,0.8,1.2,AFOLU,0,0.0
ef_agrc_biomass_other_woody_perennial_tonne_co2_ha,0.8,1.2,AFOLU,0,0.0
frac_agrc_n_in_above_ground_residue_cereals,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_above_ground_residue_other_annual,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_above_ground_residue_pulses,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_above_ground_residue_rice,0.25,1.75,AFOLU,0,0.0
ef_agrc_biomass_fruits_tonne_co2_ha,0.8,1.2,AFOLU,0,0.0
frac_agrc_n_in_below_ground_residue_cereals,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_above_ground_residue_tubers,0.25,1.75,AFOLU,0,0.0
ratio_agrc_below_ground_to_above_ground_biomass_pulses,0.55,1.45,AFOLU,0,0.0
ratio_agrc_below_ground_to_above_ground_biomass_other_annual,0.55,1.45,AFOLU,0,0.0
ratio_agrc_below_ground_to_above_ground_biomass_cereals,0.75,1.25,AFOLU,0,0.0
qty_soil_organic_c_stock_wet_climate_tonne_per_ha,0.450858034321372,1.72386895475819,AFOLU,0,0.0
frac_agrc_n_in_below_ground_residue_tubers,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_below_ground_residue_rice,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_below_ground_residue_pulses,0.25,1.75,AFOLU,0,0.0
frac_agrc_n_in_below_ground_residue_other_annual,0.25,1.75,AFOLU,0,0.0
elasticity_agrc_cereals_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_fruits_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_herbs_and_other_perennial_crops_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_nuts_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_other_annual_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_other_woody_perennial_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_pulses_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_rice_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_sugar_cane_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_tubers_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_vegetables_and_vines_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_fibers_demand_to_income,0.8,1.2,AFOLU,0,1.0
elasticity_agrc_bevs_and_spices_demand_to_income,0.8,1.2,AFOLU,0,1.0
ef_frst_sequestration_mangroves_kt_co2_ha,0.1,10.0,AFOLU,0,2.0
ef_frst_sequestration_primary_kt_co2_ha,0.1,10.0,AFOLU,0,2.0
ef_frst_sequestration_secondary_kt_co2_ha,0.1,10.0,AFOLU,0,2.0
ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_croplands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_settlements_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_grasslands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_other_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_settlements_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
ef_lndu_conv_other_to_croplands_gg_co2_ha,0.8,1.2,AFOLU,0,3.0
avgmass_lvst_animal_pigs_kg,0.907692307692307,1.24615384615384,AFOLU,0,4.0
avgmass_lvst_animal_sheep_kg,0.9,1.1,AFOLU,0,4.0
avgmass_lvst_animal_mules_kg,0.9,1.1,AFOLU,0,4.0
avgmass_lvst_animal_buffalo_kg,0.9,1.1,AFOLU,0,4.0
avgmass_lvst_animal_cattle_dairy_kg,0.984251968503937,1.02362204724409,AFOLU,0,4.0
avgmass_lvst_animal_goats_kg,0.9,1.1,AFOLU,0,4.0
avgmass_lvst_animal_horses_kg,0.9,1.1,AFOLU,0,4.0
avgmass_lvst_animal_cattle_nondairy_kg,0.973597359735973,1.08580858085808,AFOLU,0,4.0
avgmass_lvst_animal_chickens_kg,0.9,1.3,AFOLU,0,4.0
elasticity_lvst_cattle_dairy_demand_to_gdppc,0.8,1.2,AFOLU,0,5.0
elasticity_lvst_cattle_nondairy_demand_to_gdppc,0.8,1.2,AFOLU,0,5.0
elasticity_lvst_chickens_demand_to_gdppc,0.8,1.2,AFOLU,0,5.0
elasticity_lvst_pigs_demand_to_gdppc,0.8,1.2,AFOLU,0,5.0
elasticity_lvst_sheep_demand_to_gdppc,0.8,1.2,AFOLU,0,5.0
qty_lsmm_nitrogen_in_bedding_kg_per_head_deep_bedding,0.184971098265895,1.61849710982658,AFOLU,0,6.0
qty_lsmm_nitrogen_in_bedding_kg_per_head_storage_solid,0.184971098265895,1.61849710982658,AFOLU,0,6.0
ef_soil_c_cultivated_organic_temperate_crop_grass_tonne_per_ha,0.1,1.9,AFOLU,0,7.0
ef_soil_c_cultivated_organic_tropical_crop_grass_tonne_per_ha,0.1,1.9,AFOLU,0,7.0
