"Area.Code","Area","Item.Code","Item","Element.Code","Element","Source.Code","Source","Unit","value","Year"
166,"Panama",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3055.5067,"1975"
166,"Panama",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
166,"Panama",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
169,"Paraguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",10912.6404,"1975"
169,"Paraguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
169,"Paraguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
170,"Peru",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",19033.2868,"1975"
170,"Peru",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
170,"Peru",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
207,"Suriname",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",479.8712,"1975"
207,"Suriname",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
207,"Suriname",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
220,"Trinidad and Tobago",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",271.6519,"1975"
220,"Trinidad and Tobago",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
220,"Trinidad and Tobago",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
234,"Uruguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",27557.7785,"1975"
234,"Uruguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
234,"Uruguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1975"
9,"Argentina",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",133268.9635,"1976"
9,"Argentina",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
9,"Argentina",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
12,"Bahamas",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",20.274,"1976"
12,"Bahamas",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
12,"Bahamas",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
14,"Barbados",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",72.6411,"1976"
14,"Barbados",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
14,"Barbados",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
23,"Belize",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",122.0444,"1976"
23,"Belize",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
23,"Belize",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
21,"Brazil",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",250586.7755,"1976"
21,"Brazil",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
21,"Brazil",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
40,"Chile",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",9751.0465,"1976"
40,"Chile",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
40,"Chile",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
44,"Colombia",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",54764.2144,"1976"
44,"Colombia",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
44,"Colombia",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
48,"Costa Rica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4230.9,"1976"
48,"Costa Rica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
48,"Costa Rica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
56,"Dominican Republic",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",5677.3605,"1976"
56,"Dominican Republic",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
56,"Dominican Republic",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
58,"Ecuador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",7964.2159,"1976"
58,"Ecuador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
58,"Ecuador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
60,"El Salvador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3038.9709,"1976"
60,"El Salvador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
60,"El Salvador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
89,"Guatemala",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3508.2037,"1976"
89,"Guatemala",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
89,"Guatemala",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
91,"Guyana",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",1419.3561,"1976"
91,"Guyana",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
91,"Guyana",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
93,"Haiti",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3024.6331,"1976"
93,"Haiti",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
93,"Haiti",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
95,"Honduras",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4320.8014,"1976"
95,"Honduras",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
95,"Honduras",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
109,"Jamaica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",797.2033,"1976"
109,"Jamaica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
109,"Jamaica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
138,"Mexico",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",73779.4214,"1976"
138,"Mexico",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
138,"Mexico",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
157,"Nicaragua",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",6128.0176,"1976"
157,"Nicaragua",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
157,"Nicaragua",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
166,"Panama",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3078.5476,"1976"
166,"Panama",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
166,"Panama",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
169,"Paraguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",12020.2178,"1976"
169,"Paraguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
169,"Paraguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
170,"Peru",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",19246.8584,"1976"
170,"Peru",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
170,"Peru",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
207,"Suriname",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",491.7575,"1976"
207,"Suriname",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
207,"Suriname",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
220,"Trinidad and Tobago",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",274.5239,"1976"
220,"Trinidad and Tobago",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
220,"Trinidad and Tobago",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
234,"Uruguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",25506.3178,"1976"
234,"Uruguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
234,"Uruguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1976"
9,"Argentina",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",138150.082,"1977"
9,"Argentina",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
9,"Argentina",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
12,"Bahamas",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",20.7056,"1977"
12,"Bahamas",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
12,"Bahamas",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
14,"Barbados",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",70.9308,"1977"
14,"Barbados",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
14,"Barbados",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
23,"Belize",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",121.2088,"1977"
23,"Belize",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
23,"Belize",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
21,"Brazil",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",262088.0093,"1977"
21,"Brazil",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
21,"Brazil",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
40,"Chile",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",9827.1392,"1977"
40,"Chile",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
40,"Chile",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
44,"Colombia",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",55990.2374,"1977"
44,"Colombia",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
44,"Colombia",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
48,"Costa Rica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4457.6162,"1977"
48,"Costa Rica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
48,"Costa Rica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
56,"Dominican Republic",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",5609.2189,"1977"
56,"Dominican Republic",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
56,"Dominican Republic",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
58,"Ecuador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",8131.7587,"1977"
58,"Ecuador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
58,"Ecuador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
60,"El Salvador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3410.1911,"1977"
60,"El Salvador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
60,"El Salvador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
89,"Guatemala",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3894.043,"1977"
89,"Guatemala",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
89,"Guatemala",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
91,"Guyana",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",1682.7551,"1977"
91,"Guyana",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
91,"Guyana",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
93,"Haiti",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3062.0768,"1977"
93,"Haiti",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
93,"Haiti",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
95,"Honduras",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4419.8887,"1977"
95,"Honduras",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
95,"Honduras",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
109,"Jamaica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",787.6093,"1977"
109,"Jamaica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
109,"Jamaica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
138,"Mexico",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",75107.309,"1977"
138,"Mexico",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
138,"Mexico",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
157,"Nicaragua",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",6453.2326,"1977"
157,"Nicaragua",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
157,"Nicaragua",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
166,"Panama",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3096.6716,"1977"
166,"Panama",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
166,"Panama",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
169,"Paraguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",12543.0527,"1977"
169,"Paraguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
169,"Paraguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
170,"Peru",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",18617.8451,"1977"
170,"Peru",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
170,"Peru",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
207,"Suriname",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",503.5939,"1977"
207,"Suriname",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
207,"Suriname",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
220,"Trinidad and Tobago",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",278.7335,"1977"
220,"Trinidad and Tobago",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
220,"Trinidad and Tobago",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
234,"Uruguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",25035.1912,"1977"
234,"Uruguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
234,"Uruguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1977"
9,"Argentina",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",131354.6627,"1978"
9,"Argentina",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
9,"Argentina",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
12,"Bahamas",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",17.2795,"1978"
12,"Bahamas",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
12,"Bahamas",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
14,"Barbados",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",80.2186,"1978"
14,"Barbados",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
14,"Barbados",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
23,"Belize",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",122.321,"1978"
23,"Belize",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
23,"Belize",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
21,"Brazil",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",260077.0643,"1978"
21,"Brazil",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
21,"Brazil",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
40,"Chile",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",10001.2489,"1978"
40,"Chile",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
40,"Chile",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
44,"Colombia",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",56479.1454,"1978"
44,"Colombia",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
44,"Colombia",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
48,"Costa Rica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4634.4664,"1978"
48,"Costa Rica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
48,"Costa Rica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
56,"Dominican Republic",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",5390.3569,"1978"
56,"Dominican Republic",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
56,"Dominican Republic",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
58,"Ecuador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",8048.5231,"1978"
58,"Ecuador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
58,"Ecuador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
60,"El Salvador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3600.6269,"1978"
60,"El Salvador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
60,"El Salvador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
89,"Guatemala",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",4056.0132,"1978"
89,"Guatemala",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
89,"Guatemala",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1978"
91,"Guyana",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",1531.1822,"1978"
