file,value
pij_lndu_settlements_to_wetlands,2.7300000000000003e-05
pij_lndu_wetlands_to_croplands,0.005748415
pij_lndu_wetlands_to_forests_mangroves,0.005298344
pij_lndu_wetlands_to_forests_primary,0.0
pij_lndu_wetlands_to_forests_secondary,0.01582647
pij_lndu_wetlands_to_grasslands,0.005837917
pij_lndu_wetlands_to_other,0.00966496
pij_lndu_wetlands_to_settlements,0.00016736099999999999
pij_lndu_wetlands_to_wetlands,0.9574565340000001
qty_frst_biomass_consumed_by_fire_temperate_mangroves_tonne_per_ha,0.0
qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,53.6
qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,53.6
qty_frst_biomass_consumed_by_fire_tropical_mangroves_tonne_per_ha,0.0
qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,119.6
qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,46.7
qty_lsmm_nitrogen_in_bedding_kg_per_head_deep_bedding,4.325
qty_lsmm_nitrogen_in_bedding_kg_per_head_storage_solid,8.65
qty_lvst_daily_dry_matter_consumed_buffalo_kg,16.36363636
qty_lvst_daily_dry_matter_consumed_cattle_dairy_kg,9.090909091
qty_lvst_daily_dry_matter_consumed_cattle_nondairy_kg,9.090909091
qty_lvst_daily_dry_matter_consumed_chickens_kg,0.0
qty_lvst_daily_dry_matter_consumed_goats_kg,0.9090909090000001
qty_lvst_daily_dry_matter_consumed_horses_kg,16.36363636
qty_lvst_daily_dry_matter_consumed_mules_kg,9.545454545
qty_lvst_daily_dry_matter_consumed_pigs_kg,0.0
qty_lvst_daily_dry_matter_consumed_sheep_kg,1.363636364
qty_soil_organic_c_stock_dry_climate_tonne_per_ha,36.83333333
qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,60.19047619
qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,41.44444444
qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,70.36363636
qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,58.75
qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,58.75
qty_soil_organic_c_stock_wet_climate_tonne_per_ha,75.41176471
qtyinit_soil_liming_dolomite_applied_to_soils_kt,12.0
qtyinit_soil_liming_limestone_applied_to_soils_kt,10.0
qtyinit_soil_synthetic_fertilizer_kt,99.4
ratio_agrc_above_ground_residue_to_yield_cereals,1.3
ratio_agrc_above_ground_residue_to_yield_other_annual,2.1
ratio_agrc_above_ground_residue_to_yield_pulses,2.1
ratio_agrc_above_ground_residue_to_yield_rice,1.4
ratio_agrc_above_ground_residue_to_yield_tubers,0.4
ratio_agrc_below_ground_to_above_ground_biomass_cereals,0.25
ratio_agrc_below_ground_to_above_ground_biomass_other_annual,0.19
ratio_agrc_below_ground_to_above_ground_biomass_pulses,0.19
ratio_agrc_below_ground_to_above_ground_biomass_rice,0.16
ratio_agrc_below_ground_to_above_ground_biomass_tubers,0.2
ratio_lsmm_n2_to_n2o,3.0
ratio_soil_organic_matter_c_to_n,10.0
regressionb_agrc_above_ground_residue_cereals_kg_per_ha,0.88
regressionb_agrc_above_ground_residue_other_annual_kg_per_ha,1.35
regressionb_agrc_above_ground_residue_pulses_kg_per_ha,0.85
regressionb_agrc_above_ground_residue_rice_kg_per_ha,2.46
regressionb_agrc_above_ground_residue_tubers_kg_per_ha,1.06
regressionm_agrc_above_ground_residue_cereals_kg_per_ha,1.09
regressionm_agrc_above_ground_residue_other_annual_kg_per_ha,0.93
regressionm_agrc_above_ground_residue_pulses_kg_per_ha,1.13
regressionm_agrc_above_ground_residue_rice_kg_per_ha,0.95
regressionm_agrc_above_ground_residue_tubers_kg_per_ha,0.1
scalar_lndu_vegetarian_dietary_exchange,1.2
scalar_lvst_carrying_capacity,1.0
va_commercial_mmm_usd,38.83107386
va_industrial_mmm_usd,10.64896106
va_manufacturing_mmm_usd,6.239061372
va_mining_mmm_usd,2.954671495
ratio_agrc_above_ground_residue_to_yield_other_annual,2.1
ratio_agrc_above_ground_residue_to_yield_pulses,2.1
ratio_agrc_above_ground_residue_to_yield_rice,1.4
ratio_agrc_above_ground_residue_to_yield_tubers,0.4
ratio_agrc_below_ground_to_above_ground_biomass_cereals,0.25
ratio_agrc_below_ground_to_above_ground_biomass_other_annual,0.19
ratio_agrc_below_ground_to_above_ground_biomass_pulses,0.19
ratio_agrc_below_ground_to_above_ground_biomass_rice,0.16
ratio_agrc_below_ground_to_above_ground_biomass_tubers,0.2
ratio_lsmm_n2_to_n2o,3.0
ratio_soil_organic_matter_c_to_n,10.0
regressionb_agrc_above_ground_residue_cereals_kg_per_ha,0.88
regressionb_agrc_above_ground_residue_other_annual_kg_per_ha,1.35
regressionb_agrc_above_ground_residue_pulses_kg_per_ha,0.85
regressionb_agrc_above_ground_residue_rice_kg_per_ha,2.46
regressionb_agrc_above_ground_residue_tubers_kg_per_ha,1.06
regressionm_agrc_above_ground_residue_cereals_kg_per_ha,1.09
regressionm_agrc_above_ground_residue_other_annual_kg_per_ha,0.93
regressionm_agrc_above_ground_residue_pulses_kg_per_ha,1.13
regressionm_agrc_above_ground_residue_rice_kg_per_ha,0.95
regressionm_agrc_above_ground_residue_tubers_kg_per_ha,0.1
