year,country,value,model
1997,peru,80672.0939,AFOLU
1997,suriname,4154.3033,AFOLU
1997,trinidad_and_tobago,304.2021,AFOLU
1997,uruguay,14396.275,AFOLU
1998,argentina,165407.6458,AFOLU
1998,bahamas,148.1638,AFOLU
1998,barbados,92.2801,AFOLU
1998,belize,6868.0662,AFOLU
1998,brazil,1458453.2815,AFOLU
1998,chile,-4304.1544,AFOLU
1998,colombia,156788.8813,AFOLU
1998,costa_rica,6736.08,AFOLU
1998,dominican_republic,-50.9105,AFOLU
1998,ecuador,51902.447,AFOLU
1998,el_salvador,3905.6956,AFOLU
1998,guatemala,25159.2039,AFOLU
1998,guyana,9960.0502,AFOLU
1998,haiti,4097.7744,AFOLU
1998,honduras,11671.1668,AFOLU
1998,jamaica,1490.0619,AFOLU
1998,mexico,123455.94099999999,AFOLU
1998,nicaragua,26635.5983,AFOLU
1998,panama,9359.2079,AFOLU
1998,paraguay,65794.0719,AFOLU
1998,peru,81397.0326,AFOLU
1998,suriname,4209.4185,AFOLU
1998,trinidad_and_tobago,297.8809,AFOLU
1998,uruguay,13705.1443,AFOLU
1999,argentina,169434.6226,AFOLU
1999,bahamas,142.1686,AFOLU
1999,barbados,87.7579,AFOLU
1999,belize,6814.5652,AFOLU
1999,brazil,1454221.1940000001,AFOLU
1999,chile,-4230.1718,AFOLU
1999,colombia,153970.7176,AFOLU
1999,costa_rica,6386.5371,AFOLU
1999,dominican_republic,-740.5366,AFOLU
1999,ecuador,51826.2899,AFOLU
1999,el_salvador,4099.8128,AFOLU
1999,guatemala,23557.161,AFOLU
1999,guyana,10022.2119,AFOLU
1999,haiti,4134.5264,AFOLU
1999,honduras,10785.2511,AFOLU
1999,jamaica,1537.2512,AFOLU
1999,mexico,116045.4001,AFOLU
1999,nicaragua,27136.3853,AFOLU
1999,panama,9296.8802,AFOLU
1999,paraguay,68902.5836,AFOLU
1999,peru,82756.4184,AFOLU
1999,suriname,4231.9789,AFOLU
1999,trinidad_and_tobago,295.6877,AFOLU
1999,uruguay,13705.5657,AFOLU
2000,argentina,168928.6108,AFOLU
2000,bahamas,164.4865,AFOLU
2000,barbados,82.8263,AFOLU
2000,belize,6827.2334,AFOLU
2000,brazil,1441252.1346,AFOLU
2000,chile,-4569.2384,AFOLU
2000,colombia,155247.9777,AFOLU
2000,costa_rica,6191.1069,AFOLU
2000,dominican_republic,-997.1128,AFOLU
2000,ecuador,50103.9855,AFOLU
2000,el_salvador,3881.6471,AFOLU
2000,guatemala,24618.4551,AFOLU
2000,guyana,9750.4886,AFOLU
2000,haiti,4494.6058,AFOLU
2000,honduras,11245.7218,AFOLU
2000,jamaica,1555.8489,AFOLU
2000,mexico,116969.3006,AFOLU
2000,nicaragua,27407.1601,AFOLU
2000,panama,9270.1599,AFOLU
2000,paraguay,64203.0416,AFOLU
2000,peru,82909.8798,AFOLU
2000,suriname,4151.5659,AFOLU
2000,trinidad_and_tobago,320.5794,AFOLU
2000,uruguay,13073.5641,AFOLU
2001,argentina,216481.2662,AFOLU
2001,bahamas,39.3676,AFOLU
2001,barbados,75.1364,AFOLU
2001,belize,3465.3906,AFOLU
2001,brazil,1523932.9775,AFOLU
2001,chile,-23439.8931,AFOLU
2001,colombia,143643.3669,AFOLU
2001,costa_rica,3063.7787,AFOLU
2001,dominican_republic,4747.5752,AFOLU
2001,ecuador,43891.5932,AFOLU
2001,el_salvador,4223.0143,AFOLU
2001,guatemala,20707.2133,AFOLU
2001,guyana,10521.7129,AFOLU
2001,haiti,4508.9401,AFOLU
2001,honduras,10371.2449,AFOLU
2001,jamaica,-1319.4538,AFOLU
2001,mexico,23404.9866,AFOLU
2001,nicaragua,31320.4949,AFOLU
2001,panama,8063.9443,AFOLU
2001,paraguay,80012.6204,AFOLU
2001,peru,88064.2726,AFOLU
2001,suriname,4529.4931,AFOLU
2001,trinidad_and_tobago,351.5459,AFOLU
2001,uruguay,16433.2692,AFOLU
2002,argentina,220440.7747,AFOLU
2002,bahamas,40.4305,AFOLU
2002,barbados,63.8924,AFOLU
2002,belize,3551.6495,AFOLU
2002,brazil,1555587.438,AFOLU
2002,chile,-23350.2036,AFOLU
2002,colombia,143848.2414,AFOLU
2002,costa_rica,2916.5808,AFOLU
2002,dominican_republic,5180.5844,AFOLU
2002,ecuador,43738.2282,AFOLU
2002,el_salvador,4328.3152,AFOLU
2002,guatemala,20951.4505,AFOLU
2002,guyana,10422.3719,AFOLU
2002,haiti,4536.2076,AFOLU
2002,honduras,10515.1247,AFOLU
2002,jamaica,-1328.612,AFOLU
2002,mexico,23282.8426,AFOLU
2002,nicaragua,31595.4482,AFOLU
2002,panama,8081.2416,AFOLU
2002,paraguay,79898.6083,AFOLU
2002,peru,88789.2804,AFOLU
2002,suriname,4386.6679,AFOLU
2002,trinidad_and_tobago,392.8515,AFOLU
2002,uruguay,17255.8303,AFOLU
2003,argentina,230978.9578,AFOLU
2003,bahamas,24.2788,AFOLU
2003,barbados,61.3977,AFOLU
2003,belize,3774.1573,AFOLU
2003,brazil,1573491.6679,AFOLU
2003,chile,-23580.3557,AFOLU
2003,colombia,145606.8501,AFOLU
2003,costa_rica,2935.7263,AFOLU
2003,dominican_republic,4954.3092,AFOLU
2003,ecuador,43510.5332,AFOLU
2003,el_salvador,4223.2588,AFOLU
2003,guatemala,22372.6447,AFOLU
2003,guyana,10710.3087,AFOLU
2003,haiti,4556.1014,AFOLU
2003,honduras,12640.4667,AFOLU
2003,jamaica,-1261.8204,AFOLU
2003,mexico,25911.1863,AFOLU
2003,nicaragua,32262.4061,AFOLU
2003,panama,8182.9497,AFOLU
2003,paraguay,81398.0151,AFOLU
2003,peru,89193.3849,AFOLU
2003,suriname,4503.1729,AFOLU
2003,trinidad_and_tobago,373.0641,AFOLU
2003,uruguay,18173.8495,AFOLU
2004,argentina,232349.7114,AFOLU
2004,bahamas,79.6828,AFOLU
2004,barbados,71.7683,AFOLU
2004,belize,3429.8688,AFOLU
2004,brazil,1599292.8359,AFOLU
2004,chile,-23009.5578,AFOLU
2004,colombia,146936.5177,AFOLU
2004,costa_rica,2716.6868,AFOLU
2004,dominican_republic,5657.8873,AFOLU
2004,ecuador,44307.4217,AFOLU
2004,el_salvador,4309.0419,AFOLU
2004,guatemala,21010.0265,AFOLU
2004,guyana,11025.4165,AFOLU
2004,haiti,4530.271,AFOLU
2004,honduras,11464.989,AFOLU
2004,jamaica,-1346.5004,AFOLU
2004,mexico,22332.7343,AFOLU
2004,nicaragua,31718.7986,AFOLU
2004,panama,8027.8034,AFOLU
2004,paraguay,79020.1732,AFOLU
2004,peru,89015.8757,AFOLU
2004,suriname,4684.0737,AFOLU
2004,trinidad_and_tobago,387.6688,AFOLU
2004,uruguay,19043.2046,AFOLU
2005,argentina,231823.99,AFOLU
2005,bahamas,62.6748,AFOLU
2005,barbados,59.6677,AFOLU
2005,belize,3529.7578,AFOLU
2005,brazil,1607793.3675,AFOLU
2005,chile,-23223.772,AFOLU
2005,colombia,146775.6656,AFOLU
2005,costa_rica,2863.4888,AFOLU
2005,dominican_republic,5464.5688,AFOLU
2005,ecuador,43630.3371,AFOLU
2005,el_salvador,4435.435,AFOLU
2005,guatemala,22266.0021,AFOLU
2005,guyana,10856.9288,AFOLU
2005,haiti,4549.1256,AFOLU
2005,honduras,12630.3772,AFOLU
2005,jamaica,-1394.0278,AFOLU
2005,mexico,25778.0857,AFOLU
2005,nicaragua,32365.5754,AFOLU
2005,panama,8109.9348,AFOLU
2005,paraguay,80565.8573,AFOLU
2005,peru,90451.211,AFOLU
2005,suriname,4566.380999999999,AFOLU
2005,trinidad_and_tobago,389.0219,AFOLU
2005,uruguay,19240.4867,AFOLU
2006,argentina,235173.2317,AFOLU
2006,bahamas,45.9058,AFOLU
2006,barbados,54.8345,AFOLU
2006,belize,3473.3703,AFOLU
2006,brazil,1590428.0267,AFOLU
2006,chile,-23238.9236,AFOLU
2006,colombia,146890.376,AFOLU
2006,costa_rica,2804.3962,AFOLU
2006,dominican_republic,5581.8875,AFOLU
2006,ecuador,43691.8863,AFOLU
2006,el_salvador,4488.2525,AFOLU
2006,guatemala,21532.1553,AFOLU
2006,guyana,10802.0606,AFOLU
2006,haiti,4529.8748,AFOLU
2006,honduras,11866.4416,AFOLU
2006,jamaica,-1711.0228,AFOLU
2006,mexico,24456.4162,AFOLU
2006,nicaragua,32273.9342,AFOLU
2006,panama,8141.1707,AFOLU
2006,paraguay,80365.5936,AFOLU
2006,peru,90117.978,AFOLU
2006,suriname,4609.5552,AFOLU
2006,trinidad_and_tobago,388.8124,AFOLU
2006,uruguay,20417.2022,AFOLU
2007,argentina,237937.2929,AFOLU
2007,bahamas,33.1651,AFOLU
2007,barbados,52.016000000000005,AFOLU
2007,belize,3591.1779,AFOLU
2007,brazil,1610273.0025,AFOLU
2007,chile,-23476.4042,AFOLU
2007,colombia,149928.1953,AFOLU
2007,costa_rica,3108.9075,AFOLU
2007,dominican_republic,6462.5866,AFOLU
2007,ecuador,43107.4964,AFOLU
2007,el_salvador,4673.9136,AFOLU
2007,guatemala,22199.2333,AFOLU
2007,guyana,10842.0323,AFOLU
2007,haiti,4568.0247,AFOLU
2007,honduras,11890.4292,AFOLU
2007,jamaica,-1771.5586,AFOLU
2007,mexico,25318.1449,AFOLU
2007,nicaragua,32242.3907,AFOLU
2007,panama,8042.2919,AFOLU
2007,paraguay,83716.6231,AFOLU
2007,peru,90886.5845,AFOLU
2007,suriname,4554.8276,AFOLU
2007,trinidad_and_tobago,390.3268,AFOLU
2007,uruguay,19746.5279,AFOLU
2008,argentina,235432.1842,AFOLU
2008,bahamas,85.4414,AFOLU
2008,barbados,55.9056,AFOLU
2008,belize,3548.3422,AFOLU
2008,brazil,1589554.0001,AFOLU
2008,chile,-22570.2997,AFOLU
2008,colombia,148833.69,AFOLU
2008,costa_rica,3287.6418,AFOLU
2008,dominican_republic,6597.7707,AFOLU
2008,ecuador,43420.0775,AFOLU
2008,el_salvador,4794.0697,AFOLU
2008,guatemala,21999.1724,AFOLU
2008,guyana,10987.8354,AFOLU
2008,haiti,4550.931,AFOLU
2008,honduras,11791.0787,AFOLU
2008,jamaica,-1772.6858,AFOLU
2008,mexico,25530.2618,AFOLU
2008,nicaragua,32287.0787,AFOLU
2008,panama,8225.9399,AFOLU
2008,paraguay,81037.741,AFOLU
2008,peru,90975.8659,AFOLU
2008,suriname,4633.383,AFOLU
2008,trinidad_and_tobago,388.9452,AFOLU
2008,uruguay,20372.8365,AFOLU
2009,argentina,225076.7021,AFOLU
2009,bahamas,58.0868,AFOLU
2009,barbados,52.2423,AFOLU
2009,belize,3562.7746,AFOLU
2009,brazil,1586344.6884,AFOLU
2009,chile,-23128.2894,AFOLU
2009,colombia,148592.9302,AFOLU
2009,costa_rica,3143.2237,AFOLU
2009,dominican_republic,6920.3664,AFOLU
2009,ecuador,44394.4508,AFOLU
2009,el_salvador,4599.0982,AFOLU
2009,guatemala,22896.4531,AFOLU
2009,guyana,10997.2615,AFOLU
2009,haiti,4584.2872,AFOLU
2009,honduras,12256.2635,AFOLU
2009,jamaica,-1788.8096,AFOLU
2009,mexico,26891.4534,AFOLU
2009,nicaragua,32404.5492,AFOLU
2009,panama,8290.2792,AFOLU
2009,paraguay,82811.4553,AFOLU
2009,peru,91769.929,AFOLU
2009,suriname,4732.6286,AFOLU
2009,trinidad_and_tobago,397.0057,AFOLU
2009,uruguay,19896.0277,AFOLU
2010,argentina,216833.6088,AFOLU
2010,bahamas,34.2851,AFOLU
2010,barbados,53.4128,AFOLU
2010,belize,3580.9368,AFOLU
2010,brazil,1632499.8831,AFOLU
2010,chile,-22945.7975,AFOLU
2010,colombia,150054.2482,AFOLU
2010,costa_rica,3260.7842,AFOLU
2010,dominican_republic,7133.2687,AFOLU
2010,ecuador,44724.5804,AFOLU
2010,el_salvador,4436.3646,AFOLU
2010,guatemala,22978.6534,AFOLU
2010,guyana,11123.3208,AFOLU
2010,haiti,4606.473,AFOLU
2010,honduras,12162.788,AFOLU
2010,jamaica,-1784.7258,AFOLU
2010,mexico,26961.0498,AFOLU
2010,nicaragua,32631.7683,AFOLU
2010,panama,8307.0068,AFOLU
2010,paraguay,84677.8311,AFOLU
2010,peru,91898.6066,AFOLU
2010,suriname,4702.7772,AFOLU
2010,trinidad_and_tobago,407.3512,AFOLU
2010,uruguay,18673.3427,AFOLU
2011,argentina,187516.4148,AFOLU
2011,bahamas,90.0252,AFOLU
2011,barbados,55.2504,AFOLU
2011,belize,6125.2278,AFOLU
2011,brazil,777287.8276,AFOLU
2011,chile,-68602.6477,AFOLU
2011,colombia,121803.6981,AFOLU
2011,costa_rica,-3263.9305,AFOLU
2011,dominican_republic,7911.4424,AFOLU
2011,ecuador,33042.9699,AFOLU
2011,el_salvador,4056.5559,AFOLU
2011,guatemala,17096.1474,AFOLU
2011,guyana,18785.3256,AFOLU
2011,haiti,5210.1894,AFOLU
2011,honduras,13277.7221,AFOLU
2011,jamaica,871.8907,AFOLU
2011,mexico,110659.1014,AFOLU
2011,nicaragua,20842.0957,AFOLU
2011,panama,8440.7632,AFOLU
2011,paraguay,97380.3995,AFOLU
2011,peru,115804.6592,AFOLU
2011,suriname,9022.9175,AFOLU
2011,trinidad_and_tobago,377.7956,AFOLU
2011,uruguay,21924.9389,AFOLU
2012,argentina,189927.051,AFOLU
2012,bahamas,36.7432,AFOLU
2012,barbados,58.1465,AFOLU
2012,belize,5792.8369,AFOLU
2012,brazil,781952.5179999999,AFOLU
2012,chile,-68592.7591,AFOLU
2012,colombia,118312.4155,AFOLU
2012,costa_rica,-3379.8338,AFOLU
2012,dominican_republic,7806.3695,AFOLU
2012,ecuador,32898.6916,AFOLU
2012,el_salvador,4200.1022,AFOLU
2012,guatemala,17244.462,AFOLU
2012,guyana,18848.3138,AFOLU
2012,haiti,5200.2022,AFOLU
2012,honduras,12717.7774,AFOLU
2012,jamaica,905.9379,AFOLU
2012,mexico,108747.1972,AFOLU
2012,nicaragua,21228.1043,AFOLU
2012,panama,8502.6157,AFOLU
2012,paraguay,98572.2011,AFOLU
2012,peru,116076.0562,AFOLU
2012,suriname,8993.0547,AFOLU
2012,trinidad_and_tobago,386.7007,AFOLU
2012,uruguay,21654.8074,AFOLU
2013,argentina,193494.5673,AFOLU
2013,bahamas,97.9669,AFOLU
2013,barbados,59.0296,AFOLU
2013,belize,5982.0457,AFOLU
2013,brazil,772142.7398,AFOLU
2013,chile,-70358.2225,AFOLU
2013,colombia,116325.632,AFOLU
2013,costa_rica,-3301.4543,AFOLU
2013,dominican_republic,7860.4305,AFOLU
2013,ecuador,32827.3471,AFOLU
2013,el_salvador,3720.9755,AFOLU
2013,guatemala,17497.3528,AFOLU
2013,guyana,19031.4653,AFOLU
2013,haiti,5221.7973,AFOLU
2013,honduras,13205.4278,AFOLU
2013,jamaica,894.4302,AFOLU
2013,mexico,112752.8696,AFOLU
2013,nicaragua,21687.6835,AFOLU
2013,panama,8520.6833,AFOLU
2013,paraguay,99830.8703,AFOLU
2013,peru,115969.0765,AFOLU
2013,suriname,8979.2374,AFOLU
2013,trinidad_and_tobago,394.8907,AFOLU
2013,uruguay,21743.82,AFOLU
2014,argentina,193819.5805,AFOLU
2014,bahamas,40.1152,AFOLU
2014,barbados,55.6502,AFOLU
2014,belize,5847.7467,AFOLU
2014,brazil,783995.4252,AFOLU
2014,chile,-70551.2157,AFOLU
2014,colombia,116701.1813,AFOLU
2014,costa_rica,-3435.1891,AFOLU
2014,dominican_republic,7923.616,AFOLU
2014,ecuador,31513.3106,AFOLU
2014,el_salvador,3877.7776,AFOLU
2014,guatemala,17489.9186,AFOLU
2014,guyana,19156.8467,AFOLU
2014,haiti,5239.6217,AFOLU
2014,honduras,13280.5538,AFOLU
2014,jamaica,888.6311,AFOLU
2014,mexico,107101.7909,AFOLU
2014,nicaragua,22286.6944,AFOLU
2014,panama,8271.7004,AFOLU
2014,paraguay,101236.6075,AFOLU
2014,peru,115749.4483,AFOLU
2014,suriname,9045.7433,AFOLU
2014,trinidad_and_tobago,395.2888,AFOLU
2014,uruguay,22030.4426,AFOLU
2015,argentina,193395.5538,AFOLU
2015,bahamas,47.5909,AFOLU
2015,barbados,55.0347,AFOLU
2015,belize,5892.3652,AFOLU
2015,brazil,791465.459,AFOLU
2015,chile,-70296.3134,AFOLU
2015,colombia,116048.2829,AFOLU
2015,costa_rica,-3331.3159,AFOLU
2015,dominican_republic,8029.2258,AFOLU
2015,ecuador,30332.2775,AFOLU
2015,el_salvador,3891.7452,AFOLU
2015,guatemala,17942.1496,AFOLU
2015,guyana,19278.0591,AFOLU
2015,haiti,5281.5821,AFOLU
2015,honduras,13031.8109,AFOLU
2015,jamaica,862.2176,AFOLU
2015,mexico,109046.0437,AFOLU
2015,nicaragua,22650.3128,AFOLU
2015,panama,8139.2001,AFOLU
2015,paraguay,100645.177,AFOLU
2015,peru,116053.6748,AFOLU
2015,suriname,9029.0293,AFOLU
2015,trinidad_and_tobago,398.1547,AFOLU
2015,uruguay,21646.8229,AFOLU
2016,argentina,161515.2437,AFOLU
2016,bahamas,68.5286,AFOLU
2016,barbados,56.0371,AFOLU
2016,belize,5659.0949,AFOLU
2016,brazil,917972.1665,AFOLU
2016,chile,-47446.8048,AFOLU
2016,colombia,143288.2833,AFOLU
2016,costa_rica,-3050.0406,AFOLU
2016,dominican_republic,7739.4936,AFOLU
2016,ecuador,39461.9624,AFOLU
2016,el_salvador,3662.816,AFOLU
2016,guatemala,13721.7093,AFOLU
2016,guyana,16253.4863,AFOLU
2016,haiti,5409.8531,AFOLU
2016,honduras,13034.4594,AFOLU
2016,jamaica,776.3279,AFOLU
2016,mexico,114190.6596,AFOLU
2016,nicaragua,31234.689,AFOLU
2016,panama,8123.7863,AFOLU
2016,paraguay,78232.6659,AFOLU
2016,peru,117253.9467,AFOLU
2016,suriname,10145.5812,AFOLU
2016,trinidad_and_tobago,413.6251,AFOLU
2016,uruguay,27105.7342,AFOLU
2017,argentina,168429.9476,AFOLU
2017,bahamas,112.2358,AFOLU
2017,barbados,57.2162,AFOLU
2017,belize,5706.1182,AFOLU
2017,brazil,924936.8012,AFOLU
2017,chile,-46278.1412,AFOLU
2017,colombia,145665.8772,AFOLU
2017,costa_rica,-3104.3765,AFOLU
2017,dominican_republic,7905.5747,AFOLU
2017,ecuador,39497.4248,AFOLU
2017,el_salvador,3648.5629,AFOLU
2017,guatemala,13851.5302,AFOLU
2017,guyana,16335.4522,AFOLU
2017,haiti,5412.843000000001,AFOLU
2017,honduras,12857.4045,AFOLU
2017,jamaica,764.5796,AFOLU
2017,mexico,116249.3917,AFOLU
2017,nicaragua,30785.8764,AFOLU
2017,panama,8038.088000000001,AFOLU
2017,paraguay,80033.1384,AFOLU
2017,peru,117483.3923,AFOLU
2017,suriname,10140.1109,AFOLU
2017,trinidad_and_tobago,412.0825,AFOLU
2017,uruguay,26640.4491,AFOLU
2018,argentina,165851.1341,AFOLU
2018,bahamas,31.6423,AFOLU
2018,barbados,54.498000000000005,AFOLU
2018,belize,5638.2341,AFOLU
2018,brazil,905561.6676,AFOLU
2018,chile,-47214.9036,AFOLU
2018,colombia,150459.5415,AFOLU
2018,costa_rica,-3015.4547,AFOLU
2018,dominican_republic,8173.5582,AFOLU
2018,ecuador,39008.358,AFOLU
2018,el_salvador,3514.1625,AFOLU
2018,guatemala,13827.0178,AFOLU
2018,guyana,16406.3554,AFOLU
2018,haiti,5398.3339,AFOLU
2018,honduras,13151.9682,AFOLU
2018,jamaica,753.3804,AFOLU
2018,mexico,115327.6158,AFOLU
2018,nicaragua,31203.1124,AFOLU
2018,panama,8107.6627,AFOLU
2018,paraguay,77539.1563,AFOLU
2018,peru,117368.9364,AFOLU
2018,suriname,10061.8535,AFOLU
2018,trinidad_and_tobago,409.9993,AFOLU
2018,uruguay,25983.9545,AFOLU
2019,argentina,165642.9703,AFOLU
2019,bahamas,40.0965,AFOLU
2019,barbados,55.6073,AFOLU
2019,belize,5720.0811,AFOLU
2019,brazil,920076.4795,AFOLU
2019,chile,-46871.3428,AFOLU
2019,colombia,151730.6489,AFOLU
2019,costa_rica,-2970.7908,AFOLU
2019,dominican_republic,8246.431999999999,AFOLU
2019,ecuador,39285.6332,AFOLU
2019,el_salvador,3487.4672,AFOLU
2019,guatemala,14138.128,AFOLU
2019,guyana,16707.3714,AFOLU
2019,haiti,5411.2388,AFOLU
2019,honduras,13149.8414,AFOLU
2019,jamaica,743.0579,AFOLU
2019,mexico,118602.4407,AFOLU
2019,nicaragua,31568.4656,AFOLU
2019,panama,8031.7539,AFOLU
2019,paraguay,79629.5295,AFOLU
2019,peru,117638.2229,AFOLU
2019,suriname,10163.7899,AFOLU
2019,trinidad_and_tobago,420.9185,AFOLU
2019,uruguay,25804.702,AFOLU
2020,argentina,,AFOLU
2020,bahamas,,AFOLU
2020,barbados,,AFOLU
2020,belize,,AFOLU
2020,brazil,,AFOLU
2020,chile,,AFOLU
2020,colombia,,AFOLU
2020,costa_rica,,AFOLU
2020,dominican_republic,,AFOLU
2020,ecuador,,AFOLU
2020,el_salvador,,AFOLU
2020,guatemala,,AFOLU
2020,guyana,,AFOLU
2020,haiti,,AFOLU
2020,honduras,,AFOLU
2020,jamaica,,AFOLU
2020,mexico,,AFOLU
2020,nicaragua,,AFOLU
2020,panama,,AFOLU
2020,paraguay,,AFOLU
2020,peru,,AFOLU
2020,suriname,,AFOLU
2020,trinidad_and_tobago,,AFOLU
2020,uruguay,,AFOLU
2030,argentina,161351.2429,AFOLU
2030,bahamas,33.1125,AFOLU
2030,barbados,81.9342,AFOLU
2030,belize,228.3846,AFOLU
2030,brazil,582674.5114,AFOLU
2030,chile,15460.7386,AFOLU
2030,colombia,89388.5429,AFOLU
2030,costa_rica,4083.0115,AFOLU
2030,dominican_republic,10484.2854,AFOLU
2030,ecuador,20172.218999999997,AFOLU
2030,el_salvador,5029.3143,AFOLU
2030,guatemala,10297.3788,AFOLU
2030,guyana,1402.9829,AFOLU
2030,haiti,5404.3533,AFOLU
2030,honduras,6768.5946,AFOLU
2030,jamaica,879.7202,AFOLU
2030,mexico,108925.3632,AFOLU
2030,nicaragua,12812.048,AFOLU
2030,panama,4150.5069,AFOLU
2030,paraguay,32220.1968,AFOLU
2030,peru,29523.4362,AFOLU
2030,suriname,673.0629,AFOLU
2030,trinidad_and_tobago,327.2431,AFOLU
2030,uruguay,33597.6633,AFOLU
2050,argentina,167534.7397,AFOLU
2050,bahamas,55.7108,AFOLU
2050,barbados,116.4654,AFOLU
2050,belize,271.681,AFOLU
2050,brazil,631766.1579,AFOLU
2050,chile,17634.5849,AFOLU
2050,colombia,99398.0774,AFOLU
2050,costa_rica,4439.7433,AFOLU
2050,dominican_republic,12116.3135,AFOLU
2050,ecuador,23106.1785,AFOLU
2050,el_salvador,6452.8429,AFOLU
2050,guatemala,13618.3557,AFOLU
2050,guyana,1481.5545,AFOLU
2050,haiti,6514.3619,AFOLU
2050,honduras,7385.0224,AFOLU
2050,jamaica,966.9436,AFOLU
2050,mexico,121899.3863,AFOLU
2050,nicaragua,14981.958999999999,AFOLU
2050,panama,5032.5283,AFOLU
2050,paraguay,41453.7254,AFOLU
2050,peru,32021.8461,AFOLU
2050,suriname,776.1335,AFOLU
2050,trinidad_and_tobago,344.48199999999997,AFOLU
2050,uruguay,34850.7506,AFOLU
1990,argentina,9330.549273205153,CircularEconomy
1991,argentina,9536.063904096818,CircularEconomy
1992,argentina,9755.668338173942,CircularEconomy
1993,argentina,10003.1933990842,CircularEconomy
1994,argentina,10292.469910475264,CircularEconomy
1995,argentina,10697.854618919233,CircularEconomy
1996,argentina,11168.472191208533,CircularEconomy
1997,argentina,11713.973217060056,CircularEconomy
1998,argentina,12434.176821032092,CircularEconomy
1999,argentina,13201.437826602907,CircularEconomy
2000,argentina,13978.2795920922,CircularEconomy
2001,argentina,14658.338189704793,CircularEconomy
2002,argentina,15312.423883303052,CircularEconomy
2003,argentina,15942.45965063449,CircularEconomy
2004,argentina,16550.368469446614,CircularEconomy
2005,argentina,17138.073317486935,CircularEconomy
2006,argentina,17707.497172502954,CircularEconomy
2007,argentina,18260.563012242186,CircularEconomy
2008,argentina,18799.19381445213,CircularEconomy
2009,argentina,19325.3125568803,CircularEconomy
2010,argentina,19840.842217274203,CircularEconomy
2011,argentina,20314.667933197845,CircularEconomy
2012,argentina,20784.160596978112,CircularEconomy
2013,argentina,21275.19530543834,CircularEconomy
2014,argentina,21766.230013898577,CircularEconomy
2015,argentina,22257.264722358814,CircularEconomy
2016,argentina,22748.299430819046,CircularEconomy
2017,argentina,23239.334139279283,CircularEconomy
2018,argentina,23730.36884773951,CircularEconomy
1990,bahamas,21.024535105825017,CircularEconomy
1991,bahamas,40.215008600832995,CircularEconomy
1992,bahamas,60.29102949889963,CircularEconomy
1993,bahamas,81.15420364412954,CircularEconomy
1994,bahamas,102.70613688062731,CircularEconomy
1995,bahamas,124.84843505249756,CircularEconomy
1996,bahamas,147.48270400384484,CircularEconomy
1997,bahamas,170.51054957877375,CircularEconomy
1998,bahamas,193.83357762138888,CircularEconomy
1999,bahamas,217.35339397579483,CircularEconomy
2000,bahamas,240.9716044860962,CircularEconomy
2001,bahamas,263.2464557184417,CircularEconomy
2002,bahamas,285.52130695078705,CircularEconomy
2003,bahamas,307.7961581831325,CircularEconomy
2004,bahamas,330.071009415478,CircularEconomy
2005,bahamas,352.34586064782343,CircularEconomy
2006,bahamas,374.6207118801688,CircularEconomy
2007,bahamas,396.89556311251437,CircularEconomy
2008,bahamas,419.17041434485986,CircularEconomy
2009,bahamas,441.4452655772053,CircularEconomy
2010,bahamas,463.7201168095508,CircularEconomy
2011,bahamas,485.9949680418962,CircularEconomy
2012,bahamas,508.2698192742416,CircularEconomy
2013,bahamas,530.5446705065872,CircularEconomy
2014,bahamas,552.8195217389325,CircularEconomy
2015,bahamas,575.094372971278,CircularEconomy
2016,bahamas,597.3692242036234,CircularEconomy
2017,bahamas,619.6440754359691,CircularEconomy
2018,bahamas,641.9189266683143,CircularEconomy
1990,barbados,1643.957053530204,CircularEconomy
1991,barbados,1643.6673078044907,CircularEconomy
1992,barbados,1656.1258350179473,CircularEconomy
1993,barbados,1694.1405456772122,CircularEconomy
1994,barbados,1770.5193502889233,CircularEconomy
1995,barbados,1901.377863162652,CircularEconomy
1996,barbados,1951.6567811107575,CircularEconomy
1997,barbados,1789.604504748532,CircularEconomy
1998,barbados,1274.4660460079456,CircularEconomy
1999,barbados,670.8176137797658,CircularEconomy
2000,barbados,234.23202827144056,CircularEconomy
2001,barbados,234.8816471708171,CircularEconomy
2002,barbados,242.81256170749984,CircularEconomy
2003,barbados,252.9735303969211,CircularEconomy
2004,barbados,261.0329307130978,CircularEconomy
2005,barbados,271.97415484177805,CircularEconomy
2006,barbados,280.0204717721555,CircularEconomy
2007,barbados,290.0047597218822,CircularEconomy
2008,barbados,299.02137425017474,CircularEconomy
2009,barbados,304.91526757911174,CircularEconomy
2010,barbados,295.05038764612175,CircularEconomy
2011,barbados,285.52100994622856,CircularEconomy
2012,barbados,275.9916322463353,CircularEconomy
2013,barbados,266.4622545464421,CircularEconomy
2014,barbados,256.932876846549,CircularEconomy
2015,barbados,247.4034991466558,CircularEconomy
2016,barbados,237.8741214467626,CircularEconomy
2017,barbados,228.34474374686943,CircularEconomy
2018,barbados,218.81536604697624,CircularEconomy
1990,belize,8749.714578767725,CircularEconomy
1991,belize,7980.4331433585185,CircularEconomy
1992,belize,7179.55779289065,CircularEconomy
1993,belize,6336.687409880882,CircularEconomy
1994,belize,5441.420876845972,CircularEconomy
1995,belize,4396.3946154357955,CircularEconomy
1996,belize,3342.3287115575904,CircularEconomy
1997,belize,2332.9807902517073,CircularEconomy
